phrases,tagged_phrases,dummy_labels,POS_TAGS_OF_PHRASE
problem reported,problem nn reported vbd,1,<NN><VBD>
problem was,problem nn was vbd,1,<NN><VBD>
problems checked,problems nns checked vbd,1,<NNS><VBD>
problems have,problems nns have vbp,1,<NNS><VBP>
problems meggered,problems nns meggered vbd,1,<NNS><VBD>
problems step,problems nns step vbp,1,<NNS><VBP>
procedure for ground,procedure nn for in_pos ground nn,1,<NN><IN><NN>
procedure made,procedure nn made vbd,1,<NN><VBD>
procedures mud,procedures nns mud vbp,1,<NNS><VBP>
procedures upon,procedures nns upon in_pos,1,<NNS><IN>
procedures were,procedures nns were vbd,1,<NNS><VBD>
product from motor,product nn from in_pos motor nn,1,<NN><IN><NN>
prompted,prompted vbn,1,<VBN>
proper was,proper nn was vbd,1,<NN><VBD>
properly,properly rb,1,<RB>
properly at time,properly rb at in_pos time nn,1,<RB><IN><NN>
properly checked,properly rb checked vbn,1,<RB><VBN>
properly cleaned,properly rb cleaned vbn,1,<RB><VBN>
properly control,properly rb control nn,1,<RB><NN>
properly greased,properly rb greased vbn,1,<RB><VBN>
properly isolated,properly rb isolated vbn,1,<RB><VBN>
properly lubricated,properly rb lubricated vbn,1,<RB><VBN>
properly made,properly rb made vbn,1,<RB><VBN>
properly marked,properly rb marked vbn,1,<RB><VBN>
properly note,properly rb note nn,1,<RB><NN>
properly on standpipe,properly rb on in_pos standpipe nn,1,<RB><IN><NN>
properly purpose,properly rb purpose nn,1,<RB><NN>
properly removed,properly rb removed vbn,1,<RB><VBN>
properly routed,properly rb routed vbn,1,<RB><VBN>
properly started,properly rb started vbd,1,<RB><VBD>
properly tested,properly rb tested vbn,1,<RB><VBN>
properly tight,properly rb tight nn,1,<RB><NN>
properly tightens,properly rb tightens nns,1,<RB><NNS>
properly torqued,properly rb torqued vbn,1,<RB><VBN>
properly used,properly rb used vbn,1,<RB><VBN>
protected,protected vbn,1,<VBN>
provided,provided vbn,1,<VBN>
puck was,puck nn was vbd,1,<NN><VBD>
pulled,pulled vbd,1,<VBD>
pulley brought,pulley nn brought vbd,1,<NN><VBD>
pulley in order,pulley nn in in_pos order nn,1,<NN><IN><NN>
pulley was,pulley nn was vbd,1,<NN><VBD>
pulling,pulling vbg,1,<VBG>
pump assigned,pump nn assigned vbd,1,<NN><VBD>
pump checked,pump nn checked vbd,1,<NN><VBD>
pump deisolated,pump nn deisolated vbd,1,<NN><VBD>
pump disconnected,pump nn disconnected vbd,1,<NN><VBD>
pump found,pump nn found vbd,1,<NN><VBD>
pump from spm,pump nn from in_pos spm nn,1,<NN><IN><NN>
pump have,pump nns have vbp,1,<NNS><VBP>
pump isolated,pump nn isolated vbd,1,<NN><VBD>
pump on investigation,pump nn on in_pos investigation nn,1,<NN><IN><NN>
pump on mud,pump nn on in_pos mud nn,1,<NN><IN><NN>
pump performed,pump nn performed vbd,1,<NN><VBD>
pump ran,pump nn ran vbd,1,<NN><VBD>
pump removed,pump nn removed vbd,1,<NN><VBD>
pump repaired,pump nn repaired vbd,1,<NN><VBD>
pump was,pump nn was vbd,1,<NN><VBD>
pump went,pump nn went vbd,1,<NN><VBD>
pumpd have,pumpd nns have vbp,1,<NNS><VBP>
pumping,pumping vbg,1,<VBG>
pumps are,pumps nns are vbp,1,<NNS><VBP>
pumps do,pumps nns do vbp,1,<NNS><VBP>
pumps due,pumps nns due jj,1,<NNS><JJ>
pumps had,pumps nns had vbd,1,<NNS><VBD>
pumps have,pumps nns have vbp,1,<NNS><VBP>
pumps main,pumps nns main jj,1,<NNS><JJ>
pumps psi,pumps nns psi nns,1,<NNS><NNS>
pumps run,pumps nns run vbp,1,<NNS><VBP>
pumps turned,pumps nns turned vbd,1,<NNS><VBD>
pumps verified,pumps nns verified vbd,1,<NNS><VBD>
pumps were,pumps nns were vbd,1,<NNS><VBD>
purged,purged vbn,1,<VBN>
purpose attached,purpose nn attached vbd,1,<NN><VBD>
pushbuttons were,pushbuttons nns were vbd,1,<NNS><VBD>
putensured,putensured vbn,1,<VBN>
qty requested,qty nn requested vbd,1,<NN><VBD>
qualified,qualified vbn,1,<VBN>
quotation for vibration,quotation nn for in_pos vibration nn,1,<NN><IN><NN>
quotation from traume,quotation nn from in_pos traume nn,1,<NN><IN><NN>
quote attached,quote nn attached vbd,1,<NN><VBD>
quote in attachment,quote nn in in_pos attachment nn,1,<NN><IN><NN>
quote recieved,quote nn recieved vbd,1,<NN><VBD>
raised,raised vbn,1,<VBN>
rattling,rattling vbg,1,<VBG>
re installed,re nn installed vbd,1,<NN><VBD>
reached,reached vbn,1,<VBN>
readable,readable jj,1,<JJ>
reading for b,reading nn for in_pos b nn,1,<NN><IN><NN>
reading for mp,reading vbg for in_pos mp nn,1,<VBG><IN><NN>
reading of motor,reading nn of in_pos motor nn,1,<NN><IN><NN>
reading was,reading nn was vbd,1,<NN><VBD>
reading were,reading nn were vbd,1,<NN><VBD>
readings are,readings nns are vbp,1,<NNS><VBP>
readings attached,readings nns attached vbd,1,<NNS><VBD>
readings come,readings nns come vbp,1,<NNS><VBP>
readings confirmed,readings nns confirmed vbd,1,<NNS><VBD>
readings have,readings nns have vbp,1,<NNS><VBP>
readings normal,readings nns normal jj,1,<NNS><JJ>
readings provided,readings nns provided vbd,1,<NNS><VBD>
readings recorded,readings nns recorded vbd,1,<NNS><VBD>
readings reinstalled,readings nns reinstalled vbd,1,<NNS><VBD>
readings send,readings nns send vbp,1,<NNS><VBP>
readings take,readings nns take vbp,1,<NNS><VBP>
readings was,readings nns was vbd,1,<NNS><VBD>
readings were,readings nns were vbd,1,<NNS><VBD>
ready,ready jj,1,<JJ>
really loose,really rb loose jj,1,<RB><JJ>
reasonably clean,reasonably rb clean jj,1,<RB><JJ>
reassembling,reassembling vbg,1,<VBG>
received,received vbn,1,<VBN>
recent,recent jj,1,<JJ>
recently changed,recently rb changed vbn,1,<RB><VBN>
recently replaced,recently rb replaced vbd,1,<RB><VBD>
recevied,recevied vbn,1,<VBN>
recieved,recieved vbn,1,<VBN>
recommendation installed,recommendation nn installed vbd,1,<NN><VBD>
recommendations confirmed,recommendations nns confirmed vbd,1,<NNS><VBD>
recommendations make,recommendations nns make vbp,1,<NNS><VBP>
recommendations third,recommendations nns third vbp,1,<NNS><VBP>
recommendations yes,recommendations nns yes nns,1,<NNS><NNS>
reconnected,reconnected vbn,1,<VBN>
reconnecting,reconnecting vbg,1,<VBG>
record checked,record nn checked vbd,1,<NN><VBD>
recorded,recorded vbn,1,<VBN>
recording,recording vbg,1,<VBG>
recored,recored vbn,1,<VBN>
rectified,rectified vbn,1,<VBN>
red,red jj,1,<JJ>
reduced,reduced vbn,1,<VBN>
reel removed,reel nn removed vbd,1,<NN><VBD>
refered,refered vbn,1,<VBN>
referred,referred vbn,1,<VBN>
reflecting,reflecting vbg,1,<VBG>
regular,regular jj,1,<JJ>
reinstalled,reinstalled vbn,1,<VBN>
reisolated,reisolated vbn,1,<VBN>
relay make,relay nns make vbp,1,<NNS><VBP>
released,released vbn,1,<VBN>
remaining,remaining vbg,1,<VBG>
remegged,remegged vbn,1,<VBN>
removal of motor,removal nn of in_pos motor nn,1,<NN><IN><NN>
remove,remove vb,1,<VB>
removed,removed vbn,1,<VBN>
removing,removing vbg,1,<VBG>
repainting,repainting vbg,1,<VBG>
repaired,repaired vbn,1,<VBN>
repairs create,repairs nns create vbp,1,<NNS><VBP>
repairs were,repairs nns were vbd,1,<NNS><VBD>
repalced,repalced vbn,1,<VBN>
replacable,replacable jj,1,<JJ>
replaced,replaced vbn,1,<VBN>
replacement made,replacement nn made vbd,1,<NN><VBD>
replacement on jan,replacement nn on in_pos jan nn,1,<NN><IN><NN>
replacement on july,replacement nn on in_pos july nn,1,<NN><IN><NN>
replacement on june,replacement nn on in_pos june nn,1,<NN><IN><NN>
replacing,replacing vbg,1,<VBG>
report attached,report nn attached vbd,1,<NN><VBD>
report for vibration,report nn for in_pos vibration nn,1,<NN><IN><NN>
report opened,report nn opened vbd,1,<NN><VBD>
reported,reported vbd,1,<VBD>
reports confirmed,reports nns confirmed vbd,1,<NNS><VBD>
repositioned,repositioned vbn,1,<VBN>
requested,requested vbn,1,<VBN>
required,required vbn,1,<VBN>
requirement for ex,requirement nn for in_pos ex nn,1,<NN><IN><NN>
requirements ac,requirements nns ac vbp,1,<NNS><VBP>
requirements isolated,requirements nns isolated vbd,1,<NNS><VBD>
requirements n,requirements nns n vbp,1,<NNS><VBP>
requirements refer,requirements nns refer vbp,1,<NNS><VBP>
requirements referred,requirements nns referred vbd,1,<NNS><VBD>
requirements remote,requirements nns remote vbp,1,<NNS><VBP>
requirementschecks ok,requirementschecks nns ok vbp,1,<NNS><VBP>
requiring,requiring vbg,1,<VBG>
requirments confirm,requirments nns confirm vbp,1,<NNS><VBP>
rescheduled,rescheduled vbn,1,<VBN>
resistance after rig,resistance nn after in_pos rig nn,1,<NN><IN><NN>
resistance was,resistance nn was vbd,1,<NN><VBD>
rest of mud,rest nn of in_pos mud nn,1,<NN><IN><NN>
restored,restored vbn,1,<VBN>
results checked,results nns checked vbd,1,<NNS><VBD>
results have,results nns have vbp,1,<NNS><VBP>
results megged,results nns megged vbd,1,<NNS><VBD>
results note,results nns note vbp,1,<NNS><VBP>
results noted,results nns noted vbd,1,<NNS><VBD>
results performed,results nns performed vbd,1,<NNS><VBD>
results recorded,results nns recorded vbd,1,<NNS><VBD>
results yellow,results nns yellow vbp,1,<NNS><VBP>
retested,retested vbn,1,<VBN>
return from overhaul,return nn from in_pos overhaul nn,1,<NN><IN><NN>
returned,returned vbn,1,<VBN>
returning,returning vbg,1,<VBG>
reviewed,reviewed vbn,1,<VBN>
reviewing,reviewing vbg,1,<VBG>
revised,revised vbn,1,<VBN>
rig followed,rig nn followed vbd,1,<NN><VBD>
rig up,rig nn up rp,1,<NN><RP>
rigged,rigged vbn,1,<VBN>
rigs fw,rigs nns fw vbp,1,<NNS><VBP>
rms confirmed,rms nns confirmed vbd,1,<NNS><VBD>
rms crane,rms nns crane vbp,1,<NNS><VBP>
rms dgp,rms nns dgp vbp,1,<NNS><VBP>
rms make,rms nns make vbp,1,<NNS><VBP>
rms n,rms nns n vbp,1,<NNS><VBP>
rms stand,rms nns stand vbp,1,<NNS><VBP>
rms was,rms nns was vbd,1,<NNS><VBD>
room burned,room nn burned vbd,1,<NN><VBD>
room was,room nn was vbd,1,<NN><VBD>
room with help,room nn with in_pos help nn,1,<NN><IN><NN>
rotated,rotated vbn,1,<VBN>
rotating,rotating vbg,1,<VBG>
rotation measured,rotation nn measured vbd,1,<NN><VBD>
rotation started,rotation nn started vbd,1,<NN><VBD>
rtds checked,rtds nn checked vbd,1,<NN><VBD>
rtds disconnected,rtds nn disconnected vbd,1,<NN><VBD>
rtds on motor,rtds nn on in_pos motor nn,1,<NN><IN><NN>
rtds on mud,rtds nn on in_pos mud nn,1,<NN><IN><NN>
rubber sealed,rubber nn sealed vbd,1,<NN><VBD>
rubbing,rubbing vbg,1,<VBG>
run,run vb,1,<VB>
run performed,run nn performed vbd,1,<NN><VBD>
run was,run nn was vbd,1,<NN><VBD>
runnig for hour,runnig nn for in_pos hour nn,1,<NN><IN><NN>
running,running vbg,1,<VBG>
rusted,rusted vbn,1,<VBN>
s cecked,s nn cecked vbd,1,<NN><VBD>
s have,s nns have vbp,1,<NNS><VBP>
s inspected,s nn inspected vbd,1,<NN><VBD>
s was,s nn was vbd,1,<NN><VBD>
safe,safe jj,1,<JJ>
said,said vbd,1,<VBD>
sailing,sailing vbg,1,<VBG>
same,same jj,1,<JJ>
saved,saved vbn,1,<VBN>
screen as requiredok,screen nn as in_pos requiredok nn,1,<NN><IN><NN>
screen took,screen nn took vbd,1,<NN><VBD>
screens are,screens nns are vbp,1,<NNS><VBP>
seal was,seal nn was vbd,1,<NN><VBD>
sealed,sealed vbn,1,<VBN>
seals are,seals nns are vbp,1,<NNS><VBP>
seals were,seals nns were vbd,1,<NNS><VBD>
secure carried,secure nn carried vbd,1,<NN><VBD>
secure found,secure nn found vbd,1,<NN><VBD>
secure in gland,secure nn in in_pos gland nn,1,<NN><IN><NN>
secure on cable,secure nn on in_pos cable nn,1,<NN><IN><NN>
secure sealed,secure nn sealed vbd,1,<NN><VBD>
secured,secured vbn,1,<VBN>
securely fastened,securely rb fastened vbn,1,<RB><VBN>
securing,securing vbg,1,<VBG>
see attached,see vb attached jj,1,<VB><JJ>
seeking,seeking vbg,1,<VBG>
seelan had,seelan nn had vbd,1,<NN><VBD>
seen,seen vbn,1,<VBN>
selected,selected vbn,1,<VBN>
send for overhaul,send nn for in_pos overhaul nn,1,<NN><IN><NN>
senior,senior jj,1,<JJ>
sensors checked,sensors nns checked vbd,1,<NNS><VBD>
sensors were,sensors nns were vbd,1,<NNS><VBD>
separate,separate jj,1,<JJ>
separated,separated vbn,1,<VBN>
separator fitted,separator nn fitted vbd,1,<NN><VBD>
serial,serial jj,1,<JJ>
servicable,servicable jj,1,<JJ>
service performed,service nn performed vbd,1,<NN><VBD>
serviced,serviced vbn,1,<VBN>
setting,setting vbg,1,<VBG>
setting as oem,setting vbg as in_pos oem nn,1,<VBG><IN><NN>
settings are,settings nns are vbp,1,<NNS><VBP>
settings were,settings nns were vbd,1,<NNS><VBD>
several,several jj,1,<JJ>
shaft adjusted,shaft nn adjusted vbd,1,<NN><VBD>
shaft of b,shaft nn of in_pos b nn,1,<NN><IN><NN>
shaft snapped,shaft nn snapped vbd,1,<NN><VBD>
shall be pleased,shall md be vb pleased jj,1,<MD><VB><JJ>
sharing,sharing vbg,1,<VBG>
sheared,sheared vbn,1,<VBN>
shifted,shifted vbn,1,<VBN>
shop for rr,shop nn for in_pos rr nn,1,<NN><IN><NN>
shop in houston,shop nn in in_pos houston nn,1,<NN><IN><NN>
short,short jj,1,<JJ>
shots gms,shots nns gms vbp,1,<NNS><VBP>
shots nde,shots nns nde vbp,1,<NNS><VBP>
should be included,should md be vb included vbn,1,<MD><VB><VBN>
should be installed,should md be vb installed vbn,1,<MD><VB><VBN>
should be paid,should md be vb paid vbn,1,<MD><VB><VBN>
should be programmed,should md be vb programmed vbn,1,<MD><VB><VBN>
should be shopped,should md be vb shopped vbn,1,<MD><VB><VBN>
showing,showing vbg,1,<VBG>
shown,shown vbn,1,<VBN>
shows normal,shows nns normal jj,1,<NNS><JJ>
shroud found,shroud nn found vbd,1,<NN><VBD>
shroud was,shroud nn was vbd,1,<NN><VBD>
shuts down,shuts nns down rp,1,<NNS><RP>
shutting,shutting vbg,1,<VBG>
side of floor,side nn of in_pos floor nn,1,<NN><IN><NN>
side recorded,side nn recorded vbd,1,<NN><VBD>
side with halliburton,side nn with in_pos halliburton nn,1,<NN><IN><NN>
sign of damage,sign nn of in_pos damage nn,1,<NN><IN><NN>
sign of water,sign nn of in_pos water nn,1,<NN><IN><NN>
signal of corrosion,signal nn of in_pos corrosion nn,1,<NN><IN><NN>
significantly reduced,significantly rb reduced vbn,1,<RB><VBN>
since hrs,since in_pos hrs nn,1,<IN><NN>
singapore for repair,singapore nn for in_pos repair nn,1,<NN><IN><NN>
sitting,sitting vbg,1,<VBG>
sized,sized vbn,1,<VBN>
sketch of motor,sketch nn of in_pos motor nn,1,<NN><IN><NN>
skid installed,skid nn installed vbd,1,<NN><VBD>
slackened,slackened vbn,1,<VBN>
slided,slided vbd,1,<VBD>
slightly different,slightly rb different jj,1,<RB><JJ>
slitter found,slitter nn found vbd,1,<NN><VBD>
small,small jj,1,<JJ>
snapping,snapping vbg,1,<VBG>
so close,so rb close rb,1,<RB><RB>
so decided,so rb decided vbd,1,<RB><VBD>
so farthis,so rb farthis jj,1,<RB><JJ>
so greased,so rb greased jj,1,<RB><JJ>
so i,so rb i jj,1,<RB><JJ>
so new,so rb new jj,1,<RB><JJ>
so opened,so rb opened jj,1,<RB><JJ>
so replaced,so rb replaced jj,1,<RB><JJ>
so step,so rb step nn,1,<RB><NN>
so switched,so rb switched jj,1,<RB><JJ>
so that belt,so rb that in_pos belt nn,1,<RB><IN><NN>
socket for adjuster,socket nn for in_pos adjuster nn,1,<NN><IN><NN>
soft,soft jj,1,<JJ>
software confirmed,software nn confirmed vbd,1,<NN><VBD>
software on toughbook,software nn on in_pos toughbook nn,1,<NN><IN><NN>
solidly attached,solidly rb attached vbd,1,<RB><VBD>
somewhat overgreased,somewhat rb overgreased vbd,1,<RB><VBD>
soon as cemetn unit,soon rb as in_pos cemetn nn unit nn,1,<RB><IN><NN><NN>
sound from motor,sound nn from in_pos motor nn,1,<NN><IN><NN>
sound measured,sound nn measured vbd,1,<NN><VBD>
sound was,sound nn was vbd,1,<NN><VBD>
sound while blower,sound nn while in_pos blower nn,1,<NN><IN><NN>
sounds are,sounds nns are vbp,1,<NNS><VBP>
speed was,speed nn was vbd,1,<NN><VBD>
spots were,spots nns were vbd,1,<NNS><VBD>
spudding,spudding vbg,1,<VBG>
ss fitted,ss nn fitted vbd,1,<NN><VBD>
ssirclip was,ssirclip nn was vbd,1,<NN><VBD>
stariner of pumpwhen,stariner nn of in_pos pumpwhen nn,1,<NN><IN><NN>
start in pump,start nn in in_pos pump nn,1,<NN><IN><NN>
start of test,start nn of in_pos test nn,1,<NN><IN><NN>
start recorded,start nn recorded vbd,1,<NN><VBD>
started,started vbn,1,<VBN>
starter at mcc,starter nn at in_pos mcc nn,1,<NN><IN><NN>
starter checked,starter nn checked vbd,1,<NN><VBD>
starting,starting vbg,1,<VBG>
stated,stated vbn,1,<VBN>
station for cleanliness,station nn for in_pos cleanliness nn,1,<NN><IN><NN>
station opened,station nn opened vbd,1,<NN><VBD>
station was,station nn was vbd,1,<NN><VBD>
station with paint,station nn with in_pos paint nn,1,<NN><IN><NN>
stations appeared,stations nns appeared vbd,1,<NNS><VBD>
stations are,stations nns are vbp,1,<NNS><VBP>
stattion made,stattion nn made vbd,1,<NN><VBD>
stbd were,stbd nns were vbd,1,<NNS><VBD>
step cleaned,step nn cleaned vbd,1,<NN><VBD>
step completed,step nn completed vbd,1,<NN><VBD>
step confirmed,step nn confirmed vbd,1,<NN><VBD>
step done,step nn done vbn,1,<NN><VBN>
step isolated,step nn isolated vbd,1,<NN><VBD>
step lubricated,step nn lubricated vbd,1,<NN><VBD>
step performed,step nn performed vbd,1,<NN><VBD>
step reinstalled,step nn reinstalled vbd,1,<NN><VBD>
step removed,step nn removed vbd,1,<NN><VBD>
step tested,step nn tested vbd,1,<NN><VBD>
step were,step nn were vbd,1,<NN><VBD>
steps are,steps nns are vbp,1,<NNS><VBP>
steps carried,steps nns carried vbd,1,<NNS><VBD>
steps complete,steps nns complete jj,1,<NNS><JJ>
steps completed,steps nns completed vbd,1,<NNS><VBD>
steps had,steps nns had vbd,1,<NNS><VBD>
steps have,steps nns have vbp,1,<NNS><VBP>
steps necessary,steps nns necessary jj,1,<NNS><JJ>
steps were,steps nns were vbd,1,<NNS><VBD>
still abit,still rb abit vb,1,<RB><VB>
still activated,still rb activated vbn,1,<RB><VBN>
still faulted,still rb faulted vbn,1,<RB><VBN>
still havent,still rb havent nn,1,<RB><NN>
still in good condition,still rb in in_pos good jj condition nn,1,<RB><IN><JJ><NN>
still low,still rb low jj,1,<RB><JJ>
still ok,still rb ok jj,1,<RB><JJ>
still operational,still rb operational jj,1,<RB><JJ>
still secure,still rb secure vb,1,<RB><VB>
still serviceable,still rb serviceable jj,1,<RB><JJ>
stop was,stop nn was vbd,1,<NN><VBD>
stopped,stopped vbd,1,<VBD>
stopping,stopping vbg,1,<VBG>
stops are,stops nns are vbp,1,<NNS><VBP>
stops tested,stops nns tested vbd,1,<NNS><VBD>
stored,stored vbn,1,<VBN>
strip was,strip nn was vbd,1,<NN><VBD>
stripping,stripping vbg,1,<VBG>
stroke confirmed,stroke nn confirmed vbd,1,<NN><VBD>
strong,strong jj,1,<JJ>
stuffing,stuffing vbg,1,<VBG>
submitted,submitted vbn,1,<VBN>
subsided,subsided vbd,1,<VBD>
successfully completed,successfully rb completed vbn,1,<RB><VBN>
suitable,suitable jj,1,<JJ>
suitable welded,suitable jj welded vbd,1,<JJ><VBD>
supplied,supplied vbn,1,<VBN>
supplies ordered,supplies nns ordered vbd,1,<NNS><VBD>
supplying,supplying vbg,1,<VBG>
supports cableing,supports nns cableing vbg,1,<NNS><VBG>
surface measured,surface nn measured vbd,1,<NN><VBD>
surface meggered,surface nn meggered vbd,1,<NN><VBD>
surfaceremoved,surfaceremoved vbn,1,<VBN>
survey was,survey nn was vbd,1,<NN><VBD>
suspected,suspected vbn,1,<VBN>
swapped,swapped vbd,1,<VBD>
switch prevented,switch nn prevented vbd,1,<NN><VBD>
switch removed,switch nn removed vbd,1,<NN><VBD>
switch was,switch nn was vbd,1,<NN><VBD>
switches are,switches nns are vbp,1,<NNS><VBP>
switches found,switches nns found vbd,1,<NNS><VBD>
switches installed,switches nns installed vbd,1,<NNS><VBD>
switches open,switches nns open vbp,1,<NNS><VBP>
system checked,system nn checked vbd,1,<NN><VBD>
system closed,system nn closed vbd,1,<NN><VBD>
system confirmed,system nn confirmed vbd,1,<NN><VBD>
system found,system nn found vbd,1,<NN><VBD>
system in janurary,system nn in in_pos janurary nn,1,<NN><IN><NN>
system inspected,system nn inspected vbd,1,<NN><VBD>
system made,system nn made vbd,1,<NN><VBD>
system stroke,system nn stroke vbd,1,<NN><VBD>
system transfered,system nn transfered vbd,1,<NN><VBD>
system was,system nn was vbd,1,<NN><VBD>
system were,system nn were vbd,1,<NN><VBD>
systems examine,systems nns examine vbp,1,<NNS><VBP>
systems have,systems nns have vbp,1,<NNS><VBP>
systems removed,systems nns removed vbd,1,<NNS><VBD>
tag for mud,tag nn for in_pos mud nn,1,<NN><IN><NN>
tag was,tag nn was vbd,1,<NN><VBD>
tags are,tags nns are vbp,1,<NNS><VBP>
tags in place,tags nns in in_pos place nn,1,<NNS><IN><NN>
tags present,tags nns present jj,1,<NNS><JJ>
tags were,tags nns were vbd,1,<NNS><VBD>
taken,taken vbn,1,<VBN>
taking,taking vbg,1,<VBG>
talking,talking vbg,1,<VBG>
task arranged,task nn arranged vbd,1,<NN><VBD>
task completed,task nn completed vbd,1,<NN><VBD>
task except task,task nn except in_pos task nn,1,<NN><IN><NN>
task made,task nn made vbd,1,<NN><VBD>
task was,task nn was vbd,1,<NN><VBD>
tasks are,tasks nns are vbp,1,<NNS><VBP>
tasks have,tasks nns have vbp,1,<NNS><VBP>
tasks isnt,tasks nns isnt vbp,1,<NNS><VBP>
tasks were,tasks nns were vbd,1,<NNS><VBD>
tech came,tech nn came vbd,1,<NN><VBD>
technician,technician jj,1,<JJ>
temp found,temp nn found vbd,1,<NN><VBD>
temp noted,temp nn noted vbd,1,<NN><VBD>
temp of c,temp nn of in_pos c nn,1,<NN><IN><NN>
temperature checked,temperature nn checked vbd,1,<NN><VBD>
temperature detected,temperature nn detected vbd,1,<NN><VBD>
temperature for step,temperature nn for in_pos step nn,1,<NN><IN><NN>
temperature found,temperature nn found vbd,1,<NN><VBD>
temperature measured,temperature nn measured vbd,1,<NN><VBD>
temperature monitored,temperature nn monitored vbd,1,<NN><VBD>
temperature noted,temperature nn noted vbd,1,<NN><VBD>
temperature of drive,temperature nn of in_pos drive nn,1,<NN><IN><NN>
temperature was,temperature nn was vbd,1,<NN><VBD>
temperatures are,temperatures nns are vbp,1,<NNS><VBP>
temperatures noted,temperatures nns noted vbd,1,<NNS><VBD>
temperatures took,temperatures nns took vbd,1,<NNS><VBD>
temperatures were,temperatures nns were vbd,1,<NNS><VBD>
temps above normal range,temps nns above in_pos normal jj range nn,1,<NNS><IN><JJ><NN>
temps are,temps nns are vbp,1,<NNS><VBP>
temps detected,temps nns detected vbd,1,<NNS><VBD>
temps do,temps nns do vbp,1,<NNS><VBP>
temps nde,temps nns nde nns,1,<NNS><NNS>
temps normal,temps nns normal jj,1,<NNS><JJ>
temps noted,temps nns noted vbd,1,<NNS><VBD>
temps re,temps nns re vbp,1,<NNS><VBP>
temps were,temps nns were vbd,1,<NNS><VBD>
terminal measured,terminal nn measured vbd,1,<NN><VBD>
terminals are,terminals nns are vbp,1,<NNS><VBP>
terminals found,terminals nns found vbd,1,<NNS><VBD>
terminals tightened,terminals nns tightened vbd,1,<NNS><VBD>
terminals x,terminals nns x vbp,1,<NNS><VBP>
termination in order,termination nn in in_pos order nn,1,<NN><IN><NN>
terminations are,terminations nns are vbp,1,<NNS><VBP>
test after rig,test nn after in_pos rig nn,1,<NN><IN><NN>
test at kv,test nn at in_pos kv nn,1,<NN><IN><NN>
test at v,test nn at in_pos v nn,1,<NN><IN><NN>
test at vdc,test nn at in_pos vdc nn,1,<NN><IN><NN>
test carried,test nn carried vbd,1,<NN><VBD>
test checked,test nn checked vbd,1,<NN><VBD>
test completed,test nn completed vbd,1,<NN><VBD>
test connected,test nn connected vbd,1,<NN><VBD>
test did,test nn did vbd,1,<NN><VBD>
test inspected,test nn inspected vbd,1,<NN><VBD>
test isolated,test nn isolated vbd,1,<NN><VBD>
test made,test nn made vbd,1,<NN><VBD>
test noted,test nn noted vbd,1,<NN><VBD>
test on ac,test nn on in_pos ac nn,1,<NN><IN><NN>
test on drive,test nn on in_pos drive nn,1,<NN><IN><NN>
test on mcc,test nn on in_pos mcc nn,1,<NN><IN><NN>
test on motor,test nn on in_pos motor nn,1,<NN><IN><NN>
test performed,test nn performed vbd,1,<NN><VBD>
test ran,test nn ran vbd,1,<NN><VBD>
test removed,test nn removed vbd,1,<NN><VBD>
test was,test nn was vbd,1,<NN><VBD>
test with driller,test nn with in_pos driller nn,1,<NN><IN><NN>
tested,tested vbn,1,<VBN>
testing,testing vbg,1,<VBG>
tests aug,tests nns aug vbp,1,<NNS><VBP>
tests feb,tests nns feb vbp,1,<NNS><VBP>
tests ir,tests nns ir vbp,1,<NNS><VBP>
tests noted,tests nns noted vbd,1,<NNS><VBD>
tests visualized,tests nns visualized vbd,1,<NNS><VBD>
tfs are,tfs nns are vbp,1,<NNS><VBP>
than b,than in_pos b nn,1,<IN><NN>
than g,than in_pos g nn,1,<IN><NN>
than normal vibration,than in_pos normal jj vibration nn,1,<IN><JJ><NN>
that ac motor,that dt ac vbz motor nn,1,<DT><VBZ><NN>
that applied,that dt applied vbd,1,<DT><VBD>
that i,that in_pos i nn,1,<IN><NN>
that original converter,that dt original jj converter nn,1,<DT><JJ><NN>
that pi test,that dt pi vbz test nn,1,<DT><VBZ><NN>
the ac main,the dt ac nn main jj,1,<DT><NN><JJ>
the active,the dt active jj,1,<DT><JJ>
the annual,the dt annual jj,1,<DT><JJ>
the applicable,the dt applicable jj,1,<DT><JJ>
the attached,the dt attached jj,1,<DT><JJ>
the available,the dt available jj,1,<DT><JJ>
the bad,the dt bad jj,1,<DT><JJ>
the bearings were,the dt bearings nns were vbd,1,<DT><NNS><VBD>
the belts came,the dt belts nns came vbd,1,<DT><NNS><VBD>
the belts had,the dt belts nns had vbd,1,<DT><NNS><VBD>
the belts were,the dt belts nns were vbd,1,<DT><NNS><VBD>
the blades checked,the dt blades nns checked vbd,1,<DT><NNS><VBD>
the blowers isolated,the dt blowers nns isolated vbd,1,<DT><NNS><VBD>
the blowers were,the dt blowers nns were vbd,1,<DT><NNS><VBD>
the bolts rigged,the dt bolts nns rigged vbd,1,<DT><NNS><VBD>
the bolts stretched,the dt bolts nns stretched vbd,1,<DT><NNS><VBD>
the closed,the dt closed jj,1,<DT><JJ>
the coiled,the dt coiled jj,1,<DT><JJ>
the complete,the dt complete jj,1,<DT><JJ>
the contactors did,the dt contactors nns did vbd,1,<DT><NNS><VBD>
the covers examied,the dt covers nns examied vbd,1,<DT><NNS><VBD>
the defective,the dt defective jj,1,<DT><JJ>
the direct,the dt direct jj,1,<DT><JJ>
