phrases,tagged_phrases,Tags,POS_TAGS_OF_PHRASE,dummy_labels
for defect,for in_pos defect nn,IN NN,<IN><NN>,1
for different,for in_pos different jj,IN JJ,<IN><JJ>,1
for dirt,for in_pos dirt nn,IN NN,<IN><NN>,1
for disconnected,for in_pos disconnected vbn,IN VBN,<IN><VBN>,1
for drill,for in_pos drill nn,IN NN,<IN><NN>,1
for drive,for in_pos drive nn,IN NN,<IN><NN>,1
for ex,for in_pos ex nn,IN NN,<IN><NN>,1
for excessive,for in_pos excessive jj,IN JJ,<IN><JJ>,1
for explosion,for in_pos explosion nn,IN NN,<IN><NN>,1
for function,for in_pos function nn,IN NN,<IN><NN>,1
for further,for in_pos further jj,IN JJ,<IN><JJ>,1
for future,for in_pos future jj,IN JJ,<IN><JJ>,1
for galling,for in_pos galling vbg,IN VBG,<IN><VBG>,1
for good,for in_pos good jj,IN JJ,<IN><JJ>,1
for hand,for in_pos hand nn,IN NN,<IN><NN>,1
for hazardous,for in_pos hazardous jj,IN JJ,<IN><JJ>,1
for high,for in_pos high jj,IN JJ,<IN><JJ>,1
for hot,for in_pos hot jj,IN JJ,<IN><JJ>,1
for hrs,for in_pos hrs nn,IN NN,<IN><NN>,1
for impeller,for in_pos impeller nn,IN NN,<IN><NN>,1
for in wc,for in_pos in in_pos wc nn,IN IN NN,<IN><IN><NN>,1
for information,for in_pos information nn,IN NN,<IN><NN>,1
for inspection,for in_pos inspection nn,IN NN,<IN><NN>,1
for insulation,for in_pos insulation nn,IN NN,<IN><NN>,1
for ir,for in_pos ir nn,IN NN,<IN><NN>,1
for j,for in_pos j nn,IN NN,<IN><NN>,1
for job,for in_pos job nn,IN NN,<IN><NN>,1
for leaks,for in_pos leaks nns,IN NNS,<IN><NNS>,1
for location,for in_pos location nn,IN NN,<IN><NN>,1
for long,for in_pos long rb,IN RB,<IN><RB>,1
for loose,for in_pos loose jj,IN JJ,<IN><JJ>,1
for lubrication,for in_pos lubrication nn,IN NN,<IN><NN>,1
for main,for in_pos main jj,IN JJ,<IN><JJ>,1
for major,for in_pos major jj,IN JJ,<IN><JJ>,1
for make,for in_pos make nn,IN NN,<IN><NN>,1
for manual,for in_pos manual jj,IN JJ,<IN><JJ>,1
for mech,for in_pos mech nn,IN NN,<IN><NN>,1
for mechanical,for in_pos mechanical jj,IN JJ,<IN><JJ>,1
for minute,for in_pos minute nn,IN NN,<IN><NN>,1
for motor,for in_pos motor nn,IN NN,<IN><NN>,1
for mp,for in_pos mp nn,IN NN,<IN><NN>,1
for mpb,for in_pos mpb nn,IN NN,<IN><NN>,1
for mud,for in_pos mud nn,IN NN,<IN><NN>,1
for nov,for in_pos nov nn,IN NN,<IN><NN>,1
for order,for in_pos order nn,IN NN,<IN><NN>,1
for overhaul,for in_pos overhaul nn,IN NN,<IN><NN>,1
for pm,for in_pos pm nn,IN NN,<IN><NN>,1
for possible,for in_pos possible jj,IN JJ,<IN><JJ>,1
for proper,for in_pos proper jj,IN JJ,<IN><JJ>,1
for pump,for in_pos pump nn,IN NN,<IN><NN>,1
for purpose,for in_pos purpose nn,IN NN,<IN><NN>,1
for rebuild,for in_pos rebuild nn,IN NN,<IN><NN>,1
for removal,for in_pos removal nn,IN NN,<IN><NN>,1
for repleshiment,for in_pos repleshiment nn,IN NN,<IN><NN>,1
for restore,for in_pos restore nn,IN NN,<IN><NN>,1
for rewind,for in_pos rewind nn,IN NN,<IN><NN>,1
for rotation,for in_pos rotation nn,IN NN,<IN><NN>,1
for rr,for in_pos rr nn,IN NN,<IN><NN>,1
for safe,for in_pos safe jj,IN JJ,<IN><JJ>,1
for sec,for in_pos sec nn,IN NN,<IN><NN>,1
for skid,for in_pos skid nn,IN NN,<IN><NN>,1
for spare,for in_pos spare nn,IN NN,<IN><NN>,1
for standpipe,for in_pos standpipe nn,IN NN,<IN><NN>,1
for step,for in_pos step nn,IN NN,<IN><NN>,1
for tco,for in_pos tco nn,IN NN,<IN><NN>,1
for temperature,for in_pos temperature nn,IN NN,<IN><NN>,1
for test,for in_pos test nn,IN NN,<IN><NN>,1
for tightness,for in_pos tightness nn,IN NN,<IN><NN>,1
for timeline,for in_pos timeline nn,IN NN,<IN><NN>,1
for torque,for in_pos torque nn,IN NN,<IN><NN>,1
for unusual,for in_pos unusual jj,IN JJ,<IN><JJ>,1
for use,for in_pos use nn,IN NN,<IN><NN>,1
for vibration,for in_pos vibration nn,IN NN,<IN><NN>,1
for visual,for in_pos visual jj,IN JJ,<IN><JJ>,1
for water,for in_pos water nn,IN NN,<IN><NN>,1
forward,forward rb,RB,<RB>,1
forwarded,forwarded vbn,VBN,<VBN>,1
found,found nn,NN,<NN>,1
found nothing,found vbn nothing nn,VBN NN,<VBN><NN>,1
foundation checked,foundation nn checked vbd,NN VBD,<NN><VBD>,1
foundation got,foundation nn got vbd,NN VBD,<NN><VBD>,1
foundation in place,foundation nn in in_pos place nn,NN IN NN,<NN><IN><NN>,1
foundation inspected,foundation nn inspected vbd,NN VBD,<NN><VBD>,1
frame from thruster,frame nn from in_pos thruster nn,NN IN NN,<NN><IN><NN>,1
frame was,frame nn was vbd,NN VBD,<NN><VBD>,1
free,free jj,JJ,<JJ>,1
from abb,from in_pos abb nn,IN NN,<IN><NN>,1
from busbar,from in_pos busbar nn,IN NN,<IN><NN>,1
from corrosion,from in_pos corrosion nn,IN NN,<IN><NN>,1
from corrositon,from in_pos corrositon nn,IN NN,<IN><NN>,1
from crane,from in_pos crane nn,IN NN,<IN><NN>,1
from damage,from in_pos damage nn,IN NN,<IN><NN>,1
from deck,from in_pos deck nn,IN NN,<IN><NN>,1
from different,from in_pos different jj,IN JJ,<IN><JJ>,1
from dirt,from in_pos dirt nn,IN NN,<IN><NN>,1
from disconnected,from in_pos disconnected vbn,IN VBN,<IN><VBN>,1
from driller,from in_pos driller nn,IN NN,<IN><NN>,1
from drive,from in_pos drive nn,IN NN,<IN><NN>,1
from dust,from in_pos dust nn,IN NN,<IN><NN>,1
from floor,from in_pos floor nn,IN NN,<IN><NN>,1
from forty,from in_pos forty nn,IN NN,<IN><NN>,1
from grand,from in_pos grand jj,IN JJ,<IN><JJ>,1
from hot,from in_pos hot jj,IN JJ,<IN><JJ>,1
from local,from in_pos local jj,IN JJ,<IN><JJ>,1
from main,from in_pos main jj,IN JJ,<IN><JJ>,1
from mcc,from in_pos mcc nn,IN NN,<IN><NN>,1
from medium,from in_pos medium nn,IN NN,<IN><NN>,1
from megger,from in_pos megger nn,IN NN,<IN><NN>,1
from motor,from in_pos motor nn,IN NN,<IN><NN>,1
from mud,from in_pos mud nn,IN NN,<IN><NN>,1
from normal,from in_pos normal jj,IN JJ,<IN><JJ>,1
from novindia,from in_pos novindia nn,IN NN,<IN><NN>,1
from oer,from in_pos oer nn,IN NN,<IN><NN>,1
from oes,from in_pos oes nns,IN NNS,<IN><NNS>,1
from old,from in_pos old jj,IN JJ,<IN><JJ>,1
from other,from in_pos other jj,IN JJ,<IN><JJ>,1
from outside,from in_pos outside jj,IN JJ,<IN><JJ>,1
from rig,from in_pos rig nn,IN NN,<IN><NN>,1
from rust,from in_pos rust nn,IN NN,<IN><NN>,1
from shipyard,from in_pos shipyard nn,IN NN,<IN><NN>,1
from spm,from in_pos spm nn,IN NN,<IN><NN>,1
from start,from in_pos start nn,IN NN,<IN><NN>,1
from startingwith,from in_pos startingwith nn,IN NN,<IN><NN>,1
from third,from in_pos third jj,IN JJ,<IN><JJ>,1
from traume,from in_pos traume nn,IN NN,<IN><NN>,1
full,full jj,JJ,<JJ>,1
function,function nn,NN,<NN>,1
function on cubicle,function nn on in_pos cubicle nn,NN IN NN,<NN><IN><NN>,1
function on mcc,function nn on in_pos mcc nn,NN IN NN,<NN><IN><NN>,1
function tested,function nn tested vbd,NN VBD,<NN><VBD>,1
function worked,function nn worked vbd,NN VBD,<NN><VBD>,1
functioned,functioned vbn,VBN,<VBN>,1
functioning,functioning vbg,VBG,<VBG>,1
further,further rb,RB,<RB>,1
fw,fw nn,NN,<NN>,1
fyi,fyi nn,NN,<NN>,1
g ohms min,g nn ohms md min vb,NN MD VB,<NN><MD><VB>,1
galling,galling vbg,VBG,<VBG>,1
gasket cleaned,gasket nn cleaned vbd,NN VBD,<NN><VBD>,1
gasket for blower,gasket nn for in_pos blower nn,NN IN NN,<NN><IN><NN>,1
gasket was,gasket nn was vbd,NN VBD,<NN><VBD>,1
gaskets are,gaskets nns are vbp,NNS VBP,<NNS><VBP>,1
gaskets intact,gaskets nns intact jj,NNS JJ,<NNS><JJ>,1
gaskets were,gaskets nns were vbd,NNS VBD,<NNS><VBD>,1
gauge of test,gauge nn of in_pos test nn,NN IN NN,<NN><IN><NN>,1
gauge to be,gauge nn to to_pos be vb,NN TO VB,<NN><TO><VB>,1
gauges are,gauges nns are vbp,NNS VBP,<NNS><VBP>,1
gauges calibrated,gauges nns calibrated vbd,NNS VBD,<NNS><VBD>,1
gave,gave vbd,VBD,<VBD>,1
gear,gear nn,NN,<NN>,1
general,general jj,JJ,<JJ>,1
get mud,get vb mud nn,VB NN,<VB><NN>,1
get ready,get vb ready jj,VB JJ,<VB><JJ>,1
get third,get vb third jj,VB JJ,<VB><JJ>,1
getting,getting vbg,VBG,<VBG>,1
giga,giga nn,NN,<NN>,1
given,given vbn,VBN,<VBN>,1
gland after inspection,gland nn after in_pos inspection nn,NN IN NN,<NN><IN><NN>,1
gland secured,gland nn secured vbd,NN VBD,<NN><VBD>,1
gland tightened,gland nn tightened vbd,NN VBD,<NN><VBD>,1
glanding,glanding vbg,VBG,<VBG>,1
glanding was,glanding nn was vbd,NN VBD,<NN><VBD>,1
glands appeared,glands nns appeared vbd,NNS VBD,<NNS><VBD>,1
glands are,glands nns are vbp,NNS VBP,<NNS><VBP>,1
glands check,glands nns check vbp,NNS VBP,<NNS><VBP>,1
glands checked,glands nns checked vbd,NNS VBD,<NNS><VBD>,1
glands cowls,glands nns cowls vbp,NNS VBP,<NNS><VBP>,1
glands have,glands nns have vbp,NNS VBP,<NNS><VBP>,1
glands id,glands nns id vbp,NNS VBP,<NNS><VBP>,1
glands inspected,glands nns inspected vbd,NNS VBD,<NNS><VBD>,1
glands make,glands nns make vbp,NNS VBP,<NNS><VBP>,1
glands ok,glands nns ok vbp,NNS VBP,<NNS><VBP>,1
glands show,glands nns show vbp,NNS VBP,<NNS><VBP>,1
glands were,glands nns were vbd,NNS VBD,<NNS><VBD>,1
glycol,glycol nn,NN,<NN>,1
going,going vbg,VBG,<VBG>,1
gone,gone vbn,VBN,<VBN>,1
good,good jj,JJ,<JJ>,1
got,got vbd,VBD,<VBD>,1
grease for lubricate,grease nn for in_pos lubricate nn,NN IN NN,<NN><IN><NN>,1
grease found,grease nn found vbd,NN VBD,<NN><VBD>,1
greased,greased vbn,VBN,<VBN>,1
greasing,greasing vbg,VBG,<VBG>,1
grinder to clean,grinder nn to to_pos clean vb,NN TO VB,<NN><TO><VB>,1
grommets n,grommets nns n vbp,NNS VBP,<NNS><VBP>,1
grommets suitable,grommets nns suitable jj,NNS JJ,<NNS><JJ>,1
ground,ground nn,NN,<NN>,1
ground on cabinet,ground nn on in_pos cabinet nn,NN IN NN,<NN><IN><NN>,1
ground was,ground nn was vbd,NN VBD,<NN><VBD>,1
grounded,grounded vbn,VBN,<VBN>,1
grounding,grounding vbg,VBG,<VBG>,1
grounding was,grounding nn was vbd,NN VBD,<NN><VBD>,1
grounds are,grounds nns are vbp,NNS VBP,<NNS><VBP>,1
grounds ok,grounds nns ok vbp,NNS VBP,<NNS><VBP>,1
grounds was,grounds nns was vbd,NNS VBD,<NNS><VBD>,1
grounds were,grounds nns were vbd,NNS VBD,<NNS><VBD>,1
guages are,guages nns are vbp,NNS VBP,<NNS><VBP>,1
guard cleaned,guard nn cleaned vbd,NN VBD,<NN><VBD>,1
guard lifted,guard nn lifted vbd,NN VBD,<NN><VBD>,1
guard opened,guard nn opened vbd,NN VBD,<NN><VBD>,1
guards free,guards nns free jj,NNS JJ,<NNS><JJ>,1
guards removed,guards nns removed vbd,NNS VBD,<NNS><VBD>,1
guidelines make,guidelines nns make vbp,NNS VBP,<NNS><VBP>,1
gun confirmed,gun nn confirmed vbd,NN VBD,<NN><VBD>,1
gun made,gun nn made vbd,NN VBD,<NN><VBD>,1
had,had vbd,VBD,<VBD>,1
handbook confirmed,handbook nn confirmed vbd,NN VBD,<NN><VBD>,1
handed,handed vbn,VBN,<VBN>,1
handoperated,handoperated vbn,VBN,<VBN>,1
happened,happened vbd,VBD,<VBD>,1
hardware in place,hardware nn in in_pos place nn,NN IN NN,<NN><IN><NN>,1
hardware on junction,hardware nn on in_pos junction nn,NN IN NN,<NN><IN><NN>,1
hardware secured,hardware nn secured vbn,NN VBN,<NN><VBN>,1
hardware was,hardware nn was vbd,NN VBD,<NN><VBD>,1
hardwares were,hardwares nns were vbd,NNS VBD,<NNS><VBD>,1
has beeen,has vbz beeen nn,VBZ NN,<VBZ><NN>,1
has been,has vbz been vbn,VBZ VBN,<VBZ><VBN>,1
has failed,has vbz failed vbn,VBZ VBN,<VBZ><VBN>,1
has found,has vbz found vbn,VBZ VBN,<VBZ><VBN>,1
has gone,has vbz gone vbn,VBZ VBN,<VBZ><VBN>,1
has had,has vbz had vbn,VBZ VBN,<VBZ><VBN>,1
has high,has vbz high jj,VBZ JJ,<VBZ><JJ>,1
has highlighted,has vbz highlighted vbn,VBZ VBN,<VBZ><VBN>,1
has hrs,has vbz hrs nn,VBZ NN,<VBZ><NN>,1
has interchangeable,has vbz interchangeable jj,VBZ JJ,<VBZ><JJ>,1
has lifting,has vbz lifting nn,VBZ NN,<VBZ><NN>,1
has little,has vbz little jj,VBZ JJ,<VBZ><JJ>,1
has minimal,has vbz minimal nn,VBZ NN,<VBZ><NN>,1
has multiple,has vbz multiple nn,VBZ NN,<VBZ><NN>,1
has normal,has vbz normal jj,VBZ JJ,<VBZ><JJ>,1
has padeyes,has vbz padeyes nns,VBZ NNS,<VBZ><NNS>,1
has performed,has vbz performed vbn,VBZ VBN,<VBZ><VBN>,1
has poor,has vbz poor jj,VBZ JJ,<VBZ><JJ>,1
has reported,has vbz reported vbn,VBZ VBN,<VBZ><VBN>,1
has sealed,has vbz sealed vbn,VBZ VBN,<VBZ><VBN>,1
has selaed,has vbz selaed nn,VBZ NN,<VBZ><NN>,1
has tested,has vbz tested vbn,VBZ VBN,<VBZ><VBN>,1
has updated,has vbz updated vbn,VBZ VBN,<VBZ><VBN>,1
have attached,have vb attached vbn,VB VBN,<VB><VBN>,1
have been,have vbp been vbn,VBP VBN,<VBP><VBN>,1
have blower,have vb blower nn,VB NN,<VB><NN>,1
have checked,have vb checked vbn,VB VBN,<VB><VBN>,1
have come,have vbp come vbn,VBP VBN,<VBP><VBN>,1
have commissioned,have vbp commissioned vbn,VBP VBN,<VBP><VBN>,1
have complete,have vb complete jj,VB JJ,<VB><JJ>,1
have disconnected,have vbp disconnected vbn,VBP VBN,<VBP><VBN>,1
have discussed,have vbp discussed vbn,VBP VBN,<VBP><VBN>,1
have done,have vb done vbn,VB VBN,<VB><VBN>,1
have good,have vb good jj,VB JJ,<VB><JJ>,1
have grease,have vb grease nn,VB NN,<VB><NN>,1
have identified,have vb identified vbn,VB VBN,<VB><VBN>,1
have left,have vb left vbn,VB VBN,<VB><VBN>,1
have lowered,have vb lowered vbn,VB VBN,<VB><VBN>,1
have marked,have vb marked vbn,VB VBN,<VB><VBN>,1
have new,have vb new jj,VB JJ,<VB><JJ>,1
have nitrogen,have vb nitrogen nn,VB NN,<VB><NN>,1
have plenty,have vb plenty nn,VB NN,<VB><NN>,1
have ran,have vb ran nn,VB NN,<VB><NN>,1
have removed,have vbp removed vbn,VBP VBN,<VBP><VBN>,1
have sealed,have vb sealed vbn,VB VBN,<VB><VBN>,1
have shipped,have vb shipped vbn,VB VBN,<VB><VBN>,1
have tried,have vb tried vbn,VB VBN,<VB><VBN>,1
have verified,have vb verified vbn,VB VBN,<VB><VBN>,1
having,having vbg,VBG,<VBG>,1
haz,haz nn,NN,<NN>,1
haza,haza nn,NN,<NN>,1
hazardous,hazardous jj,JJ,<JJ>,1
head was,head nn was vbd,NN VBD,<NN><VBD>,1
heads are,heads nns are vbp,NNS VBP,<NNS><VBP>,1
heard,heard nn,NN,<NN>,1
heat noted,heat nn noted vbd,NN VBD,<NN><VBD>,1
heat shrinked,heat nn shrinked vbd,NN VBD,<NN><VBD>,1
heater ampchecked,heater nn ampchecked vbd,NN VBD,<NN><VBD>,1
heater fitted,heater nn fitted vbd,NN VBD,<NN><VBD>,1
heater found,heater nn found vbd,NN VBD,<NN><VBD>,1
heater got,heater nn got vbd,NN VBD,<NN><VBD>,1
heater had,heater nn had vbd,NN VBD,<NN><VBD>,1
heater on motor,heater nn on in_pos motor nn,NN IN NN,<NN><IN><NN>,1
heater used,heater nn used vbn,NN VBN,<NN><VBN>,1
heater was,heater nn was vbd,NN VBD,<NN><VBD>,1
heaters amp,heaters nns amp vbp,NNS VBP,<NNS><VBP>,1
heaters appear,heaters nns appear vbp,NNS VBP,<NNS><VBP>,1
heaters are,heaters nns are vbp,NNS VBP,<NNS><VBP>,1
heaters carried,heaters nns carried vbd,NNS VBD,<NNS><VBD>,1
heaters closed,heaters nns closed vbd,NNS VBD,<NNS><VBD>,1
heaters common,heaters nns common jj,NNS JJ,<NNS><JJ>,1
heaters confirmed,heaters nns confirmed vbd,NNS VBD,<NNS><VBD>,1
heaters current,heaters nns current jj,NNS JJ,<NNS><JJ>,1
heaters defective,heaters nns defective vbp,NNS VBP,<NNS><VBP>,1
heaters found,heaters nns found vbd,NNS VBD,<NNS><VBD>,1
heaters were,heaters nns were vbd,NNS VBD,<NNS><VBD>,1
heating,heating nn,NN,<NN>,1
here idepartmentselectricalnovmud,here rb idepartmentselectricalnovmud nn,RB NN,<RB><NN>,1
hex,hex nn,NN,<NN>,1
hidden,hidden nn,NN,<NN>,1
high,high jj,JJ,<JJ>,1
highlighted,highlighted vbn,VBN,<VBN>,1
history to make,history nn to to_pos make vb,NN TO VB,<NN><TO><VB>,1
hits winding,hits nns winding vbg,NNS VBG,<NNS><VBG>,1
hole,hole nn,NN,<NN>,1
holes were,holes nns were vbd,NNS VBD,<NNS><VBD>,1
hong,hong nn,NN,<NN>,1
hooked,hooked nns,NNS,<NNS>,1
hooks are,hooks nns are vbp,NNS VBP,<NNS><VBP>,1
hose,hose nn,NN,<NN>,1
hoses are,hoses nns are vbp,NNS VBP,<NNS><VBP>,1
hoses enclosurs,hoses nns enclosurs vbp,NNS VBP,<NNS><VBP>,1
hoses look,hoses nns look vbp,NNS VBP,<NNS><VBP>,1
hoses noted,hoses nns noted vbd,NNS VBD,<NNS><VBD>,1
hoses ok,hoses nns ok vbp,NNS VBP,<NNS><VBP>,1
hot,hot jj,JJ,<JJ>,1
hours last,hours nns last jj,NNS JJ,<NNS><JJ>,1
housekeeping,housekeeping vbg,VBG,<VBG>,1
hqsopstibdwks correct,hqsopstibdwks nns correct vbp,NNS VBP,<NNS><VBP>,1
hqsopstibdwks visualized,hqsopstibdwks nns visualized vbd,NNS VBD,<NNS><VBD>,1
hqsopstibmtr,hqsopstibmtr nn,NN,<NN>,1
hs did,hs nn did vbd,NN VBD,<NN><VBD>,1
hydraulic,hydraulic nn,NN,<NN>,1
i,i nn,NN,<NN>,1
i attached,i nn attached vbd,NN VBD,<NN><VBD>,1
i have,i nns have vbp,NNS VBP,<NNS><VBP>,1
i moved,i nn moved vbd,NN VBD,<NN><VBD>,1
i ready,i nns ready vbp,NNS VBP,<NNS><VBP>,1
ibop,ibop nn,NN,<NN>,1
ibop closed,ibop nn closed vbd,NN VBD,<NN><VBD>,1
ics marcelo,ics nns marcelo vbp,NNS VBP,<NNS><VBP>,1
id,id nn,NN,<NN>,1
id in place,id nn in in_pos place nn,NN IN NN,<NN><IN><NN>,1
id tags,id nn tags nns,NN NNS,<NN><NNS>,1
id was,id nn was vbd,NN VBD,<NN><VBD>,1
identical,identical jj,JJ,<JJ>,1
identified,identified vbn,VBN,<VBN>,1
idle,idle jj,JJ,<JJ>,1
ids are,ids nns are vbp,NNS VBP,<NNS><VBP>,1
if accessible,if in_pos accessible jj,IN JJ,<IN><JJ>,1
if applicable,if in_pos applicable jj,IN JJ,<IN><JJ>,1
if drilling,if in_pos drilling nn,IN NN,<IN><NN>,1
if visual,if in_pos visual jj,IN JJ,<IN><JJ>,1
imaging to verify,imaging vbg to to_pos verify vb,VBG TO VB,<VBG><TO><VB>,1
impeller blades inspection,impeller nn blades nns inspection nn,NN NNS NN,<NN><NNS><NN>,1
impeller cleaned,impeller nn cleaned vbd,NN VBD,<NN><VBD>,1
impeller noted,impeller nn noted vbd,NN VBD,<NN><VBD>,1
impeller on board,impeller nn on in_pos board nn,NN IN NN,<NN><IN><NN>,1
impeller repaired,impeller nn repaired vbd,NN VBD,<NN><VBD>,1
impellers impeller,impellers nns impeller vbp,NNS VBP,<NNS><VBP>,1
impellor,impellor nn,NN,<NN>,1
impellors were,impellors nns were vbd,NNS VBD,<NNS><VBD>,1
important,important jj,JJ,<JJ>,1
in abnormal,in in_pos abnormal jj,IN JJ,<IN><JJ>,1
in acceptable,in in_pos acceptable jj,IN JJ,<IN><JJ>,1
in accetable,in in_pos accetable jj,IN JJ,<IN><JJ>,1
in accordance,in in_pos accordance nn,IN NN,<IN><NN>,1
in aceeptable,in in_pos aceeptable jj,IN JJ,<IN><JJ>,1
in adequate,in in_pos adequate nn,IN NN,<IN><NN>,1
in advance,in in_pos advance nn,IN NN,<IN><NN>,1
in agreement,in in_pos agreement nn,IN NN,<IN><NN>,1
in air,in in_pos air nn,IN NN,<IN><NN>,1
in attachment,in in_pos attachment nn,IN NN,<IN><NN>,1
in ballast,in in_pos ballast nn,IN NN,<IN><NN>,1
in by weston,in in_pos by in_pos weston nn,IN IN NN,<IN><IN><NN>,1
in c,in in_pos c nn,IN NN,<IN><NN>,1
in center,in in_pos center nn,IN NN,<IN><NN>,1
in check,in in_pos check nn,IN NN,<IN><NN>,1
in circuit,in in_pos circuit nn,IN NN,<IN><NN>,1
in comparison,in in_pos comparison nn,IN NN,<IN><NN>,1
in condition,in in_pos condition nn,IN NN,<IN><NN>,1
in conjunction,in in_pos conjunction nn,IN NN,<IN><NN>,1
in coordination,in in_pos coordination nn,IN NN,<IN><NN>,1
in correct,in in_pos correct nn,IN NN,<IN><NN>,1
in cover,in in_pos cover nn,IN NN,<IN><NN>,1
in cyberbase,in in_pos cyberbase nn,IN NN,<IN><NN>,1
in cyprinia,in in_pos cyprinia nn,IN NN,<IN><NN>,1
in date,in in_pos date nn,IN NN,<IN><NN>,1
in dci,in in_pos dci nn,IN NN,<IN><NN>,1
in deg,in in_pos deg nn,IN NN,<IN><NN>,1
in drive,in in_pos drive nn,IN NN,<IN><NN>,1
in early,in in_pos early jj,IN JJ,<IN><JJ>,1
in eltech,in in_pos eltech nn,IN NN,<IN><NN>,1
in end,in in_pos end nn,IN NN,<IN><NN>,1
in error,in in_pos error nn,IN NN,<IN><NN>,1
in fan,in in_pos fan nn,IN NN,<IN><NN>,1
in feb,in in_pos feb nn,IN NN,<IN><NN>,1
in for analysis,in in_pos for in_pos analysis nn,IN IN NN,<IN><IN><NN>,1
in for repair,in in_pos for in_pos repair nn,IN IN NN,<IN><IN><NN>,1
in gathering,in in_pos gathering nn,IN NN,<IN><NN>,1
in gland,in in_pos gland nn,IN NN,<IN><NN>,1
in god,in in_pos god nn,IN NN,<IN><NN>,1
in good,in in_pos good jj,IN JJ,<IN><JJ>,1
in hazardous,in in_pos hazardous jj,IN JJ,<IN><JJ>,1
in housing,in in_pos housing nn,IN NN,<IN><NN>,1
in ielectrical,in in_pos ielectrical jj,IN JJ,<IN><JJ>,1
in inspection,in in_pos inspection nn,IN NN,<IN><NN>,1
in jb,in in_pos jb nn,IN NN,<IN><NN>,1
in jbs,in in_pos jbs nn,IN NN,<IN><NN>,1
in job,in in_pos job nn,IN NN,<IN><NN>,1
in junction,in in_pos junction nn,IN NN,<IN><NN>,1
in light,in in_pos light nn,IN NN,<IN><NN>,1
in like,in in_pos like in_pos,IN IN,<IN><IN>,1
in local,in in_pos local jj,IN JJ,<IN><JJ>,1
in loose,in in_pos loose jj,IN JJ,<IN><JJ>,1
in maintenance,in in_pos maintenance nn,IN NN,<IN><NN>,1
in march,in in_pos march nn,IN NN,<IN><NN>,1
in mind,in in_pos mind nn,IN NN,<IN><NN>,1
in motor,in in_pos motor nn,IN NN,<IN><NN>,1
in mp,in in_pos mp nn,IN NN,<IN><NN>,1
in mpa,in in_pos mpa nn,IN NN,<IN><NN>,1
in mudpump,in in_pos mudpump nn,IN NN,<IN><NN>,1
in need,in in_pos need nn,IN NN,<IN><NN>,1
in next,in in_pos next jj,IN JJ,<IN><JJ>,1
in non,in in_pos non nn,IN NN,<IN><NN>,1
in none,in in_pos none nn,IN NN,<IN><NN>,1
in normal,in in_pos normal jj,IN JJ,<IN><JJ>,1
in operation,in in_pos operation nn,IN NN,<IN><NN>,1
in operational,in in_pos operational jj,IN JJ,<IN><JJ>,1
in order,in in_pos order nn,IN NN,<IN><NN>,1
in other,in in_pos other jj,IN JJ,<IN><JJ>,1
in overlal,in in_pos overlal nn,IN NN,<IN><NN>,1
in perfect,in in_pos perfect nn,IN NN,<IN><NN>,1
in place,in in_pos place nn,IN NN,<IN><NN>,1
in placeensured,in in_pos placeensured jj,IN JJ,<IN><JJ>,1
in poor,in in_pos poor jj,IN JJ,<IN><JJ>,1
in previous,in in_pos previous jj,IN JJ,<IN><JJ>,1
in proper,in in_pos proper jj,IN JJ,<IN><JJ>,1
in pump,in in_pos pump nn,IN NN,<IN><NN>,1
in question,in in_pos question nn,IN NN,<IN><NN>,1
in remote,in in_pos remote nn,IN NN,<IN><NN>,1
in report,in in_pos report nn,IN NN,<IN><NN>,1
in safe,in in_pos safe jj,IN JJ,<IN><JJ>,1
in satisfactory,in in_pos satisfactory nn,IN NN,<IN><NN>,1
in satisfatory,in in_pos satisfatory nn,IN NN,<IN><NN>,1
