phrases,tagged_phrases,Tags,indicator_valid_eng_phrase
deficiencies,deficiencies nns,NNS,1
deficiencies are,deficiencies nns are vbp,NNS VBP,1
deficiency,deficiency nn,NN,1
defined,defined vbn,VBN,1
defined pipe,defined vbn pipe nn,VBN NN,1
definitely,definitely rb,RB,1
deflection,deflection nn,NN,1
deflections,deflections nns,NNS,1
deflector,deflector nn,NN,1
deflectors are,deflectors nns are vbp,NNS VBP,1
deformation,deformation nn,NN,1
deformations,deformations nns,NNS,1
deformed,deformed vbn,VBN,1
deformed during,deformed vbn during in_pos,VBN IN,1
deformities,deformities nns,NNS,1
deg,deg nn,NN,1
deg c,deg nn c nn,NN NN,1
degradation,degradation nn,NN,1
degrade,degrade nn,NN,1
degraded,degraded vbn,VBN,1
degraded due,degraded vbn due jj,VBN JJ,1
degraded from,degraded vbn from in_pos,VBN IN,1
degrading,degrading vbg,VBG,1
degrease,degrease nn,NN,1
degree,degree nn,NN,1
degree f,degree nn f nn,NN NN,1
degrees,degrees nns,NNS,1
degrees c,degrees nns c vbp,NNS VBP,1
degrees f,degrees nns f vbp,NNS VBP,1
degrees heat,degrees nns heat nn,NNS NN,1
degrees temperature,degrees nns temperature nn,NNS NN,1
deionized,deionized vbn,VBN,1
delay,delay nn,NN,1
delayed,delayed nns,NNS,1
delayed by,delayed vbn by in_pos,VBN IN,1
delayed function,delayed vbn function nn,VBN NN,1
delays,delays nns,NNS,1
delete,delete nn,NN,1
deleted,deleted vbn,VBN,1
deleted from,deleted vbn from in_pos,VBN IN,1
deleted temp,deleted vbn temp nn,VBN NN,1
deleting,deleting vbg,VBG,1
delivered,delivered vbn,VBN,1
delivered by,delivered vbn by in_pos,VBN IN,1
delivering,delivering vbg,VBG,1
delivers,delivers nns,NNS,1
delivery,delivery nn,NN,1
demand,demand nn,NN,1
demister,demister nn,NN,1
demob,demob nn,NN,1
demobbed from,demobbed nn from in_pos,NN IN,1
demobilization,demobilization nn,NN,1
demobilizing,demobilizing vbg,VBG,1
denied,denied vbd,VBD,1
denied by,denied vbn by in_pos,VBN IN,1
density,density nn,NN,1
dents,dents nns,NNS,1
departed,departed vbn,VBN,1
departing,departing vbg,VBG,1
department,department nn,NN,1
department in different pm,department nn in in_pos different jj pm nn,NN IN JJ NN,1
department in separated pm,department nn in in_pos separated jj pm nn,NN IN JJ NN,1
department on regular basis,department nn on in_pos regular jj basis nn,NN IN JJ NN,1
departments,departments nns,NNS,1
departure,departure nn,NN,1
dependability,dependability nn,NN,1
dependent,dependent nn,NN,1
depending,depending vbg,VBG,1
depicted in,depicted vbn in in_pos,VBN IN,1
depleted,depleted vbn,VBN,1
depleted crown,depleted vbn crown nn,VBN NN,1
depleted for,depleted vbn for in_pos,VBN IN,1
deploy,deploy nn,NN,1
deployed,deployed nn,NN,1
deployed attempt,deployed vbn attempt nn,VBN NN,1
deployed in,deployed vbn in in_pos,VBN IN,1
deployed luffing,deployed vbn luffing nn,VBN NN,1
deployed pipe,deployed vbn pipe nn,VBN NN,1
deployed with,deployed vbn with in_pos,VBN IN,1
deploying,deploying vbg,VBG,1
deployment,deployment nn,NN,1
deposit,deposit nn,NN,1
deposits,deposits nns,NNS,1
deposits minor,deposits nns minor vbp,NNS VBP,1
depressed then,depressed vbn then rb,VBN RB,1
depresses,depresses nns,NNS,1
depressurize,depressurize vb,VB,1
dept,dept nn,NN,1
depth,depth nn,NN,1
derrick,derrick nn,NN,1
desc,desc nn,NN,1
descend,descend nn,NN,1
descent,descent nn,NN,1
descent of main arm,descent nn of in_pos main jj arm nn,NN IN JJ NN,1
described,described nn,NN,1
described bellow,described vbn bellow nn,VBN NN,1
described by,described vbn by in_pos,VBN IN,1
described in,described vbn in in_pos,VBN IN,1
described on,described vbn on in_pos,VBN IN,1
described with,described vbn with in_pos,VBN IN,1
describes,describes nns,NNS,1
description,description nn,NN,1
descriptions,descriptions nns,NNS,1
deselect,deselect nn,NN,1
deselected,deselected vbn,VBN,1
deselected due,deselected vbn due jj,VBN JJ,1
deselected in,deselected vbn in in_pos,VBN IN,1
deselecting,deselecting vbg,VBG,1
deselects,deselects nns,NNS,1
desiccant,desiccant nn,NN,1
desiccant at,desiccant nn at in_pos,NN IN,1
desiccate,desiccate nn,NN,1
design,design nn,NN,1
designated,designated vbn,VBN,1
designated tank,designated vbn tank nn,VBN NN,1
designated work,designated vbn work nn,VBN NN,1
designed,designed vbn,VBN,1
designed aa,designed vbn aa nn,VBN NN,1
designed as,designed vbn as in_pos,VBN IN,1
designed at,designed vbn at in_pos,VBN IN,1
designed aux,designed vbn aux nns,VBN NNS,1
designed between,designed vbn between in_pos,VBN IN,1
designed checked,designed vbn checked vbd,VBN VBD,1
designed currently,designed vbn currently rb,VBN RB,1
designed deploy,designed vbn deploy nn,VBN NN,1
designed dolly,designed vbn dolly rb,VBN RB,1
designed during,designed vbn during in_pos,VBN IN,1
designed efficiency,designed vbn efficiency nn,VBN NN,1
designed except,designed vbn except in_pos,VBN IN,1
designed for,designed vbn for in_pos,VBN IN,1
designed from,designed vbn from in_pos,VBN IN,1
designed guide,designed vbn guide nn,VBN NN,1
designed heat,designed vbn heat nn,VBN NN,1
designed inspected,designed vbn inspected vbd,VBN VBD,1
designed instrument,designed vbn instrument nn,VBN NN,1
designed lube,designed vbn lube nn,VBN NN,1
designed n,designed vbn n nns,VBN NNS,1
designed note,designed vbn note nn,VBN NN,1
designed on,designed vbn on in_pos,VBN IN,1
designed open,designed vbn open jj,VBN JJ,1
designed per,designed vbn per in_pos,VBN IN,1
designed pipe,designed vbn pipe nn,VBN NN,1
designed pm,designed vbn pm nn,VBN NN,1
designed rotate,designed vbn rotate nn,VBN NN,1
designed rpm,designed vbn rpm nn,VBN NN,1
designed system,designed vbn system nn,VBN NN,1
designed then,designed vbn then rb,VBN RB,1
designed to cover numerous,designed vbn to to_pos cover vb numerous jj,VBN TO VB JJ,1
designed top,designed vbn top jj,VBN JJ,1
designed torque,designed vbn torque nn,VBN NN,1
designed travel,designed vbn travel nn,VBN NN,1
designed under,designed vbn under in_pos,VBN IN,1
designed while,designed vbn while in_pos,VBN IN,1
designed with,designed vbn with in_pos,VBN IN,1
designed without,designed vbn without in_pos,VBN IN,1
desirable,desirable jj,JJ,1
desired,desired vbn,VBN,1
desired torque,desired vbn torque nn,VBN NN,1
desk,desk nn,NN,1
desktop,desktop nn,NN,1
desktops,desktops nns,NNS,1
desolated,desolated vbn,VBN,1
destination,destination nn,NN,1
destroying,destroying vbg,VBG,1
destructive,destructive nn,NN,1
detail,detail nn,NN,1
detailed,detailed jj,JJ,1
detailed in,detailed vbn in in_pos,VBN IN,1
detailed on,detailed vbn on in_pos,VBN IN,1
detailed work,detailed jj work nn,JJ NN,1
detailing,detailing vbg,VBG,1
details,details nns,NNS,1
details are,details nns are vbp,NNS VBP,1
details asap,details nns asap vbp,NNS VBP,1
details l,details nns l nn,NNS NN,1
details model,details nns model nn,NNS NN,1
detect,detect nn,NN,1
detect breakdown,detect jj breakdown nn,JJ NN,1
detected,detected vbn,VBN,1
detected at,detected vbn at in_pos,VBN IN,1
detected between,detected vbn between in_pos,VBN IN,1
detected by,detected vbn by in_pos,VBN IN,1
detected corrosion,detected vbn corrosion nn,VBN NN,1
detected during,detected vbn during in_pos,VBN IN,1
detected failure,detected vbn failure nn,VBN NN,1
detected for,detected vbn for in_pos,VBN IN,1
detected from,detected vbn from in_pos,VBN IN,1
detected in,detected vbn in in_pos,VBN IN,1
detected indication,detected vbn indication nn,VBN NN,1
detected inspected,detected vbn inspected vbd,VBN VBD,1
detected on,detected vbn on in_pos,VBN IN,1
detected repair,detected vbn repair nn,VBN NN,1
detected rpm,detected vbn rpm nn,VBN NN,1
detected small,detected vbn small jj,VBN JJ,1
detected wear,detected vbn wear nn,VBN NN,1
detected while,detected vbn while in_pos,VBN IN,1
detected with,detected vbn with in_pos,VBN IN,1
detecting,detecting vbg,VBG,1
detection,detection nn,NN,1
detector,detector nn,NN,1
detector in good condition,detector nn in in_pos good jj condition nn,NN IN JJ NN,1
detectors,detectors nns,NNS,1
detectors are,detectors nns are vbp,NNS VBP,1
detects,detects nns,NNS,1
detent,detent nn,NN,1
deter,deter nn,NN,1
deteriorated,deteriorated vbn,VBN,1
deteriorated due,deteriorated vbn due jj,VBN JJ,1
deteriorated hose,deteriorated vbn hose nn,VBN NN,1
deteriorated noticeably,deteriorated vbn noticeably rb,VBN RB,1
deteriorating,deteriorating vbg,VBG,1
deterioration,deterioration nn,NN,1
deterioration on outer sheath,deterioration nn on in_pos outer nn sheath nn,NN IN NN NN,1
determination,determination nn,NN,1
determine,determine nn,NN,1
determined,determined vbn,VBN,1
determined by,determined vbn by in_pos,VBN IN,1
determined that,determined vbd that in_pos,VBD IN,1
determines,determines nns,NNS,1
determines pressure,determines nns pressure nn,NNS NN,1
determining,determining vbg,VBG,1
detrimental,detrimental nn,NN,1
develop,develop vb,VB,1
developed,developed nn,NN,1
developed crack,developed vbn crack nn,VBN NN,1
developed on,developed vbn on in_pos,VBN IN,1
developing,developing vbg,VBG,1
development,development nn,NN,1
deviated,deviated vbn,VBN,1
deviated from,deviated vbn from in_pos,VBN IN,1
deviation,deviation nn,NN,1
deviations,deviations nns,NNS,1
device,device nn,NN,1
device for main i,device nn for in_pos main jj i nn,NN IN JJ NN,1
device in good condition,device nn in in_pos good jj condition nn,NN IN JJ NN,1
device need,device nn need nn,NN NN,1
devices,devices nns,NNS,1
devices are,devices nns are vbp,NNS VBP,1
devices look,devices nns look vbp,NNS VBP,1
devices work,devices nns work vbp,NNS VBP,1
di,di nn,NN,1
diadem,diadem nn,NN,1
diagnostic,diagnostic jj,JJ,1
diagnostics buffer,diagnostics nns buffer vbp,NNS VBP,1
diagram,diagram nn,NN,1
diagrams,diagrams nns,NNS,1
dial,dial nn,NN,1
dials are,dials nns are vbp,NNS VBP,1
diameter,diameter nn,NN,1
diameters,diameters nns,NNS,1
diaphragm,diaphragm nn,NN,1
dictate,dictate nn,NN,1
dictated,dictated vbn,VBN,1
dictated by,dictated vbn by in_pos,VBN IN,1
dictated that,dictated vbn that in_pos,VBN IN,1
dictates,dictates nns,NNS,1
did,did vbd,VBD,1
did after,did vbd after in_pos,VBD IN,1
did by,did vbd by in_pos,VBD IN,1
did condition,did vbd condition nn,VBD NN,1
did drop,did vbd drop nn,VBD NN,1
did function,did vbd function nn,VBD NN,1
did inspection,did vbd inspection nn,VBD NN,1
did note,did vbd note nn,VBD NN,1
did notice,did vbd notice nn,VBD NN,1
did on,did vbd on in_pos,VBD IN,1
did reactivation,did vbd reactivation nn,VBD NN,1
did something,did vbd something nn,VBD NN,1
did that,did vbd that in_pos,VBD IN,1
did with,did vbd with in_pos,VBD IN,1
die,die nn,NN,1
die in pipe handler,die nn in in_pos pipe jj handler nn,NN IN JJ NN,1
dies,dies nns,NNS,1
dies aft,dies nns aft vbp,NNS VBP,1
dies appear,dies nns appear vbp,NNS VBP,1
dies are,dies nns are vbp,NNS VBP,1
dies breakdown,dies nns breakdown vbp,NNS VBP,1
dies change,dies nns change vbp,NNS VBP,1
dies check,dies nns check vbp,NNS VBP,1
dies counter,dies nns counter vbp,NNS VBP,1
dies curvature,dies nns curvature nn,NNS NN,1
dies etc,dies nns etc vbp,NNS VBP,1
dies free,dies nns free vbp,NNS VBP,1
dies have,dies nns have vbp,NNS VBP,1
dies holder,dies nns holder nn,NNS NN,1
dies look,dies nns look vbp,NNS VBP,1
dies need,dies nns need vbp,NNS VBP,1
dies out,dies nns out rp,NNS RP,1
dies ref,dies nns ref vbp,NNS VBP,1
diff,diff nn,NN,1
differ,differ nn,NN,1
differed,differed vbn,VBN,1
difference,difference nn,NN,1
difference of psi grip,difference nn of in_pos psi nn grip nn,NN IN NN NN,1
differences,differences nns,NNS,1
different,different jj,JJ,1
differentia,differentia nn,NN,1
differential,differential nn,NN,1
differential across lube oil,differential jj across in_pos lube jj oil nn,JJ IN JJ NN,1
differential with cold oil,differential nn with in_pos cold jj oil nn,NN IN JJ NN,1
differentials,differentials nns,NNS,1
differentials appear,differentials nns appear vbp,NNS VBP,1
differently,differently rb,RB,1
differing,differing vbg,VBG,1
difficult,difficult jj,JJ,1
difficulties,difficulties nns,NNS,1
difficulty,difficulty nn,NN,1
diffusers,diffusers nns,NNS,1
diffuses,diffuses nns,NNS,1
dig,dig nn,NN,1
digged,digged vbn,VBN,1
digital,digital nn,NN,1
diligence,diligence nn,NN,1
dill,dill nn,NN,1
dimension,dimension nn,NN,1
dimensional,dimensional nn,NN,1
dimensions,dimensions nns,NNS,1
dimensions are,dimensions nns are vbp,NNS VBP,1
dimly,dimly nn,NN,1
din,din nn,NN,1
ding,ding vbg,VBG,1
diodes,diodes nns,NNS,1
dip,dip nn,NN,1
dipstick,dipstick nn,NN,1
direct,direct jj,JJ,1
directed,directed vbn,VBN,1
directed by,directed vbn by in_pos,VBN IN,1
directed in,directed vbn in in_pos,VBN IN,1
directed order,directed vbn order nn,VBN NN,1
directed rpm,directed vbn rpm nn,VBN NN,1
direction,direction nn,NN,1
direction at full speed,direction nn at in_pos full jj speed nn,NN IN JJ NN,1
directional,directional nn,NN,1
directions,directions nns,NNS,1
directive,directive nn,NN,1
directly,directly rb,RB,1
director,director nn,NN,1
directors row,directors nns row vbp,NNS VBP,1
dirt,dirt nn,NN,1
dirt from top air,dirt nn from in_pos top jj air nn,NN IN JJ NN,1
dirty,dirty nn,NN,1
dirty with,dirty nn with in_pos,NN IN,1
dirtying,dirtying vbg,VBG,1
dis,dis nn,NN,1
disable,disable jj,JJ,1
disabled,disabled jj,JJ,1
disabled alarm,disabled jj alarm nn,JJ NN,1
disabled due,disabled nns due jj,NNS JJ,1
disabled for,disabled vbn for in_pos,VBN IN,1
disabled until,disabled vbn until in_pos,VBN IN,1
disabling,disabling vbg,VBG,1
disappeared,disappeared vbd,VBD,1
disassemble,disassemble jj,JJ,1
disassembled,disassembled vbn,VBN,1
disassembled at,disassembled vbn at in_pos,VBN IN,1
disassembled awaiting,disassembled vbn awaiting nn,VBN NN,1
disassembled clamp,disassembled vbn clamp nn,VBN NN,1
disassembled cylinder,disassembled vbn cylinder nn,VBN NN,1
disassembled due,disassembled vbn due jj,VBN JJ,1
disassembled for,disassembled vbn for in_pos,VBN IN,1
disassembled in,disassembled vbn in in_pos,VBN IN,1
disassembled top,disassembled vbn top nn,VBN NN,1
disassembled valve,disassembled vbn valve nn,VBN NN,1
disassembling,disassembling vbg,VBG,1
disassembly,disassembly rb,RB,1
disc,disc nn,NN,1
disc are,disc nns are vbp,NNS VBP,1
disc brake,disc nns brake vbp,NNS VBP,1
disc checked,disc nn checked vbd,NN VBD,1
disc for new style,disc nn for in_pos new jj style nn,NN IN JJ NN,1
disc have,disc nns have vbp,NNS VBP,1
disc run,disc nns run vbp,NNS VBP,1
discard,discard nn,NN,1
discarded,discarded vbd,VBD,1
discarded due,discarded vbn due jj,VBN JJ,1
discharge,discharge nn,NN,1
discharged,discharged vbn,VBN,1
disclaimer,disclaimer nn,NN,1
disclosure,disclosure nn,NN,1
discoloration,discoloration nn,NN,1
disconnect,disconnect nn,NN,1
disconnected,disconnected vbn,VBN,1
disconnected ac,disconnected vbn ac nn,VBN NN,1
disconnected as,disconnected vbn as in_pos,VBN IN,1
disconnected at,disconnected vbn at in_pos,VBN IN,1
disconnected cable,disconnected vbn cable nn,VBN NN,1
disconnected cylinder,disconnected vbn cylinder nn,VBN NN,1
disconnected during,disconnected vbn during in_pos,VBN IN,1
disconnected earth,disconnected vbn earth nn,VBN NN,1
disconnected for,disconnected vbn for in_pos,VBN IN,1
disconnected from,disconnected vbn from in_pos,VBN IN,1
disconnected good,disconnected vbn good jj,VBN JJ,1
disconnected handle,disconnected vbn handle nn,VBN NN,1
disconnected hose,disconnected vbn hose nn,VBN NN,1
disconnected hydraulic,disconnected vbn hydraulic jj,VBN JJ,1
disconnected i,disconnected vbn i nn,VBN NN,1
disconnected inside,disconnected vbn inside in_pos,VBN IN,1
disconnected line,disconnected vbn line nn,VBN NN,1
disconnected make,disconnected vbn make nn,VBN NN,1
disconnected motor,disconnected vbn motor nn,VBN NN,1
disconnected prox,disconnected vbn prox nn,VBN NN,1
disconnected riser,disconnected vbn riser nn,VBN NN,1
disconnected supply,disconnected vbn supply nn,VBN NN,1
disconnected xv,disconnected vbn xv nn,VBN NN,1
disconnecting,disconnecting vbg,VBG,1
disconnection,disconnection nn,NN,1
disconnects,disconnects nns,NNS,1
disconnects appear,disconnects nns appear vbp,NNS VBP,1
disconnects are,disconnects nns are vbp,NNS VBP,1
discover,discover nn,NN,1
discovered,discovered vbn,VBN,1
discovered at,discovered vbn at in_pos,VBN IN,1
discovered by,discovered vbn by in_pos,VBN IN,1
discovered corrosion,discovered vbn corrosion nn,VBN NN,1
discovered during,discovered vbn during in_pos,VBN IN,1
discovered hydraulic,discovered vbn hydraulic jj,VBN JJ,1
discovered in,discovered vbn in in_pos,VBN IN,1
discovered that,discovered vbn that in_pos,VBN IN,1
discovered with,discovered vbn with in_pos,VBN IN,1
discoverer,discoverer nn,NN,1
discrepancies,discrepancies nns,NNS,1
discrepancies block,discrepancies nns block vbp,NNS VBP,1
discrepancies see,discrepancies nns see vbp,NNS VBP,1
discrepancy,discrepancy nn,NN,1
discretion,discretion nn,NN,1
discs,discs nn,NN,1
discs are,discs nns are vbp,NNS VBP,1
discs have,discs nns have vbp,NNS VBP,1
discs with vinegar repeat,discs nn with in_pos vinegar nn repeat nn,NN IN NN NN,1
discuss,discuss nn,NN,1
discussed,discussed vbn,VBN,1
discussed at,discussed vbn at in_pos,VBN IN,1
discussed between,discussed vbn between in_pos,VBN IN,1
discussed by,discussed vbn by in_pos,VBN IN,1
discussed in,discussed vbn in in_pos,VBN IN,1
discussed isolation,discussed vbn isolation nn,VBN NN,1
discussed mud,discussed vbn mud nn,VBN NN,1
discussed with,discussed vbn with in_pos,VBN IN,1
discussing,discussing vbg,VBG,1
discussion,discussion nn,NN,1
discussions,discussions nns,NNS,1
disembark,disembark nn,NN,1
disengaging,disengaging vbg,VBG,1
disintegrated,disintegrated vbn,VBN,1
disjointed,disjointed vbn,VBN,1
disk,disk nn,NN,1
disks,disks nns,NNS,1
dislodged,dislodged vbn,VBN,1
dislodged from,dislodged vbn from in_pos,VBN IN,1
dismantle,dismantle nn,NN,1
dismantled,dismantled vbn,VBN,1
dismantled for,dismantled vbn for in_pos,VBN IN,1
dismantled mud,dismantled vbn mud nn,VBN NN,1
dismantling,dismantling vbg,VBG,1
dispatched,dispatched vbn,VBN,1
dispensed with,dispensed vbn with in_pos,VBN IN,1
dispersant,dispersant nn,NN,1
displacement,displacement nn,NN,1
displacements,displacements nns,NNS,1
displaces,displaces nns,NNS,1
displacing,displacing vbg,VBG,1
display,display nn,NN,1
display on remote station,display nn on in_pos remote jj station nn,NN IN JJ NN,1
displayed,displayed nn,NN,1
displayed carriage,displayed vbn carriage nn,VBN NN,1
displayed correctly,displayed vbn correctly rb,VBN RB,1
displayed from,displayed vbn from in_pos,VBN IN,1
displayed in,displayed vbn in in_pos,VBN IN,1
displayed mud,displayed vbn mud nn,VBN NN,1
displayed psi,displayed vbn psi nn,VBN NN,1
displayed with,displayed vbn with in_pos,VBN IN,1
displaying,displaying vbg,VBG,1
displays,displays nns,NNS,1
displays are,displays nns are vbp,NNS VBP,1
displays correct,displays nns correct vbp,NNS VBP,1
displays recorders,displays nns recorders nns,NNS NNS,1
dispose,dispose nn,NN,1
disposed of,disposed vbn of in_pos,VBN IN,1
disregard,disregard nn,NN,1
dissect,dissect nn,NN,1
dissemble,dissemble jj,JJ,1
dissemination,dissemination nn,NN,1
dist,dist nn,NN,1
