phrases,tagged_phrases,Tags,POS_TAGS_OF_PHRASE
frame from thruster,frame nn from in_pos thruster nn,NN IN NN,<NN><IN><NN>
frame was,frame nn was vbd,NN VBD,<NN><VBD>
free,free jj,JJ,<JJ>
from abb,from in_pos abb nn,IN NN,<IN><NN>
from busbar,from in_pos busbar nn,IN NN,<IN><NN>
from corrosion,from in_pos corrosion nn,IN NN,<IN><NN>
from corrositon,from in_pos corrositon nn,IN NN,<IN><NN>
from crane,from in_pos crane nn,IN NN,<IN><NN>
from damage,from in_pos damage nn,IN NN,<IN><NN>
from deck,from in_pos deck nn,IN NN,<IN><NN>
from different,from in_pos different jj,IN JJ,<IN><JJ>
from dirt,from in_pos dirt nn,IN NN,<IN><NN>
from disconnected,from in_pos disconnected vbn,IN VBN,<IN><VBN>
from driller,from in_pos driller nn,IN NN,<IN><NN>
from drive,from in_pos drive nn,IN NN,<IN><NN>
from dust,from in_pos dust nn,IN NN,<IN><NN>
from floor,from in_pos floor nn,IN NN,<IN><NN>
from forty,from in_pos forty nn,IN NN,<IN><NN>
from grand,from in_pos grand jj,IN JJ,<IN><JJ>
from hot,from in_pos hot jj,IN JJ,<IN><JJ>
from local,from in_pos local jj,IN JJ,<IN><JJ>
from main,from in_pos main jj,IN JJ,<IN><JJ>
from mcc,from in_pos mcc nn,IN NN,<IN><NN>
from medium,from in_pos medium nn,IN NN,<IN><NN>
from megger,from in_pos megger nn,IN NN,<IN><NN>
from motor,from in_pos motor nn,IN NN,<IN><NN>
from mud,from in_pos mud nn,IN NN,<IN><NN>
from normal,from in_pos normal jj,IN JJ,<IN><JJ>
from novindia,from in_pos novindia nn,IN NN,<IN><NN>
from oer,from in_pos oer nn,IN NN,<IN><NN>
from oes,from in_pos oes nns,IN NNS,<IN><NNS>
from old,from in_pos old jj,IN JJ,<IN><JJ>
from other,from in_pos other jj,IN JJ,<IN><JJ>
from outside,from in_pos outside jj,IN JJ,<IN><JJ>
from rig,from in_pos rig nn,IN NN,<IN><NN>
from rust,from in_pos rust nn,IN NN,<IN><NN>
from shipyard,from in_pos shipyard nn,IN NN,<IN><NN>
from spm,from in_pos spm nn,IN NN,<IN><NN>
from start,from in_pos start nn,IN NN,<IN><NN>
from startingwith,from in_pos startingwith nn,IN NN,<IN><NN>
from third,from in_pos third jj,IN JJ,<IN><JJ>
from traume,from in_pos traume nn,IN NN,<IN><NN>
full,full jj,JJ,<JJ>
function,function nn,NN,<NN>
function on cubicle,function nn on in_pos cubicle nn,NN IN NN,<NN><IN><NN>
function on mcc,function nn on in_pos mcc nn,NN IN NN,<NN><IN><NN>
function tested,function nn tested vbd,NN VBD,<NN><VBD>
function worked,function nn worked vbd,NN VBD,<NN><VBD>
functioned,functioned vbn,VBN,<VBN>
functioning,functioning vbg,VBG,<VBG>
further,further rb,RB,<RB>
fw,fw nn,NN,<NN>
fw cooling,fw nn cooling nn,NN NN,<NN><NN>
fyi,fyi nn,NN,<NN>
g ohms min,g nn ohms md min vb,NN MD VB,<NN><MD><VB>
galling,galling vbg,VBG,<VBG>
gasket cleaned,gasket nn cleaned vbd,NN VBD,<NN><VBD>
gasket for blower,gasket nn for in_pos blower nn,NN IN NN,<NN><IN><NN>
gasket was,gasket nn was vbd,NN VBD,<NN><VBD>
gaskets are,gaskets nns are vbp,NNS VBP,<NNS><VBP>
gaskets intact,gaskets nns intact jj,NNS JJ,<NNS><JJ>
gaskets were,gaskets nns were vbd,NNS VBD,<NNS><VBD>
gauge of test,gauge nn of in_pos test nn,NN IN NN,<NN><IN><NN>
gauge to be,gauge nn to to_pos be vb,NN TO VB,<NN><TO><VB>
gauges are,gauges nns are vbp,NNS VBP,<NNS><VBP>
gauges calibrated,gauges nns calibrated vbd,NNS VBD,<NNS><VBD>
gave,gave vbd,VBD,<VBD>
gear,gear nn,NN,<NN>
general,general jj,JJ,<JJ>
get mud,get vb mud nn,VB NN,<VB><NN>
get ready,get vb ready jj,VB JJ,<VB><JJ>
get third,get vb third jj,VB JJ,<VB><JJ>
getting,getting vbg,VBG,<VBG>
giga,giga nn,NN,<NN>
given,given vbn,VBN,<VBN>
gland after inspection,gland nn after in_pos inspection nn,NN IN NN,<NN><IN><NN>
gland secured,gland nn secured vbd,NN VBD,<NN><VBD>
gland tightened,gland nn tightened vbd,NN VBD,<NN><VBD>
glanding,glanding vbg,VBG,<VBG>
glanding was,glanding nn was vbd,NN VBD,<NN><VBD>
glands appeared,glands nns appeared vbd,NNS VBD,<NNS><VBD>
glands are,glands nns are vbp,NNS VBP,<NNS><VBP>
glands check,glands nns check vbp,NNS VBP,<NNS><VBP>
glands checked,glands nns checked vbd,NNS VBD,<NNS><VBD>
glands cowls,glands nns cowls vbp,NNS VBP,<NNS><VBP>
glands earth,glands nns earth nn,NNS NN,<NNS><NN>
glands have,glands nns have vbp,NNS VBP,<NNS><VBP>
glands id,glands nns id vbp,NNS VBP,<NNS><VBP>
glands inspected,glands nns inspected vbd,NNS VBD,<NNS><VBD>
glands make,glands nns make vbp,NNS VBP,<NNS><VBP>
glands ok,glands nns ok vbp,NNS VBP,<NNS><VBP>
glands secure,glands nns secure nn,NNS NN,<NNS><NN>
glands show,glands nns show vbp,NNS VBP,<NNS><VBP>
glands were,glands nns were vbd,NNS VBD,<NNS><VBD>
glycol,glycol nn,NN,<NN>
going,going vbg,VBG,<VBG>
gone,gone vbn,VBN,<VBN>
good,good jj,JJ,<JJ>
got,got vbd,VBD,<VBD>
grease for lubricate,grease nn for in_pos lubricate nn,NN IN NN,<NN><IN><NN>
grease found,grease nn found vbd,NN VBD,<NN><VBD>
greased,greased vbn,VBN,<VBN>
greasing,greasing vbg,VBG,<VBG>
grinder to clean,grinder nn to to_pos clean vb,NN TO VB,<NN><TO><VB>
grommets n,grommets nns n vbp,NNS VBP,<NNS><VBP>
grommets suitable,grommets nns suitable jj,NNS JJ,<NNS><JJ>
ground,ground nn,NN,<NN>
ground on cabinet,ground nn on in_pos cabinet nn,NN IN NN,<NN><IN><NN>
ground was,ground nn was vbd,NN VBD,<NN><VBD>
grounded,grounded vbn,VBN,<VBN>
grounding,grounding vbg,VBG,<VBG>
grounding was,grounding nn was vbd,NN VBD,<NN><VBD>
grounds are,grounds nns are vbp,NNS VBP,<NNS><VBP>
grounds leaks,grounds nns leaks nns,NNS NNS,<NNS><NNS>
grounds ok,grounds nns ok vbp,NNS VBP,<NNS><VBP>
grounds was,grounds nns was vbd,NNS VBD,<NNS><VBD>
grounds were,grounds nns were vbd,NNS VBD,<NNS><VBD>
guages are,guages nns are vbp,NNS VBP,<NNS><VBP>
guard cleaned,guard nn cleaned vbd,NN VBD,<NN><VBD>
guard lifted,guard nn lifted vbd,NN VBD,<NN><VBD>
guard opened,guard nn opened vbd,NN VBD,<NN><VBD>
guards free,guards nns free jj,NNS JJ,<NNS><JJ>
guards removed,guards nns removed vbd,NNS VBD,<NNS><VBD>
guidelines make,guidelines nns make vbp,NNS VBP,<NNS><VBP>
gun confirmed,gun nn confirmed vbd,NN VBD,<NN><VBD>
gun made,gun nn made vbd,NN VBD,<NN><VBD>
had,had vbd,VBD,<VBD>
handbook confirmed,handbook nn confirmed vbd,NN VBD,<NN><VBD>
handed,handed vbn,VBN,<VBN>
handoperated,handoperated vbn,VBN,<VBN>
happened,happened vbd,VBD,<VBD>
hardware in place,hardware nn in in_pos place nn,NN IN NN,<NN><IN><NN>
hardware on junction,hardware nn on in_pos junction nn,NN IN NN,<NN><IN><NN>
hardware secured,hardware nn secured vbn,NN VBN,<NN><VBN>
hardware was,hardware nn was vbd,NN VBD,<NN><VBD>
hardwares were,hardwares nns were vbd,NNS VBD,<NNS><VBD>
has beeen,has vbz beeen nn,VBZ NN,<VBZ><NN>
has been,has vbz been vbn,VBZ VBN,<VBZ><VBN>
has failed,has vbz failed vbn,VBZ VBN,<VBZ><VBN>
has found,has vbz found vbn,VBZ VBN,<VBZ><VBN>
has gone,has vbz gone vbn,VBZ VBN,<VBZ><VBN>
has had,has vbz had vbn,VBZ VBN,<VBZ><VBN>
has high,has vbz high jj,VBZ JJ,<VBZ><JJ>
has highlighted,has vbz highlighted vbn,VBZ VBN,<VBZ><VBN>
has hrs,has vbz hrs nn,VBZ NN,<VBZ><NN>
has interchangeable,has vbz interchangeable jj,VBZ JJ,<VBZ><JJ>
has lifting,has vbz lifting nn,VBZ NN,<VBZ><NN>
has little,has vbz little jj,VBZ JJ,<VBZ><JJ>
has minimal,has vbz minimal nn,VBZ NN,<VBZ><NN>
has multiple,has vbz multiple nn,VBZ NN,<VBZ><NN>
has normal,has vbz normal jj,VBZ JJ,<VBZ><JJ>
has padeyes,has vbz padeyes nns,VBZ NNS,<VBZ><NNS>
has performed,has vbz performed vbn,VBZ VBN,<VBZ><VBN>
has poor,has vbz poor jj,VBZ JJ,<VBZ><JJ>
has reported,has vbz reported vbn,VBZ VBN,<VBZ><VBN>
has sealed,has vbz sealed vbn,VBZ VBN,<VBZ><VBN>
has selaed,has vbz selaed nn,VBZ NN,<VBZ><NN>
has tested,has vbz tested vbn,VBZ VBN,<VBZ><VBN>
has updated,has vbz updated vbn,VBZ VBN,<VBZ><VBN>
have attached,have vb attached vbn,VB VBN,<VB><VBN>
have been,have vbp been vbn,VBP VBN,<VBP><VBN>
have blower,have vb blower nn,VB NN,<VB><NN>
have checked,have vb checked vbn,VB VBN,<VB><VBN>
have come,have vbp come vbn,VBP VBN,<VBP><VBN>
have commissioned,have vbp commissioned vbn,VBP VBN,<VBP><VBN>
have complete,have vb complete jj,VB JJ,<VB><JJ>
have disconnected,have vbp disconnected vbn,VBP VBN,<VBP><VBN>
have discussed,have vbp discussed vbn,VBP VBN,<VBP><VBN>
have done,have vb done vbn,VB VBN,<VB><VBN>
have good,have vb good jj,VB JJ,<VB><JJ>
have grease,have vb grease nn,VB NN,<VB><NN>
have identified,have vb identified vbn,VB VBN,<VB><VBN>
have left,have vb left vbn,VB VBN,<VB><VBN>
have lowered,have vb lowered vbn,VB VBN,<VB><VBN>
have marked,have vb marked vbn,VB VBN,<VB><VBN>
have new,have vb new jj,VB JJ,<VB><JJ>
have nitrogen,have vb nitrogen nn,VB NN,<VB><NN>
have plenty,have vb plenty nn,VB NN,<VB><NN>
have ran,have vb ran nn,VB NN,<VB><NN>
have removed,have vbp removed vbn,VBP VBN,<VBP><VBN>
have sealed,have vb sealed vbn,VB VBN,<VB><VBN>
have shipped,have vb shipped vbn,VB VBN,<VB><VBN>
have tried,have vb tried vbn,VB VBN,<VB><VBN>
have verified,have vb verified vbn,VB VBN,<VB><VBN>
having,having vbg,VBG,<VBG>
haz,haz nn,NN,<NN>
haza,haza nn,NN,<NN>
hazardous,hazardous jj,JJ,<JJ>
head was,head nn was vbd,NN VBD,<NN><VBD>
heads are,heads nns are vbp,NNS VBP,<NNS><VBP>
heard,heard nn,NN,<NN>
heat noted,heat nn noted vbd,NN VBD,<NN><VBD>
heat shrinked,heat nn shrinked vbd,NN VBD,<NN><VBD>
heater ampchecked,heater nn ampchecked vbd,NN VBD,<NN><VBD>
heater fitted,heater nn fitted vbd,NN VBD,<NN><VBD>
heater found,heater nn found vbd,NN VBD,<NN><VBD>
heater got,heater nn got vbd,NN VBD,<NN><VBD>
heater had,heater nn had vbd,NN VBD,<NN><VBD>
heater n,heater nn n nn,NN NN,<NN><NN>
heater on motor,heater nn on in_pos motor nn,NN IN NN,<NN><IN><NN>
heater used,heater nn used vbn,NN VBN,<NN><VBN>
heater was,heater nn was vbd,NN VBD,<NN><VBD>
heaters amp,heaters nns amp vbp,NNS VBP,<NNS><VBP>
heaters appear,heaters nns appear vbp,NNS VBP,<NNS><VBP>
heaters are,heaters nns are vbp,NNS VBP,<NNS><VBP>
heaters carried,heaters nns carried vbd,NNS VBD,<NNS><VBD>
heaters closed,heaters nns closed vbd,NNS VBD,<NNS><VBD>
heaters common,heaters nns common jj,NNS JJ,<NNS><JJ>
heaters confirmed,heaters nns confirmed vbd,NNS VBD,<NNS><VBD>
heaters current,heaters nns current jj,NNS JJ,<NNS><JJ>
heaters defective,heaters nns defective vbp,NNS VBP,<NNS><VBP>
heaters found,heaters nns found vbd,NNS VBD,<NNS><VBD>
heaters were,heaters nns were vbd,NNS VBD,<NNS><VBD>
heating,heating nn,NN,<NN>
here idepartmentselectricalnovmud,here rb idepartmentselectricalnovmud nn,RB NN,<RB><NN>
hex,hex nn,NN,<NN>
hidden,hidden nn,NN,<NN>
high,high jj,JJ,<JJ>
highlighted,highlighted vbn,VBN,<VBN>
history to make,history nn to to_pos make vb,NN TO VB,<NN><TO><VB>
hits winding,hits nns winding vbg,NNS VBG,<NNS><VBG>
hole,hole nn,NN,<NN>
holes were,holes nns were vbd,NNS VBD,<NNS><VBD>
hong,hong nn,NN,<NN>
hooked,hooked nns,NNS,<NNS>
hooks are,hooks nns are vbp,NNS VBP,<NNS><VBP>
hose,hose nn,NN,<NN>
hoses are,hoses nns are vbp,NNS VBP,<NNS><VBP>
hoses enclosurs,hoses nns enclosurs vbp,NNS VBP,<NNS><VBP>
hoses look,hoses nns look vbp,NNS VBP,<NNS><VBP>
hoses noted,hoses nns noted vbd,NNS VBD,<NNS><VBD>
hoses ok,hoses nns ok vbp,NNS VBP,<NNS><VBP>
hot,hot jj,JJ,<JJ>
hours last,hours nns last jj,NNS JJ,<NNS><JJ>
housekeeping,housekeeping vbg,VBG,<VBG>
hqsopstibdwks correct,hqsopstibdwks nns correct vbp,NNS VBP,<NNS><VBP>
hqsopstibdwks visualized,hqsopstibdwks nns visualized vbd,NNS VBD,<NNS><VBD>
hqsopstibmtr,hqsopstibmtr nn,NN,<NN>
hs did,hs nn did vbd,NN VBD,<NN><VBD>
hydraulic,hydraulic nn,NN,<NN>
i,i nn,NN,<NN>
i attached,i nn attached vbd,NN VBD,<NN><VBD>
i have,i nns have vbp,NNS VBP,<NNS><VBP>
i moved,i nn moved vbd,NN VBD,<NN><VBD>
i ready,i nns ready vbp,NNS VBP,<NNS><VBP>
ibop,ibop nn,NN,<NN>
ibop closed,ibop nn closed vbd,NN VBD,<NN><VBD>
ics marcelo,ics nns marcelo vbp,NNS VBP,<NNS><VBP>
id,id nn,NN,<NN>
id in place,id nn in in_pos place nn,NN IN NN,<NN><IN><NN>
id tags,id nn tags nns,NN NNS,<NN><NNS>
id was,id nn was vbd,NN VBD,<NN><VBD>
identical,identical jj,JJ,<JJ>
identified,identified vbn,VBN,<VBN>
idle,idle jj,JJ,<JJ>
ids are,ids nns are vbp,NNS VBP,<NNS><VBP>
if accessible,if in_pos accessible jj,IN JJ,<IN><JJ>
if applicable,if in_pos applicable jj,IN JJ,<IN><JJ>
if drilling,if in_pos drilling nn,IN NN,<IN><NN>
if visual,if in_pos visual jj,IN JJ,<IN><JJ>
imaging to verify,imaging vbg to to_pos verify vb,VBG TO VB,<VBG><TO><VB>
impeller blades inspection,impeller nn blades nns inspection nn,NN NNS NN,<NN><NNS><NN>
impeller cleaned,impeller nn cleaned vbd,NN VBD,<NN><VBD>
impeller noted,impeller nn noted vbd,NN VBD,<NN><VBD>
impeller on board,impeller nn on in_pos board nn,NN IN NN,<NN><IN><NN>
impeller repaired,impeller nn repaired vbd,NN VBD,<NN><VBD>
impellers impeller,impellers nns impeller vbp,NNS VBP,<NNS><VBP>
impellor,impellor nn,NN,<NN>
impellors were,impellors nns were vbd,NNS VBD,<NNS><VBD>
important,important jj,JJ,<JJ>
in abnormal,in in_pos abnormal jj,IN JJ,<IN><JJ>
in acceptable,in in_pos acceptable jj,IN JJ,<IN><JJ>
in accetable,in in_pos accetable jj,IN JJ,<IN><JJ>
in accordance,in in_pos accordance nn,IN NN,<IN><NN>
in aceeptable,in in_pos aceeptable jj,IN JJ,<IN><JJ>
in adequate,in in_pos adequate nn,IN NN,<IN><NN>
in advance,in in_pos advance nn,IN NN,<IN><NN>
in agreement,in in_pos agreement nn,IN NN,<IN><NN>
in air,in in_pos air nn,IN NN,<IN><NN>
in attachment,in in_pos attachment nn,IN NN,<IN><NN>
in ballast,in in_pos ballast nn,IN NN,<IN><NN>
in by weston,in in_pos by in_pos weston nn,IN IN NN,<IN><IN><NN>
in c,in in_pos c nn,IN NN,<IN><NN>
in center,in in_pos center nn,IN NN,<IN><NN>
in check,in in_pos check nn,IN NN,<IN><NN>
in circuit,in in_pos circuit nn,IN NN,<IN><NN>
in comparison,in in_pos comparison nn,IN NN,<IN><NN>
in condition,in in_pos condition nn,IN NN,<IN><NN>
in conjunction,in in_pos conjunction nn,IN NN,<IN><NN>
in coordination,in in_pos coordination nn,IN NN,<IN><NN>
in correct,in in_pos correct nn,IN NN,<IN><NN>
in cover,in in_pos cover nn,IN NN,<IN><NN>
in cyberbase,in in_pos cyberbase nn,IN NN,<IN><NN>
in cyprinia,in in_pos cyprinia nn,IN NN,<IN><NN>
in date,in in_pos date nn,IN NN,<IN><NN>
in dci,in in_pos dci nn,IN NN,<IN><NN>
in deg,in in_pos deg nn,IN NN,<IN><NN>
in drive,in in_pos drive nn,IN NN,<IN><NN>
in early,in in_pos early jj,IN JJ,<IN><JJ>
in eltech,in in_pos eltech nn,IN NN,<IN><NN>
in end,in in_pos end nn,IN NN,<IN><NN>
in error,in in_pos error nn,IN NN,<IN><NN>
in fan,in in_pos fan nn,IN NN,<IN><NN>
in feb,in in_pos feb nn,IN NN,<IN><NN>
in for analysis,in in_pos for in_pos analysis nn,IN IN NN,<IN><IN><NN>
in for repair,in in_pos for in_pos repair nn,IN IN NN,<IN><IN><NN>
in gathering,in in_pos gathering nn,IN NN,<IN><NN>
in gland,in in_pos gland nn,IN NN,<IN><NN>
in god,in in_pos god nn,IN NN,<IN><NN>
in good,in in_pos good jj,IN JJ,<IN><JJ>
in hazardous,in in_pos hazardous jj,IN JJ,<IN><JJ>
in housing,in in_pos housing nn,IN NN,<IN><NN>
in ielectrical,in in_pos ielectrical jj,IN JJ,<IN><JJ>
in inspection,in in_pos inspection nn,IN NN,<IN><NN>
in jb,in in_pos jb nn,IN NN,<IN><NN>
in jbs,in in_pos jbs nn,IN NN,<IN><NN>
in job,in in_pos job nn,IN NN,<IN><NN>
in junction,in in_pos junction nn,IN NN,<IN><NN>
in light,in in_pos light nn,IN NN,<IN><NN>
in like,in in_pos like in_pos,IN IN,<IN><IN>
in local,in in_pos local jj,IN JJ,<IN><JJ>
in loose,in in_pos loose jj,IN JJ,<IN><JJ>
in maintenance,in in_pos maintenance nn,IN NN,<IN><NN>
in march,in in_pos march nn,IN NN,<IN><NN>
in mind,in in_pos mind nn,IN NN,<IN><NN>
in motor,in in_pos motor nn,IN NN,<IN><NN>
in mp,in in_pos mp nn,IN NN,<IN><NN>
in mpa,in in_pos mpa nn,IN NN,<IN><NN>
in mudpump,in in_pos mudpump nn,IN NN,<IN><NN>
in need,in in_pos need nn,IN NN,<IN><NN>
in next,in in_pos next jj,IN JJ,<IN><JJ>
in non,in in_pos non nn,IN NN,<IN><NN>
in none,in in_pos none nn,IN NN,<IN><NN>
in normal,in in_pos normal jj,IN JJ,<IN><JJ>
in operation,in in_pos operation nn,IN NN,<IN><NN>
in operational,in in_pos operational jj,IN JJ,<IN><JJ>
in order,in in_pos order nn,IN NN,<IN><NN>
in other,in in_pos other jj,IN JJ,<IN><JJ>
in overlal,in in_pos overlal nn,IN NN,<IN><NN>
in perfect,in in_pos perfect nn,IN NN,<IN><NN>
in place,in in_pos place nn,IN NN,<IN><NN>
in placeensured,in in_pos placeensured jj,IN JJ,<IN><JJ>
in poor,in in_pos poor jj,IN JJ,<IN><JJ>
in previous,in in_pos previous jj,IN JJ,<IN><JJ>
in proper,in in_pos proper jj,IN JJ,<IN><JJ>
in pump,in in_pos pump nn,IN NN,<IN><NN>
in question,in in_pos question nn,IN NN,<IN><NN>
in remote,in in_pos remote nn,IN NN,<IN><NN>
in report,in in_pos report nn,IN NN,<IN><NN>
in safe,in in_pos safe jj,IN JJ,<IN><JJ>
in satisfactory,in in_pos satisfactory nn,IN NN,<IN><NN>
in satisfatory,in in_pos satisfatory nn,IN NN,<IN><NN>
in september,in in_pos september nn,IN NN,<IN><NN>
in service,in in_pos service nn,IN NN,<IN><NN>
in servicejob,in in_pos servicejob nn,IN NN,<IN><NN>
in situ,in in_pos situ nn,IN NN,<IN><NN>
in system,in in_pos system nn,IN NN,<IN><NN>
in tact,in in_pos tact nn,IN NN,<IN><NN>
in th,in in_pos th nn,IN NN,<IN><NN>
in thruster,in in_pos thruster nn,IN NN,<IN><NN>
in transit,in in_pos transit nn,IN NN,<IN><NN>
in transition,in in_pos transition nn,IN NN,<IN><NN>
in use,in in_pos use nn,IN NN,<IN><NN>
in vibration,in in_pos vibration nn,IN NN,<IN><NN>
in visual,in in_pos visual jj,IN JJ,<IN><JJ>
in wc,in in_pos wc nn,IN NN,<IN><NN>
in with pressure,in in_pos with in_pos pressure nn,IN IN NN,<IN><IN><NN>
in word,in in_pos word nn,IN NN,<IN><NN>
in work,in in_pos work nn,IN NN,<IN><NN>
in workshop,in in_pos workshop nn,IN NN,<IN><NN>
inadequate,inadequate nn,NN,<NN>
included,included vbd,VBD,<VBD>
including,including vbg,VBG,<VBG>
incomer,incomer nn,NN,<NN>
incoming,incoming vbg,VBG,<VBG>
increased,increased vbn,VBN,<VBN>
indicated,indicated vbn,VBN,<VBN>
indication on front,indication nn on in_pos front nn,NN IN NN,<NN><IN><NN>
inet,inet nn,NN,<NN>
information on job,information nn on in_pos job nn,NN IN NN,<NN><IN><NN>
information on mud,information nn on in_pos mud nn,NN IN NN,<NN><IN><NN>
informed,informed vbn,VBN,<VBN>
infrared,infrared vbn,VBN,<VBN>
ing,ing vbg,VBG,<VBG>
ingress did,ingress nn did vbd,NN VBD,<NN><VBD>
ingress found,ingress nn found vbd,NN VBD,<NN><VBD>
ingress good,ingress rb good jj,RB JJ,<RB><JJ>
ingress inspected,ingress nn inspected vbd,NN VBD,<NN><VBD>
initial,initial jj,JJ,<JJ>
inlet was,inlet nn was vbd,NN VBD,<NN><VBD>
insatalled,insatalled vbn,VBN,<VBN>
inserted,inserted vbn,VBN,<VBN>
inside,inside in_pos,IN,<IN>
inside dust,inside rb dust nn,RB NN,<RB><NN>
inside motor,inside in_pos motor nn,IN NN,<IN><NN>
inside start,inside in_pos start nn,IN NN,<IN><NN>
inside terminal,inside in_pos terminal nn,IN NN,<IN><NN>
inside was,inside nn was vbd,NN VBD,<NN><VBD>
insp made,insp nn made vbd,NN VBD,<NN><VBD>
inspacted,inspacted vbn,VBN,<VBN>
inspceted,inspceted vbn,VBN,<VBN>
inspect,inspect nn,NN,<NN>
inspected,inspected vbn,VBN,<VBN>
inspecting,inspecting vbg,VBG,<VBG>
inspection carried,inspection nn carried vbd,NN VBD,<NN><VBD>
inspection of drive,inspection nn of in_pos drive nn,NN IN NN,<NN><IN><NN>
inspection of equipment,inspection nn of in_pos equipment nn,NN IN NN,<NN><IN><NN>
inspection of exterior,inspection nn of in_pos exterior jj,NN IN JJ,<NN><IN><JJ>
inspection of motor,inspection nn of in_pos motor nn,NN IN NN,<NN><IN><NN>
inspection on contactor,inspection nn on in_pos contactor nn,NN IN NN,<NN><IN><NN>
inspection on demister,inspection nn on in_pos demister nn,NN IN NN,<NN><IN><NN>
inspection on duct,inspection nn on in_pos duct nn,NN IN NN,<NN><IN><NN>
inspection on exterior,inspection nn on in_pos exterior nn,NN IN NN,<NN><IN><NN>
inspection on impleller,inspection nn on in_pos impleller nn,NN IN NN,<NN><IN><NN>
inspection on inlet,inspection nn on in_pos inlet nn,NN IN NN,<NN><IN><NN>
inspection on interior,inspection nn on in_pos interior nn,NN IN NN,<NN><IN><NN>
inspection on motor,inspection nn on in_pos motor nn,NN IN NN,<NN><IN><NN>
inspection on mp,inspection nn on in_pos mp nn,NN IN NN,<NN><IN><NN>
inspection on mud,inspection nn on in_pos mud nn,NN IN NN,<NN><IN><NN>
inspection on start,inspection nn on in_pos start nn,NN IN NN,<NN><IN><NN>
inspection with day,inspection nn with in_pos day nn,NN IN NN,<NN><IN><NN>
inspections have,inspections nns have vbp,NNS VBP,<NNS><VBP>
inspections was,inspections nns was vbd,NNS VBD,<NNS><VBD>
inspeted,inspeted vbn,VBN,<VBN>
installed,installed vbn,VBN,<VBN>
installing,installing vbg,VBG,<VBG>
instead of terminal forty,instead rb of in_pos terminal jj forty nn,RB IN JJ NN,<RB><IN><JJ><NN>
instructed,instructed vbn,VBN,<VBN>
insulate,insulate nn,NN,<NN>
insulation,insulation nn,NN,<NN>
insulation at mcc,insulation nn at in_pos mcc nn,NN IN NN,<NN><IN><NN>
insulation on ground,insulation nn on in_pos ground nn,NN IN NN,<NN><IN><NN>
insured,insured jj,JJ,<JJ>
intack,intack nn,NN,<NN>
intact,intact jj,JJ,<JJ>
