phrases,tagged_phrases,Tags,indicator_valid_eng_phrase
blown on,blown vbn on in_pos,VBN IN,1
blown through,blown vbn through in_pos,VBN IN,1
blowout,blowout nn,NN,1
blows,blows nns,NNS,1
blue,blue nn,NN,1
bluered,bluered vbn,VBN,0
bnot,bnot nn,NN,0
bo,bo nn,NN,0
boar,boar nn,NN,1
board,board nn,NN,1
board for correct operation,board nn for in_pos correct jj operation nn,NN IN JJ NN,1
board for excessive wear,board nn for in_pos excessive jj wear nn,NN IN JJ NN,1
board for wear damage,board nn for in_pos wear jj damage nn,NN IN JJ NN,1
boards,boards nns,NNS,1
boards are,boards nns are vbp,NNS VBP,1
boards ea,boards nns ea vbp,NNS VBP,1
boards have,boards nns have vbp,NNS VBP,1
boardslower,boardslower nn,NN,0
boardsre,boardsre nn,NN,0
boat,boat nn,NN,1
bob,bob nn,NN,1
bodies,bodies nns,NNS,1
bodies are,bodies nns are vbp,NNS VBP,1
bodura,bodura nn,NN,0
body,body nn,NN,1
body for easy identification,body nn for in_pos easy jj identification nn,NN IN JJ NN,1
body if applicable torque,body nn if in_pos applicable jj torque nn,NN IN JJ NN,1
body on mp cylinder,body nn on in_pos mp nn cylinder nn,NN IN NN NN,1
bodys,bodys nn,NN,0
bof,bof nn,NN,0
bogey,bogey nn,NN,1
boggie,boggie nn,NN,0
boggies are,boggies nns are vbp,NNS VBP,0
bogie,bogie nn,NN,1
bogie have,bogie nns have vbp,NNS VBP,1
bogies,bogies nns,NNS,1
bogies are,bogies nns are vbp,NNS VBP,1
bogies do,bogies nns do vbp,NNS VBP,1
bogies free,bogies nns free vbp,NNS VBP,1
bogies make,bogies nns make vbp,NNS VBP,1
bogies show,bogies nns show vbp,NNS VBP,1
bogies werent,bogies nns werent nn,NNS NN,0
bolt,bolt nn,NN,1
bolt for proper torque,bolt nn for in_pos proper jj torque nn,NN IN JJ NN,1
bolt head,bolt nns head vbp,NNS VBP,1
bolt in aux roughneck,bolt nn in in_pos aux jj roughneck nn,NN IN JJ NN,1
bolt in solenoid block,bolt nn in in_pos solenoid jj block nn,NN IN JJ NN,1
bolt loose,bolt nn loose nn,NN NN,1
bolt on adjustable fingerboard,bolt nn on in_pos adjustable jj fingerboard nn,NN IN JJ NN,1
bolt on aux st,bolt nn on in_pos aux nn st nn,NN IN NN NN,1
bolt on main hydratong,bolt nn on in_pos main jj hydratong nn,NN IN JJ NN,0
bolted,bolted vbn,VBN,1
bolted block,bolted vbn block nn,VBN NN,1
bolted correctly,bolted vbn correctly rb,VBN RB,1
bolted securely,bolted vbn securely rb,VBN RB,1
bolting,bolting nn,NN,1
boltnot,boltnot nn,NN,0
bolts,bolts nns,NNS,1
bolts appear,bolts nns appear vbp,NNS VBP,1
bolts are,bolts nns are vbp,NNS VBP,1
bolts arer,bolts nns arer nn,NNS NN,0
bolts aux,bolts nns aux vbp,NNS VBP,1
bolts check,bolts nns check vb,NNS VB,1
bolts cross,bolts nns cross nn,NNS NN,1
bolts do,bolts nns do vbp,NNS VBP,1
bolts etc,bolts nns etc vbp,NNS VBP,1
bolts for proper torque,bolts nns for in_pos proper jj torque nn,NNS IN JJ NN,1
bolts ft,bolts nns ft vbp,NNS VBP,1
bolts ftlb,bolts nns ftlb vbp,NNS VBP,0
bolts fts,bolts nns fts nns,NNS NNS,0
bolts grease,bolts nns grease nn,NNS NN,1
bolts grip,bolts nns grip nn,NNS NN,1
bolts guide,bolts nns guide vbp,NNS VBP,1
bolts have,bolts nns have vbp,NNS VBP,1
bolts lock,bolts nns lock nn,NNS NN,1
bolts lockwire,bolts nns lockwire vbp,NNS VBP,0
bolts look,bolts nns look vbp,NNS VBP,1
bolts loose,bolts nns loose jj,NNS JJ,1
bolts lose,bolts nns lose vbp,NNS VBP,1
bolts m,bolts nns m nns,NNS NNS,1
bolts mm,bolts nns mm nns,NNS NNS,1
bolts mw,bolts nns mw nns,NNS NNS,0
bolts need,bolts nns need vbp,NNS VBP,1
bolts reinstall,bolts nns reinstall vbp,NNS VBP,1
bolts rivet,bolts nns rivet vbp,NNS VBP,1
bolts secure,bolts nns secure nn,NNS NN,1
bolts sheave,bolts nns sheave vbp,NNS VBP,1
bolts show,bolts nns show vbp,NNS VBP,1
bolts spm,bolts nns spm vbd,NNS VBD,0
bolts tail,bolts nns tail vbp,NNS VBP,1
bolts tie,bolts nns tie vbp,NNS VBP,1
bolts torque,bolts nns torque nn,NNS NN,1
bolts wheel,bolts nns wheel vbp,NNS VBP,1
boltsdone,boltsdone nn,NN,0
boltsgood,boltsgood nn,NN,0
bolwer,bolwer nn,NN,0
bon,bon nn,NN,0
bond,bond nn,NN,1
bonded,bonded vbn,VBN,1
bonded seal,bonded vbn seal nn,VBN NN,1
bonding,bonding nn,NN,1
bonding in good condition,bonding nn in in_pos good jj condition nn,NN IN JJ NN,1
bonding of pe ie,bonding nn of in_pos pe nn ie nn,NN IN NN NN,0
bondingand,bondingand nn,NN,0
bondingit,bondingit nn,NN,0
bondings,bondings nns,NNS,0
bondra,bondra nn,NN,0
bonds,bonds nns,NNS,1
bonds appear,bonds nns appear vbp,NNS VBP,1
bonds are,bonds nns are vbp,NNS VBP,1
bonds look,bonds nns look vbp,NNS VBP,1
bonds spm,bonds nns spm vbp,NNS VBP,0
bondssuitable,bondssuitable jj,JJ,0
bondura,bondura nn,NN,0
bondurea,bondurea nn,NN,0
bondurra,bondurra nn,NN,0
bones have,bones nns have vbp,NNS VBP,1
boning,boning nn,NN,1
bonita,bonita nn,NN,0
bonnet,bonnet nn,NN,1
boogie,boogie nn,NN,1
boogies,boogies nns,NNS,1
boogies have,boogies nns have vbp,NNS VBP,1
book,book nn,NN,1
booked,booked vbn,VBN,1
booked out,booked vbn out rp,VBN RP,1
bookreference,bookreference nn,NN,0
boom,boom nn,NN,1
booming,booming vbg,VBG,1
boord,boord nn,NN,0
boost,boost nn,NN,1
booster,booster nn,NN,1
boot,boot nn,NN,1
booted from,booted vbn from in_pos,VBN IN,1
bop,bop nn,NN,1
bop closed,bop nn closed vbd,NN VBD,1
bop drilling,bop nn drilling nn,NN NN,1
bop fluid,bop nn fluid nn,NN NN,1
bop on current well,bop nn on in_pos current jj well nn,NN IN JJ NN,1
boph,boph nn,NN,0
bopriser,bopriser nn,NN,0
bops,bops nns,NNS,1
bops riser,bops nns riser vbp,NNS VBP,1
bops see,bops nns see vbp,NNS VBP,1
borad,borad nn,NN,0
bore,bore nn,NN,1
bores,bores nns,NNS,1
bores see,bores nns see vbp,NNS VBP,1
boro,boro nn,NN,0
borrowed,borrowed vbn,VBN,1
borrowed for,borrowed vbn for in_pos,VBN IN,1
borrowed from,borrowed vbn from in_pos,VBN IN,1
borrowed of,borrowed vbn of in_pos,VBN IN,1
borrowing,borrowing nn,NN,1
bot,bot nn,NN,1
both,both dt,DT,1
both accumulator,both dt accumulator nn,DT NN,1
both accumulators,both dt accumulators nns,DT NNS,1
both accumultors,both dt accumultors nns,DT NNS,0
both aft,both dt aft nn,DT NN,1
both ahc,both dt ahc nn,DT NN,0
both approx,both dt approx nn,DT NN,1
both are,both dt are vbp,DT VBP,1
both arms,both dt arms nns,DT NNS,1
both assy,both dt assy jj,DT JJ,0
both at proper operating,both dt at in_pos proper nn operating nn,DT IN NN NN,1
both auto,both dt auto nn,DT NN,1
both aux,both dt aux nn,DT NN,1
both aw,both dt aw nn,DT NN,1
both balls,both dt balls nns,DT NNS,1
both bars,both dt bars nns,DT NNS,1
both bearing,both dt bearing nn,DT NN,1
both bearings,both dt bearings nns,DT NNS,1
both belt,both dt belt nn,DT NN,1
both belts,both dt belts nns,DT NNS,1
both bladders,both dt bladders nns,DT NNS,1
both block,both dt block nn,DT NN,1
both bolts,both dt bolts nns,DT NNS,1
both bop,both dt bop nn,DT NN,1
both bops,both dt bops nns,DT NNS,1
both bottles,both dt bottles nns,DT NNS,1
both bottom,both dt bottom jj,DT JJ,1
both brake,both dt brake nn,DT NN,1
both broken,both dt broken jj,DT JJ,1
both bronze,both dt bronze nn,DT NN,1
both cabinets,both dt cabinets nns,DT NNS,1
both cam,both dt cam nn,DT NN,1
both cartridges,both dt cartridges nns,DT NNS,1
both cat,both dt cat nn,DT NN,1
both catwalk,both dt catwalk nn,DT NN,1
both centralizer,both dt centralizer nn,DT NN,1
both centrilizer,both dt centrilizer nn,DT NN,0
both chair,both dt chair nn,DT NN,1
both chairs,both dt chairs nns,DT NNS,1
both channels,both dt channels nns,DT NNS,1
both check,both dt check nn,DT NN,1
both cmc,both dt cmc nn,DT NN,0
both cmcs,both dt cmcs nn,DT NN,0
both commands,both dt commands nns,DT NNS,1
both compensators,both dt compensators nns,DT NNS,0
both compression,both dt compression nn,DT NN,1
both control,both dt control nn,DT NN,1
both coolers,both dt coolers nns,DT NNS,1
both couplings,both dt couplings nns,DT NNS,1
both crank,both dt crank nn,DT NN,1
both crown,both dt crown nn,DT NN,1
both crushed,both dt crushed vbd,DT VBD,1
both cyberbase,both dt cyberbase nn,DT NN,0
both cylinder,both dt cylinder nn,DT NN,1
both cylinders,both dt cylinders nns,DT NNS,1
both d,both dt d nn,DT NN,1
both deadline,both dt deadline nn,DT NN,1
both deadlines,both dt deadlines nns,DT NNS,1
both departments,both dt departments nns,DT NNS,1
both derrick,both dt derrick nn,DT NN,1
both desiccant,both dt desiccant nn,DT NN,1
both die,both dt die nn,DT NN,1
both dies,both dt dies nns,DT NNS,1
both direction,both dt direction nn,DT NN,1
both directions,both dt directions nns,DT NNS,1
both discharge,both dt discharge nn,DT NN,1
both dmer,both dt dmer nn,DT NN,0
both documents,both dt documents nns,DT NNS,1
both dollies,both dt dollies nns,DT NNS,1
both draw,both dt draw nn,DT NN,1
both drawwork,both dt drawwork nn,DT NN,0
both drawworks,both dt drawworks nns,DT NNS,0
both drillers,both dt drillers nns,DT NNS,1
both drive,both dt drive nn,DT NN,1
both drives,both dt drives nns,DT NNS,1
both dry,both dt dry jj,DT JJ,1
both electrical,both dt electrical jj,DT JJ,1
both encoder,both dt encoder nn,DT NN,1
both encoders,both dt encoders nns,DT NNS,1
both end,both dt end nn,DT NN,1
both ends,both dt ends nns,DT NNS,1
both equipment,both dt equipment nn,DT NN,1
both exhangers,both dt exhangers nns,DT NNS,0
both expansiion,both dt expansiion nn,DT NN,0
both expansion,both dt expansion nn,DT NN,1
both extend,both dt extend vbp,DT VBP,1
both extended,both dt extended vbd,DT VBD,1
both external,both dt external jj,DT JJ,1
both faults,both dt faults nns,DT NNS,1
both fittings,both dt fittings nns,DT NNS,1
both flags,both dt flags nns,DT NNS,1
both flex,both dt flex jj,DT JJ,1
both floor,both dt floor nn,DT NN,1
both forward,both dt forward nn,DT NN,1
both free,both dt free jj,DT JJ,1
both fwd,both dt fwd nn,DT NN,1
both gauge,both dt gauge nn,DT NN,1
both gauges,both dt gauges nns,DT NNS,1
both gear,both dt gear vbp,DT VBP,1
both gearboxes,both dt gearboxes nns,DT NNS,1
both grease,both dt grease nn,DT NN,1
both grip,both dt grip nn,DT NN,1
both gripper,both dt gripper nn,DT NN,1
both ground,both dt ground nn,DT NN,1
both h,both dt h nn,DT NN,1
both halves,both dt halves nns,DT NNS,1
both hand,both dt hand nn,DT NN,1
both have,both dt have vbp,DT VBP,1
both heat,both dt heat nn,DT NN,1
both heaters,both dt heaters nns,DT NNS,1
both high,both dt high jj,DT JJ,1
both hoses,both dt hoses nns,DT NNS,1
both hp,both dt hp nn,DT NN,1
both hpu,both dt hpu nn,DT NN,0
both hrs,both dt hrs nn,DT NN,1
both ht,both dt ht nn,DT NN,1
both htexs,both dt htexs nn,DT NN,0
both hydra,both dt hydra nn,DT NN,1
both hydraracker,both dt hydraracker nn,DT NN,0
both hydrarackers,both dt hydrarackers nns,DT NNS,0
both hydrarackers inspected,both dt hydrarackers nns inspected vbd,DT NNS VBD,0
both hydratong,both dt hydratong jj,DT JJ,0
both hydratongs,both dt hydratongs nns,DT NNS,0
both hydraulic,both dt hydraulic jj,DT JJ,1
both ibop,both dt ibop nn,DT NN,0
both ibops,both dt ibops nns,DT NNS,0
both ibops installed,both dt ibops nns installed vbd,DT NNS VBD,0
both idler,both dt idler nn,DT NN,1
both in good condition,both dt in in_pos good jj condition nn,DT IN JJ NN,1
both incoming,both dt incoming vbg,DT VBG,1
both inlet,both dt inlet nn,DT NN,1
both internally,both dt internally rb,DT RB,1
both items,both dt items nns,DT NNS,1
both jaws,both dt jaws nns,DT NNS,1
both jbs,both dt jbs nn,DT NN,0
both jic,both dt jic nn,DT NN,0
both jobs,both dt jobs nns,DT NNS,1
both joysticks,both dt joysticks nns,DT NNS,1
both large,both dt large jj,DT JJ,1
both latches,both dt latches nns,DT NNS,1
both leakage,both dt leakage nn,DT NN,1
both limits,both dt limits nns,DT NNS,1
both line,both dt line nn,DT NN,1
both link,both dt link nn,DT NN,1
both load,both dt load nn,DT NN,1
both lock,both dt lock nn,DT NN,1
both louvers,both dt louvers nns,DT NNS,1
both low,both dt low jj,DT JJ,1
both lp,both dt lp nn,DT NN,0
both lube,both dt lube nn,DT NN,1
both machine,both dt machine nn,DT NN,1
both machines,both dt machines nns,DT NNS,1
both magnets,both dt magnets nns,DT NNS,1
both main,both dt main jj,DT JJ,1
both manual,both dt manual jj,DT JJ,1
both metal,both dt metal nn,DT NN,1
both monitors,both dt monitors nns,DT NNS,1
both motor,both dt motor nn,DT NN,1
both motors,both dt motors nns,DT NNS,1
both mp,both dt mp nn,DT NN,1
both mw,both dt mw nn,DT NN,0
both networks,both dt networks nns,DT NNS,1
both nitorgen,both dt nitorgen nn,DT NN,0
both nondrive,both dt nondrive jj,DT JJ,0
both nov,both dt nov jj,DT JJ,0
both nuts torqued,both dt nuts nns torqued vbd,DT NNS VBD,1
both ohm,both dt ohm nn,DT NN,1
both oil,both dt oil nn,DT NN,1
both ok,both dt ok jj,DT JJ,0
both open,both dt open jj,DT JJ,1
both operating correctly,both dt operating nn correctly rb,DT NN RB,1
both paddle,both dt paddle nn,DT NN,1
both panels,both dt panels nns,DT NNS,1
both parties,both dt parties nns,DT NNS,1
both pe,both dt pe nn,DT NN,1
both pilot,both dt pilot nn,DT NN,1
both pin,both dt pin nn,DT NN,1
both pinion,both dt pinion nn,DT NN,1
both pins,both dt pins nns,DT NNS,1
both pipe,both dt pipe nn,DT NN,1
both pipehandlers,both dt pipehandlers nns,DT NNS,0
both piston,both dt piston nn,DT NN,1
both pistons,both dt pistons nns,DT NNS,1
both plan,both dt plan nn,DT NN,1
both plugs,both dt plugs nns,DT NNS,1
both port,both dt port nn,DT NN,1
both positions,both dt positions nns,DT NNS,1
both power,both dt power nn,DT NN,1
both pressure,both dt pressure nn,DT NN,1
both prox,both dt prox nn,DT NN,1
both prs,both dt prs nn,DT NN,1
both prss,both dt prss nn,DT NN,0
both psi,both dt psi nn,DT NN,1
both psu,both dt psu nn,DT NN,0
both psus,both dt psus nn,DT NN,0
both pump,both dt pump nn,DT NN,1
both pumps,both dt pumps nns,DT NNS,1
both pumps run,both dt pumps nns run vbp,DT NNS VBP,1
both races,both dt races nns,DT NNS,1
both racker,both dt racker nn,DT NN,0
both rackers,both dt rackers nns,DT NNS,0
both rakcers,both dt rakcers nns,DT NNS,0
both read,both dt read vbp,DT VBP,1
both reading,both dt reading nn,DT NN,1
both reduction,both dt reduction nn,DT NN,1
both remote,both dt remote vbp,DT VBP,1
both right,both dt right jj,DT JJ,1
both riser,both dt riser nn,DT NN,1
both rms,both dt rms nns,DT NNS,1
both rod,both dt rod nn,DT NN,1
both roughenck,both dt roughenck nn,DT NN,0
both roughnecks,both dt roughnecks nns,DT NNS,1
both safety,both dt safety nn,DT NN,1
both scenarios,both dt scenarios nns,DT NNS,1
both secure,both dt secure nn,DT NN,1
both seem,both dt seem vbp,DT VBP,1
both service,both dt service nn,DT NN,1
both setpoints,both dt setpoints nns,DT NNS,0
both sets,both dt sets nns,DT NNS,1
both side,both dt side nn,DT NN,1
both sides,both dt sides nns,DT NNS,1
both skates,both dt skates nns,DT NNS,1
both skids,both dt skids nns,DT NNS,1
both slack,both dt slack nn,DT NN,1
both so,both dt so rb,DT RB,1
both software,both dt software nn,DT NN,1
both spare,both dt spare jj,DT JJ,1
both speed,both dt speed nn,DT NN,1
both st,both dt st nn,DT NN,1
both stabilizers,both dt stabilizers nns,DT NNS,1
both stages completed,both dt stages nns completed vbn,DT NNS VBN,1
both standpipes,both dt standpipes nns,DT NNS,1
both stbd,both dt stbd nn,DT NN,0
both sts,both dt sts nns,DT NNS,0
both suction,both dt suction nn,DT NN,1
both tacho,both dt tacho nn,DT NN,0
both tail,both dt tail nn,DT NN,1
both tank,both dt tank nn,DT NN,1
both tanksno,both dt tanksno nn,DT NN,0
both td,both dt td nn,DT NN,0
both tds,both dt tds nn,DT NN,0
both tdx,both dt tdx nn,DT NN,0
both tensioner,both dt tensioner nn,DT NN,0
both test,both dt test nn,DT NN,1
both testes passed,both dt testes nns passed vbd,DT NNS VBD,1
both tests,both dt tests nns,DT NNS,1
both thread,both dt thread nn,DT NN,1
both time,both dt time nn,DT NN,1
both times,both dt times nns,DT NNS,1
both tool,both dt tool nn,DT NN,1
both tools,both dt tools nns,DT NNS,1
both top,both dt top jj,DT JJ,1
both travel,both dt travel nn,DT NN,1
both travels,both dt travels nns,DT NNS,1
both trolley,both dt trolley nn,DT NN,1
both trolleys,both dt trolleys nns,DT NNS,1
both unit,both dt unit nn,DT NN,1
both units,both dt units nns,DT NNS,1
both up,both dt up rp,DT RP,1
both upper,both dt upper jj,DT JJ,1
both uppper,both dt uppper jj,DT JJ,0
both v,both dt v nn,DT NN,1
both valve,both dt valve nn,DT NN,1
both valves,both dt valves nns,DT NNS,1
both vertical,both dt vertical jj,DT JJ,1
both vfd,both dt vfd nn,DT NN,0
both weight,both dt weight nn,DT NN,1
both wells,both dt wells nns,DT NNS,1
both wheel,both dt wheel nn,DT NN,1
both wire,both dt wire nn,DT NN,1
both wires,both dt wires nns,DT NNS,1
both working correctly,both dt working vbg correctly rb,DT VBG RB,1
bothe,bothe nn,NN,0
bothers,bothers nns,NNS,1
botls,botls nn,NN,0
bottels,bottels nns,NNS,0
bottle,bottle nn,NN,1
bottles,bottles nns,NNS,1
bottles apear,bottles nns apear vbp,NNS VBP,0
bottles are,bottles nns are vbp,NNS VBP,1
bottles have,bottles nns have vbp,NNS VBP,1
bottles mrt,bottles nns mrt nns,NNS NNS,0
bottles out,bottles nns out rp,NNS RP,1
bottles spm,bottles nns spm vbp,NNS VBP,0
bottles tensioner,bottles nns tensioner vbp,NNS VBP,0
bottom,bottom nn,NN,1
bottomed out,bottomed vbn out rp,VBN RP,1
bottoming,bottoming nn,NN,1
bottommm,bottommm nn,NN,0
bottoms,bottoms nns,NNS,1
bought for,bought nn for in_pos,NN IN,1
bounce,bounce nn,NN,1
bouncing,bouncing vbg,VBG,1
bound,bound nn,NN,1
bound up,bound nn up rp,NN RP,1
boundura,boundura nn,NN,0
bourgeois,bourgeois nn,NN,1
bouth,bouth nn,NN,0
bouton,bouton nn,NN,0
bowed dirt,bowed vbn dirt nn,VBN NN,1
bowel,bowel nn,NN,1
bowl,bowl nn,NN,1
bowls,bowls nn,NN,1
bowls are,bowls nns are vbp,NNS VBP,1
bowls maintenance,bowls nn maintenance nn,NN NN,1
box,box nn,NN,1
box for ahc installation,box nn for in_pos ahc jj installation nn,NN IN JJ NN,0
box for back clash,box nn for in_pos back jj clash nn,NN IN JJ NN,1
box for main air,box nn for in_pos main jj air nn,NN IN JJ NN,1
box for proper operation,box nn for in_pos proper jj operation nn,NN IN JJ NN,1
box for tdx load,box nn for in_pos tdx nn load nn,NN IN NN NN,0
box in good condition,box nn in in_pos good jj condition nn,NN IN JJ NN,1
box of top drive,box nn of in_pos top jj drive nn,NN IN JJ NN,1
box on back side,box nn on in_pos back jj side nn,NN IN JJ NN,1
box though silicone lubricator,box nn though in_pos silicone nn lubricator nn,NN IN NN NN,1
boxconnected,boxconnected vbn,VBN,0
