,extracted_date,JOBNUM,JOB_DEC_INST_TEXT_COMB_x,AVA_score_pred_khat,AVA_score_pred_khat_bayes,AVA_score_pred_pmi,AVA_class_pred_khat,AVA_class_pred_khat_bayes,AVA_class_pred_pmi,AVA_score_pred_khat_with_negation,AVA_score_pred_khat_bayes_with_negation,AVA_score_pred_pmi_with_negation,AVA_class_pred_khat_with_negation,AVA_class_pred_khat_bayes_with_negation,AVA_class_pred_pmi_with_negation,pred_khat_ava_array_with_neg,pred_khat_bayes_ava_array_with_neg,pred_pmi_ava_array_with_neg,pred_khat_ava_array,pred_khat_bayes_ava_array,pred_pmi_ava_array,JobType,NOV Random Rig Code,SYSTEM,COMPONENT,JOB_DEC_INST_TEXT_COMB_y,Negation_Scope_Processed,Need Repair 3,Repaired as good as new 1,Working fine 2,Combined Labels,JobSchedDate,JobStartDate,JobClosedDate,DatePurchased,DeactivationDate,date_diff_extract_minus_start,number_of_positive,number_of_negative,number_of_neutral,combined_neu_pos_neg,sentence_lenght,AVA_class_pred_pmi_with_negation_numeric,AVA_class_pred_khat_bayes_with_negation_numeric,AVA_class_pred_khat_with_negation_numeric,AVA_class_pred_pmi_numeric,AVA_class_pred_khat_bayes_numeric,AVA_class_pred_khat_numeric
786,2019-04-10 10:57:00,2230014189968, Lubricated the motor as per chart in work shop and updated it. SPM05-MTR-Lubrication. 2) Lubricate DE and NDE Bearing with Cyprina (lithium Grease) 100-105grams - DE ( 78 shots using Alemite A500 Grease Gun) 50-55 grams - NDE (41 shots Using Alemite A500 Grease Gun),"[1.4301, 1.535, 1.535]","[1.4301, 1.535, 1.535]","[32.237, 25.8332, -53.5702]",positive,positive,neutral,"[1.4301, 1.535, 1.535]","[1.4301, 1.535, 1.535]","[32.237, 25.8332, -53.5702]",positive,positive,neutral,"[0.06993916815122186, -0.06993916815120642, 0.0]","[0.06993916815122139, -0.06993916815120789, 0.0]","[-15.009217957425214, 46.46472613516124, -63.67564414209913]","[0.06993916815122186, -0.06993916815122186, 0.0]","[0.06993916815122139, -0.06993916815122139, 0.0]","[-15.009217957425214, 46.46472613516124, -63.67564414209913]",Prevent Maint,6060,HPMS,MTR, Lubricated the motor as per chart in work shop and updated it. SPM05-MTR-Lubrication. 2) Lubricate DE and NDE Bearing with Cyprina (lithium Grease) 100-105grams - DE ( 78 shots using Alemite A500 Grease Gun) 50-55 grams - NDE (41 shots Using Alemite A500 Grease Gun),,,1.0,,1,4/6/2019 0:00,4/10/2019 10:25,4/10/2019 10:57,8/17/2009 0:00,,0 days 00:32:13,1,0,0,"[0, 1, 0]",42,2,1,1,2,1,1
809,2019-05-23 03:47:00,2230014191942," Job done as per work instruction.All in good working condition.. SPM-S_PRV-HPMS_WEIR-SPM_30-INSTRUMENTATION. NOTE: If any signs of leakage are found, complete remote control unit must be replaced through Weir. 1. Visually examine pneumatic system components listed below for leaks and damage: - Hoses - Tubing - Fittings 2. Make sure that the nitrogen source is sufficient and there are no leaks. 3. Make sure that all gauges are working correctly. 4. Make sure that all control knobs are working correctly","[1.4694, 1.5487, 1.4819]","[1.4694, 1.5485, 1.4822]","[196.584, -64.9178, -127.1662]",positive,positive,neutral,"[1.4646, 1.5684, 1.467]","[1.4646, 1.5671, 1.4683]","[196.584, -64.9178, -127.1662]",positive,positive,neutral,"[0.03405016557170091, -0.03675953781716267, -0.1028474150228282]","[0.03405016557170066, -0.036759537817163145, -0.10007361225062895]","[-208.83311636155963, 181.33478924853026, -75.99759352553588]","[0.02454512068694541, -0.036679825567844236, -0.07287266126697506]","[0.024545120686945174, -0.03667982558370493, -0.07236913958377]","[-208.83311636155963, 181.33478924853026, -75.99759352553588]",Prevent Maint,6060,HPMS,PRV," Job done as per work instruction.All in good working condition.. SPM-S_PRV-HPMS_WEIR-SPM_30-INSTRUMENTATION. NOTE: If any signs of leakage are found, complete remote control unit must be replaced through Weir. 1. Visually examine pneumatic system components listed below for leaks and damage: - Hoses - Tubing - Fittings 2. Make sure that the nitrogen source is sufficient and there are no leaks. 3. Make sure that all gauges are working correctly. 4. Make sure that all control knobs are working correctly",there are no leaks. ,,,1.0,2,5/24/2019 0:00,5/23/2019 3:46,5/23/2019 3:47,5/20/2011 0:00,,0 days 00:01:08,1,3,7,"[7, 1, 3]",80,2,1,1,2,1,1
818,2019-06-20 13:05:00,2230014193109, Drill crew reported noise from lube oil pump .investigate and taken the guard off. coupling element was perished. installed the new coupling element( workshop cupboard) . function tested all okay. deisolated and equipment back in service.. Mud Pump #4 - Abnormal Noise from Lube oil pump. noise coming from lube oul pump coupling guard.,"[1.3419, 1.6108, 1.5473]","[1.3419, 1.6107, 1.5474]","[54.069, -26.9181, -22.6509]",positive,positive,negative,"[1.3407, 1.614, 1.5453]","[1.3407, 1.614, 1.5453]","[54.069, -26.9181, -22.6509]",positive,positive,negative,"[0.1521509002182239, -0.16635248469849434, -0.07578120071210222]","[0.15215090021822386, -0.16635248469849442, -0.07578120067445296]","[-74.90731410897926, 30.230783327881717, -18.07110020443458]","[0.1498205214937712, -0.16635248469866898, -0.07170840588492655]","[0.14982052149377117, -0.1663524846986689, -0.07164785278437061]","[-74.90731410897926, 30.230783327881717, -18.07110020443458]",Corrective,6060,HPMS,MP, Drill crew reported noise from lube oil pump .investigate and taken the guard off. coupling element was perished. installed the new coupling element( workshop cupboard) . function tested all okay. deisolated and equipment back in service.. Mud Pump #4 - Abnormal Noise from Lube oil pump. noise coming from lube oul pump coupling guard.,,,1.0,,1,6/20/2019 0:00,6/20/2019 12:43,6/20/2019 0:00,10/22/2009 0:00,,0 days 00:22:49,3,3,2,"[2, 3, 3]",53,3,1,1,3,1,1
821,2016-10-11 18:47:00,2250038124633, Equipment is back in Service Spare Gasket for hex pumps----------. Spare Gasket for hex pumps. Breakdown Job,"[1.3171, 1.2672, 1.9157]","[1.3171, 1.3631, 1.8198]","[10.6582, -9.1526, 2.9944]",negative,positive,negative,"[1.3171, 1.3071, 1.8758]","[1.3171, 1.3885, 1.7944]","[10.6582, -9.1526, 2.9944]",negative,positive,negative,"[0.18288440864387828, -0.18288440864381436, 0.5686895688782266]","[0.18288440864387706, -0.1828844086438135, 0.4059585856282975]","[-21.204185531498673, -2.887865413239062, 0.10098533805856746]","[0.18288440864387823, -0.18288440864387828, 0.6484740902711619]","[0.18288440864387706, -0.18288440864388059, 0.45675378202516703]","[-21.204185531498673, -2.887865413239062, 0.10098533805856746]",Corrective,7492,HPMS,MP, Equipment is back in Service Spare Gasket for hex pumps----------. Spare Gasket for hex pumps. Breakdown Job,,,1.0,,1,10/11/2016 0:00,10/11/2016 0:00,3/12/2017 21:53,6/25/2009 0:00,,0 days 18:47:32,1,5,0,"[0, 1, 5]",16,3,1,3,3,1,3
825,2017-01-01 06:04:00,2250038127938, changed out all water in liner wash tanks cleaned tanks check all filters and oil levels all were good checked tightness on all clamps. Took a few weeks to get to all pumps due to drilling operations. SPM-S_MP_NOV-HEX-240_7-DRILLING. 1. Check oil level when pump is at rest. NOTE: Pistons and liners should be run until fluid bypass is on each stroke or becomes excessive. 2. Observe the condition of liners and pistons. 3. Clean dirty area of liner chambers as required. 4. Make sure that all liner wash lines are tight and the spray nozzles are not clogged. NOTE: Perform below Task before adding cleaning coolant in the tank. 5. Flush out the tank with fresh water. 6. Visually examine liner spray tank for exc,"[1.4973, 1.5587, 1.444]","[1.4941, 1.5554, 1.4505]","[299.6218, -57.3899, -237.7319]",neutral,neutral,neutral,"[1.4964, 1.5591, 1.4445]","[1.4928, 1.5568, 1.4504]","[299.6218, -57.3899, -237.7319]",neutral,neutral,neutral,"[0.022807428188740826, 0.015694562082274977, -0.09539351682037452]","[0.022807428188740674, 0.008452112351144497, -0.09078773416232266]","[-286.19586466370106, 310.04768524542857, -168.4160831780815]","[0.02280742818874082, 0.017349818647383913, -0.09455323370130554]","[0.022807428188740674, 0.011041349600458349, -0.08800089412235981]","[-286.19586466370106, 310.04768524542857, -168.4160831780815]",Prevent Maint,7492,HPMS,MP, changed out all water in liner wash tanks cleaned tanks check all filters and oil levels all were good checked tightness on all clamps. Took a few weeks to get to all pumps due to drilling operations. SPM-S_MP_NOV-HEX-240_7-DRILLING. 1. Check oil level when pump is at rest. NOTE: Pistons and liners should be run until fluid bypass is on each stroke or becomes excessive. 2. Observe the condition of liners and pistons. 3. Clean dirty area of liner chambers as required. 4. Make sure that all liner wash lines are tight and the spray nozzles are not clogged. NOTE: Perform below Task before adding cleaning coolant in the tank. 5. Flush out the tank with fresh water. 6. Visually examine liner spray tank for exc,nozzles are not clogged. ,,,1.0,2,1/3/2017 0:00,1/1/2017 6:02,1/1/2017 6:07,6/25/2009 0:00,,0 days 00:02:52,1,5,11,"[11, 1, 5]",129,2,2,2,2,2,2
842,2017-01-23 14:58:00,2250038128818, Checked the oil level in the pump. Inspected the conditions of liners and pistons. Cleaned out dirty liner chambers. Made sure all liner wash lines are tight and spray nozzles are not clogged. Drained and cleaned liner wash tank. Inspected the hydraulic oil filter for closed loop. Made sure the oil filter was not clogged. Check the inlet pressure when pump was running. Visually examined the suction strainer.. SPM-S_MP_NOV-HEX-240_7-DRILLING. 1. Check oil level when pump is at rest. NOTE: Pistons and liners should be run until fluid bypass is on each stroke or becomes excessive. 2. Observe the condition of liners and pistons. 3. Clean dirty area of liner chambers as required. 4. Make sure that all liner wash lines are tight and the spray nozzles are not clogged. NOTE: Perform below Task before adding cleaning coolant in the tank. 5. Flush out the tank with fresh water. 6. Visually examine liner spray tank for exc,"[1.5102, 1.5475, 1.4423]","[1.5058, 1.5388, 1.4554]","[362.969, -57.443, -301.0259]",neutral,neutral,neutral,"[1.5087, 1.5612, 1.4301]","[1.505, 1.5492, 1.4458]","[362.969, -57.443, -301.0259]",neutral,neutral,neutral,"[0.017726905353199505, 0.035049972751442025, -0.10475104567711628]","[0.0177269053531994, 0.02774379305927094, -0.08064304642972803]","[-333.3515585103903, 389.5863495368537, -215.4655080382835]","[0.017726905353199523, 0.03818289240743613, -0.07729880221453417]","[0.0177269053531994, 0.029284768292581347, -0.059958285681259396]","[-333.3515585103903, 389.5863495368537, -215.4655080382835]",Prevent Maint,7492,HPMS,MP, Checked the oil level in the pump. Inspected the conditions of liners and pistons. Cleaned out dirty liner chambers. Made sure all liner wash lines are tight and spray nozzles are not clogged. Drained and cleaned liner wash tank. Inspected the hydraulic oil filter for closed loop. Made sure the oil filter was not clogged. Check the inlet pressure when pump was running. Visually examined the suction strainer.. SPM-S_MP_NOV-HEX-240_7-DRILLING. 1. Check oil level when pump is at rest. NOTE: Pistons and liners should be run until fluid bypass is on each stroke or becomes excessive. 2. Observe the condition of liners and pistons. 3. Clean dirty area of liner chambers as required. 4. Make sure that all liner wash lines are tight and the spray nozzles are not clogged. NOTE: Perform below Task before adding cleaning coolant in the tank. 5. Flush out the tank with fresh water. 6. Visually examine liner spray tank for exc,nozzles are not clogged. made_sure the oil filter was not clogged. spray nozzles are not clogged. ,,1.0,,1,1/24/2017 0:00,1/23/2017 6:18,1/23/2017 14:58,6/25/2009 0:00,,0 days 08:40:07,1,7,16,"[16, 1, 7]",166,2,2,2,2,2,2
859,2017-02-18 04:02:00,2250038129852," Greased coupling. All foundation bolts and fasteners are tight. All the pump housing are in good condition. The LO pumps couplings are in good condition. The expansion joints are good at this time. The valves are working proper at this time. There are no bearing noise or vibration on the pumps at this time. There are no leaks at this time. Pump housing expansion joints pipe flanges are in good condition. Every thing is in good working order at this time.. SPM-S_MP_NOV-HEX-240_30-MECHANICAL. 1. Apply 2 shots of grease to the flexible coupling using hand grease gun. Refer to RMS Procedure BPR-GENERIC-011 (Lubrication, Using Hand-Operated Grease Gun). NOTE: Perform Task 2 to Task 15 on pumps listed below: - Liner Wash Pump - Liner Wash Boost Pump - Lube Oil Pump - Closed Loop Pump 2. Check oil level or apply several shots of grease if applicable. 3. Make sure that all foundation bolts and fasteners are tight. 4. Visually examine the exterior of pump housing for damage.","[1.5012, 1.5492, 1.4495]","[1.5002, 1.5365, 1.4633]","[290.1204, -36.3145, -249.3059]",neutral,neutral,neutral,"[1.4988, 1.5714, 1.4298]","[1.4984, 1.5539, 1.4477]","[290.1204, -36.3145, -249.3059]",neutral,neutral,neutral,"[0.017041456455996362, 0.014666535086281152, -0.12567894678509145]","[0.017041456455996258, 0.013936258890888106, -0.0907581077107522]","[-265.29705682643987, 311.94378694819994, -189.6680877181294]","[0.01222969235815781, 0.014663437173836565, -0.0862464204168742]","[0.012229692358157691, 0.012685477837052877, -0.06067942193007645]","[-265.29705682643987, 311.94378694819994, -189.6680877181294]",Prevent Maint,7492,HPMS,MP," Greased coupling. All foundation bolts and fasteners are tight. All the pump housing are in good condition. The LO pumps couplings are in good condition. The expansion joints are good at this time. The valves are working proper at this time. There are no bearing noise or vibration on the pumps at this time. There are no leaks at this time. Pump housing expansion joints pipe flanges are in good condition. Every thing is in good working order at this time.. SPM-S_MP_NOV-HEX-240_30-MECHANICAL. 1. Apply 2 shots of grease to the flexible coupling using hand grease gun. Refer to RMS Procedure BPR-GENERIC-011 (Lubrication, Using Hand-Operated Grease Gun). NOTE: Perform Task 2 to Task 15 on pumps listed below: - Liner Wash Pump - Liner Wash Boost Pump - Lube Oil Pump - Closed Loop Pump 2. Check oil level or apply several shots of grease if applicable. 3. Make sure that all foundation bolts and fasteners are tight. 4. Visually examine the exterior of pump housing for damage.",there are no bearing noise or vibration on the pumps at this time  there are no leaks at this time. ,,,1.0,2,2/19/2017 0:00,2/18/2017 4:01,2/18/2017 4:02,6/25/2009 0:00,,0 days 00:01:40,1,4,13,"[13, 1, 4]",165,2,2,2,2,2,2
867,2017-02-24 05:30:00,2250038130206," Motors inspected. Nothing abnormal noticed. Motors megged.. SPM-C_MTR_ALL-AC-HOR-MOUNT-500+_180-ELECTRICAL. NOTE: Make required repairs as needed for all discrepancies found while performing the Tasks in this PM. For major repairs create a new corrective maintenance job in RMS for tracking. 1. Make sure that the AC Motor maintains hazardous area requirements as per RMS Procedure BPR-GENERIC-034 (Haza Area Specifications of EX Elect Equip Close Visual Insp). 2. While AC Motor is running in normal operating conditions, examine Motor for excessive temperature, using an infra-red thermometer or inf","[1.5055, 1.5235, 1.471]","[1.5055, 1.5234, 1.471]","[302.1428, -85.9727, -211.6701]",neutral,neutral,neutral,"[1.5022, 1.5276, 1.4702]","[1.5022, 1.5276, 1.4702]","[302.1428, -85.9727, -211.6701]",neutral,neutral,neutral,"[0.0, 0.004387639424292062, -0.05519410505331044]","[0.0, 0.004387639424464207, -0.0551941050483172]","[-270.47373487314235, 330.8118098404699, -95.52840339743521]","[-1.1552789017951681e-18, 0.011073085540847433, -0.04691298141067938]","[0.0, 0.011073084368077834, -0.04689450730605971]","[-270.47373487314235, 330.8118098404699, -95.52840339743521]",Prevent Maint,7492,HPMS,MTR," Motors inspected. Nothing abnormal noticed. Motors megged.. SPM-C_MTR_ALL-AC-HOR-MOUNT-500+_180-ELECTRICAL. NOTE: Make required repairs as needed for all discrepancies found while performing the Tasks in this PM. For major repairs create a new corrective maintenance job in RMS for tracking. 1. Make sure that the AC Motor maintains hazardous area requirements as per RMS Procedure BPR-GENERIC-034 (Haza Area Specifications of EX Elect Equip Close Visual Insp). 2. While AC Motor is running in normal operating conditions, examine Motor for excessive temperature, using an infra-red thermometer or inf",nothing abnormal noticed. ,,,1.0,2,2/24/2017 0:00,2/24/2017 5:29,2/24/2017 5:30,5/7/2019 0:00,,0 days 00:01:08,0,5,4,"[4, 0, 5]",96,2,2,2,2,2,2
882,2017-02-26 20:06:00,2250038130300," 1. Nothing abnormal detected 2. No excessive temperature detected 3. Amp reading recorded 4. Exterior has normal corrosion for its age. Nothing excessive 5. Motor is clean 6. Fan shroud has minimal corrosion 7. Heater appears to be in working condition at the time of inspection 8. N/A 9. Inispected 10. N/A 11. Examined 12. Secure 13. ID is in place 14. Earth bond checked 15. Free of corrosion 16. Checked 17. Examined 18. Secured 19. Measured 20. Inspected 21. None detected 22. N/A 23. Inspected. SPM-C_MTR_ALL-BLOWER_180-ELECTRICAL. NOTE: This PM MUST be performed along with 90 day ELECTRICAL PM. NOTE: Make required repairs as needed for all discrepancies found while performing the Tasks in this PM. 1. While AC Motor is running in normal operating conditions, examine Motor for bearing noise, using a stethoscope. 2. While AC Motor is running in normal operating conditions, examine Motor for excessive temperature, using an infra-red thermometer or infra-red camera at both Non-Drive End (NDE) and Drive End (DE) bearin","[1.5157, 1.5649, 1.4194]","[1.5127, 1.5553, 1.432]","[427.845, -37.4551, -385.8899]",neutral,neutral,neutral,"[1.5109, 1.5709, 1.4182]","[1.5093, 1.561, 1.4297]","[427.845, -37.4551, -385.8899]",neutral,neutral,neutral,"[-0.0026396636531623064, 0.019099850671419165, -0.1444396942311165]","[-0.0026396636531623077, 0.0159713753325703, -0.12466941010508709]","[-322.56030626634475, 530.1297725373488, -244.6500355619383]","[-0.002192849519798055, 0.029240376578342803, -0.1319387411779501]","[-0.0021928495197980503, 0.02319946765101444, -0.11281917377286482]","[-322.56030626634475, 530.1297725373488, -244.6500355619383]",Prevent Maint,7492,HPMS,MTR," 1. Nothing abnormal detected 2. No excessive temperature detected 3. Amp reading recorded 4. Exterior has normal corrosion for its age. Nothing excessive 5. Motor is clean 6. Fan shroud has minimal corrosion 7. Heater appears to be in working condition at the time of inspection 8. N/A 9. Inispected 10. N/A 11. Examined 12. Secure 13. ID is in place 14. Earth bond checked 15. Free of corrosion 16. Checked 17. Examined 18. Secured 19. Measured 20. Inspected 21. None detected 22. N/A 23. Inspected. SPM-C_MTR_ALL-BLOWER_180-ELECTRICAL. NOTE: This PM MUST be performed along with 90 day ELECTRICAL PM. NOTE: Make required repairs as needed for all discrepancies found while performing the Tasks in this PM. 1. While AC Motor is running in normal operating conditions, examine Motor for bearing noise, using a stethoscope. 2. While AC Motor is running in normal operating conditions, examine Motor for excessive temperature, using an infra-red thermometer or infra-red camera at both Non-Drive End (NDE) and Drive End (DE) bearin",none detected. nothing excessive. nothing abnormal detected  no excessive temperature detected. ,,,1.0,2,2/24/2017 0:00,2/26/2017 2:00,2/26/2017 20:06,5/13/2009 0:00,,0 days 18:06:26,0,7,17,"[17, 0, 7]",168,2,2,2,2,2,2
888,2017-02-26 18:26:00,2250038130315, 1. Inspected 2. Inspected 3. N/A 4. Performed 5. Examined 6. Performed 7. Clean 8. No signs of overheating 9. All appear secure 10. No signs of overheating 11. Non found 12. Measured 13. Good condition 14. Clean and operational 15. N/A. SPM-C_MTR_ALL-BLOWER_360-ELECTRICAL. NOTE: This PM MUST be performed along with 180 day ELECTRICAL PM. NOTE: It is recommended to maintain a spare motor and impeller on board. NOTE: It is recommended that the spare motor be of a sealed bearing type. NOTE: Make required repairs as needed for all discrepancies found while performing the Tasks in this PM. 1. Make sure that the AC Motor maintains hazardous area requirements. Refer to RMS Procedure BPR-GENERIC-034 (Haza Area Specifications of EX Elect Equip Close Visual Insp,"[1.4619, 1.5497, 1.4884]","[1.4777, 1.5389, 1.4834]","[340.0516, -117.1437, -218.408]",positive,positive,neutral,"[1.4581, 1.5625, 1.4794]","[1.4746, 1.5498, 1.4756]","[340.0516, -117.1437, -218.408]",positive,positive,neutral,"[0.04392054492792859, -0.03990058731654907, -0.08112965121751378]","[0.026827787759166583, -0.024012922342596887, -0.07274070390267759]","[-337.25238886633207, 339.8508474088156, -99.96508053124396]","[0.0417575087373691, -0.03445601773967506, -0.05766732720582236]","[0.024664751568607066, -0.01993377433377322, -0.05314579796134242]","[-337.25238886633207, 339.8508474088156, -99.96508053124396]",Prevent Maint,7492,HPMS,MTR, 1. Inspected 2. Inspected 3. N/A 4. Performed 5. Examined 6. Performed 7. Clean 8. No signs of overheating 9. All appear secure 10. No signs of overheating 11. Non found 12. Measured 13. Good condition 14. Clean and operational 15. N/A. SPM-C_MTR_ALL-BLOWER_360-ELECTRICAL. NOTE: This PM MUST be performed along with 180 day ELECTRICAL PM. NOTE: It is recommended to maintain a spare motor and impeller on board. NOTE: It is recommended that the spare motor be of a sealed bearing type. NOTE: Make required repairs as needed for all discrepancies found while performing the Tasks in this PM. 1. Make sure that the AC Motor maintains hazardous area requirements. Refer to RMS Procedure BPR-GENERIC-034 (Haza Area Specifications of EX Elect Equip Close Visual Insp,no signs of overheating. no signs of overheating. ,,,1.0,2,2/24/2017 0:00,2/26/2017 18:08,2/26/2017 18:26,5/13/2009 0:00,,0 days 00:18:33,2,6,9,"[9, 2, 6]",131,2,1,1,2,1,1
