DocNO,id,SENTIMENT,SENTENCES
2.64E+17,56182409,positive,"Love it when you have Bale first scorer, 2nd time in a week #loveit"
2.47E+17,69434244,neutral,Watching this Drew Peterson movie on lifetime just to spark conversation in Miss Mapes class tomorrow @Myles_Collier21 @nia_girlBOW
2.63E+17,426121345,neutral,Trip to Fredonia in the works for this Friday. Looking to play on Valentine's new table. Msg me for more details.
1.99E+17,72435952,positive,Thank you to all of our parents&amp; guidance staff for our annual Academic Signing Day on Thursday! I'll post photos soon!
2.64E+17,324083847,negative,@cheringbiebs MY BIRTHDAY ON FEBRUARY. My friends think it's for Valentine's day but I don't believe so. :(
2.64E+17,271877284,positive,Scorcher Fest returns to the Duke again for a huge day of LIVE music! This years RECORD 180 ACTS! Sunday 18th... http://t.co/2v3yA4XN
2.61E+17,538018678,positive,Game 3 tomorrow!!! I'm excited in this shit than the coming pro bowl  haha
2.64E+17,123825423,positive,"Sat here with a cuppa coffee, watching Jeremy Kyle with @susancallinanxD #lovely"
2.62E+17,389086484,neutral,@pushplayjt the @okcthunder should have traded @JHarden13 for Monta Ellis and 1st round pick... #smh #bucks #thunde #bemilwaukee #BucksPride
2.55E+17,38648343,negative,"She said that some day soon, the sun was gonna shine. And she...couldn't have been more wrong! My Valentine."
2.63E+17,13788602,neutral,I think I may know the story of the party nail. Salina Gomez jammed her finger the night before the Grammy awards. I rock a party toe today!
2.64E+17,53120768,positive,Jeremy Lin was a +23 for Rockets in his debut. That's the 2nd-best plus-minus for him in any game in his career.
2.58E+17,34849288,positive,First the Superbowl now Revel will finally be released on DVD on Nov 24th! My day is complete!!!! Oh how I love my Bey
2.62E+17,451588562,positive,Safe and sound at #FLIBS We'll be all over the docks tomorrow!
2.60E+17,28016498,positive,I've just been invited to speak at the World Economic Forum in Davos (@davos) this January. Thrilled and honored. http://t.co/h0aq8cZ6
2.18E+17,587327484,positive,"just #watched Dream High 2 episode 1, I'll watch it tomorrow for next episode :D .."
2.64E+17,231461860,negative,awwww shit I still got some new Amsterdam in the fridge. mmhmm tomorrow after work ima need that before I go out
2.58E+17,31083070,negative,"@sherbetgal We couldn't make it to Jan though edd is 4 Jan! I'm a feb kid &amp; if it coincides with the CNY, I only get 1 ang bao! BAH!"
2.44E+17,177754033,positive,"@styleofsam oh, it is, tomorrow is Jason Wu fashion show!! You would LOVE!"
2.62E+17,39028943,negative,If they play New Born tomorrow instead of SS I will throw one of the mouldy donuts in the flat at Bellamy and his shitey roulette wheel
2.64E+17,216892059,positive,@ChemicalJericho @xCescaCenax @Vasso_Cenation @HeadshotZombie Happy Halloween spend it with Bruno Mars and shenanigans http://t.co/KTV8sfFl
2.37E+17,211726260,neutral,"on February 13th. ""Desperation Day"" A magical night, when a ten has the self-esteem of a four and the depraved enthusiasm of a two. :bd"
2.63E+17,29877731,positive,@thehawk38 I smell a 2nd PRO BOWL for my boy! Best safety in the league! Shout out for that solid legal hit! #TheHawk4ProBowl
2.56E+17,97922344,positive,"@AustinDB34 I know thats what Im saying lol Tucker straight outkicked Cundiff in camp, I'm glad he's gone. Didnt he miss one in the 4th qtr?"
2.64E+17,512084882,neutral,@fckyeahalyssa aye mah dude did you tell alondraa abouut going to the bell game tomorrow?
2.40E+17,269870381,positive,Ben Amos doing well @Hull .Another clean sheet. He says he's enjoying the challenge of playing regular 1st team football. #MUFC
2.64E+17,67701476,positive,@thomas_edison Doing a show in Amsterdam? Would love to see you guys play live soon! I might be in amsterdam Saturday night
2.64E+17,80252413,positive,SNEAK PEEK: Check out the 12 Freebies you can get at CVS on Black Friday!  Link in the first comment:
2.62E+17,908322512,positive,"Afterwork social @2552 S. King Dr. from 4-9 saturday.  steppin,food, drinks.  5 days work and sixth day for relaxation."
2.64E+17,159673191,positive,"If you haven't seen your Good Giving Guide yet, check it out online.  The Challenge starts Nov 1 - we appreciate your support!..."
2.63E+17,410297617,positive,Channing Tatum may not be that good of an actor but he sure as hell can dance #ayyyyye
2.60E+17,110491117,negative,How are you spending your Saturday night? I'm currently sitting crying my eyes out to The Vow.
2.57E+17,52777985,negative,"@Iiamneeson all I can say is that it was very unrealistic. The 1st movie was better-storyline, dialogue! And of course ""The Grey"" thumbs up!"
2.64E+17,12638952,positive,@stephenfry cant wait! coming to see you in February from Belgium!
2.64E+17,803769620,negative,Tomorrow is last day for early voting in Nevada. I am not inspired to vote early. I don't like many of the choices. Most suck balls.
2.64E+17,14067678,positive,"Oingo Boingo (well, most of the band) tomorrow &amp; Leonard Cohen on Monday. #DudeImStoked"
2.62E+17,320149524,positive,Harry Redknapp 2nd favourite at 7/4 to be next blackburn boss!! venkys please make this happen!!!! #makeredknapparover
2.64E+17,17839223,negative,"Can't watch Rafa's ""I'll be back"" video til the end, it's too heartbreaking :( plus it just reminded me he was up 5/1 in AO 5th set..."
2.58E+17,196888622,positive,My friend @treesmellsnice is selling tickets for the Jonas Brothers concert @ Fort Canning on Monday @ $50/ticket. That's half price! RT!
2.64E+17,214985512,negative,Austin Rivers is overrated I don't see how he came out in 1st round
2.58E+17,377333842,neutral,@SwiftExpert Is t it fake? The Grammys nominations come out in December!!!
2.61E+17,36502408,neutral,"New Basics Foundation for January just listed, beginning Monday January 28th - that's right, Australia Day public... http://t.co/hXTClX0E"
2.64E+17,101707794,neutral,"Andre's Wigan Warning: Wigan might currently occupy 15th place in the Premier League, but Andre Villas-Boas is w... http://t.co/44GYkO3e"
2.61E+17,20404392,positive,@flergh @JiklopDave Well aren't you good!  Happy anniversary. May many owls serenade you with Ricky Martin songs.
2.63E+17,198437307,negative,"Our left side is the weakness, 1st game for Young after injury and Evra.. Well Evra is Evra."
2.64E+17,136935512,positive,A1 Live in Cebu at the Waterfront Cebu Hotel and Casino on November 23 http://t.co/BL41iSUa #CebuFinest
2.38E+17,763345759,positive,@IBGDRGN Today is our Chinese July 7th Valentine's day I hope you will soon find you that she wishes you to be happy  Happy Valentine's Day
2.64E+17,117503376,neutral,"@FreddieFans You sure it was Quo? They were the first act on, Queen weren't 2nd I'm sure of it"
2.45E+17,435303424,positive,@smiley_jedi Brilliant result!! I think the winnings may go on our phone bill after I'm a Celeb or Dancing on Ice if the rumours are true :(
2.63E+17,24320388,positive,YAY!!! We are front page on Will Ferrell's Funny or Die for the 24th time! Check it out!... http://t.co/zLPFqsHu
2.64E+17,119992068,positive,"Higgins ""Great experience for the young group and to meet with Premier League teams a real highlight"" ""Very young squad to play on Sat"""
2.53E+17,27707996,neutral,"Bucks backcourt mates Brandon Jennings and Monta Ellis had a ""little brother-big brother"" talk on Sunday, as Jennings described it."
2.60E+17,378843923,neutral,"@KButter5: dook football, even the sun shines on a dog's a$$ some days. #UNC Dook..."
2.54E+17,348004151,neutral,"YOOOO @ItzLavz &amp; @_Beeniee If Niggas In Paris comes on more than once on the 26th, might have to plank for whole night..."
2.64E+17,363827369,positive,The 10th Annual Colossal Castle Contest has begun!:  The Colossal Castle Contest is one of the longest running L... http://t.co/1myXTi8N
2.25E+17,479862373,negative,They should make february 13th Desperation Day.
2.51E+17,538454869,negative,It seem like it's NATIONAL KISSING DAY every other THURSDAY! Who tf made that shit up??!
2.55E+17,538335950,positive,"@jennettemccurdy wow look at this another amazing Monday ""Jennette On Ellen"" in 8 place we do this for you we love you http://t.co/lTHURVaW"
2.64E+17,105891984,neutral,"Georgetown playing JMU in ""secret scrimmage"" on Saturday while GMU does the same at Marquette. http://t.co/E8iKggbW (h/t @gmuhoops )"
2.63E+17,18091004,negative,"Harry Redknapp tells ESPN that rumours he has an interview with Blackburn on Tuesday are wide of the mark: ""No chance, I am playing golf!"""
2.57E+17,531500959,positive,@hamdahussein @Alinaa_Z DEAAALL Lets do it on Monday and get Adalet and Jenelle to judge! You might wanna start practising now :)
2.63E+17,543680720,positive,@CodySIO Im so excited for when you come to Northern Lights on the 27th it will probably make my life.
2.64E+17,177693793,positive,Wow my last RT. It's only been 4 years since Verm's arrival. He's now Captain and will make his 100th start for AFC on Sat. Time flies.
2.63E+17,505328730,positive,"Goodnight bots! Tomorrow remember 106 &amp; Park, MOBO Twitter chat, and David Letterman with @RitaOra! Good day for the Bots!"
2.58E+17,117700768,neutral,Sat waiting for the bus trying to beat my high score on Temple Run #justbecause
2.64E+17,49836463,positive,"Ed Sheeran fucking loves Minnesota tho by the end of his Taylor swift concert, it will be his 7th time performing here, 4 of them in 1 year"
2.61E+17,216057136,positive,@TheFalcoholic Why. Do you really want the Falcons to go to Chicago in Jan for the NFC Championship game. GO LIONS.
2.58E+17,392567857,neutral,This next Superbowl is on my (21st) birthday. Random fact of the day.
2.53E+17,310530980,negative,Count day tomorrow shouldnt even GO ! Winans is CRAZY -_-
2.15E+17,62633528,negative,Ghost Rider 2 is some bullshit smh it will be back in the red box tomorrow
2.33E+17,23824321,positive,"Birthday Cake is gonna be the song leading us into 4th quarter, count it."
2.64E+17,33531890,neutral,If U live near Long Beach consider going to @Parkcrest Church 2 hear @bobrobertsjr Sat @6 or Sun @830/10/1130 #BoldAsLove @Vision360LB
2.64E+17,177219633,positive,"Thinking Thursday: Your affectionate WORSHIP will lead you into effective WARFARE! ~Narda Goodson, 2012 Narda's Nuggets"
2.64E+17,844741,positive,"@Cole__Hines @WSJ @carney Print ain't dead yet Cole, and I'm sure you know there's something special about Sunday Papers too."
1.97E+17,262886041,neutral,i want tickets to the Thursday Game Heat vs Knicks (Game 3) hmm...
2.59E+17,148226042,neutral,"Imma need Brook Lopez to get more aggressive on the boards. 7 feet tall, c'mon son"
2.62E+17,249856697,positive,Bulls season tips off Wednesday night vs Sacramento Kings. Excited is not the word.
2.64E+17,585040907,positive,"@plumpyTM Getting my Xbox back tomorrow! Honestly can't wait! - My friends wants a competitive 3v3, see if Cole is up for it man!"
2.28E+17,160085181,negative,"Centre suffering from 'policy paralysis', alleges Jayalalithaa: Jayalalithaa on Tuesday charged the UPA go... http://t.co/Reau8svK #News"
2.46E+17,276185778,positive,Eric Arc Elliott may be the best rapper in Flatbush ZOMBiES.
2.64E+17,619347735,positive,"@lauren_bishop00 @mollyleach4 Lauren, sweetheart, how was your day on this wonderful Thursday? :).....that better -.-"
2.64E+17,255775617,positive,"Scott &amp; Evelyn Swanson, both work for FEMA.  Happy to host trick-treaters tonight, Evelyn heads out tomorrow http://t.co/cgzl3hcR"
2.52E+17,92339201,positive,"@Isdancing @LokiIsMyCopilot I haven't seen it yet, but Alan Rickman is permanently awesome, so I may have to."
2.64E+17,787911902,positive,"Cant wait to move to Hawaii this Saturday! Promotion, New townhouse, new car &amp; with myKING... Definitely a happy girl :)"
2.63E+17,82201075,neutral,"@TaylorJet_187 i had OKC im playin online... the nigga had da knicks.. I was bustin dey ass then the 4th come, raymond felton and JR smith"
2.15E+17,427951019,negative,Ghost Rider 2's a bad movie compared to the 1st.
2.64E+17,139409901,positive,"when the best talent is on internship......  ""@temasekpoly: Sony is coming to TP this Friday to look for student talents!"""
2.62E+17,27772453,positive,"Okay, okay...Saturday OT just became worth it...someone came with Porto's cheese rolls! YUM!"
2.61E+17,85344595,neutral,Westbound into the U.S.- ongoing bridge inspection- construction - may be delays - Eastbound into Canada- Trucks No delay -cars no delay
2.18E+17,52778443,positive,"@BryanWilley78 - If you let him play his game and realize you have an oversize Cammalleri and not a Todd Bertuzzi, he may bounce back."
2.64E+17,246376146,positive,AHHHHH just got Lauren's email!!! We are going to snap tomorrow #beready
2.64E+17,22502128,neutral,ASTROLOGY NUMEROLOGY NOW host Z. STARMAN talks about the upcoming MERCURY RETROGRADE that begins November 6th  -... http://t.co/L3pWOSpK
2.29E+17,505855552,neutral,Club Bodi may be out the question tonight
2.54E+17,30205761,positive,"They say you are what you eat, but it's Friday and I don't care! #TGIF (@ Ogalo Crows Nest) http://t.co/l3uLuKGk"
2.59E+17,156884369,neutral,http://t.co/TtQf1MqA Haye: Vitali deal 'signed': David Haye still expects a fight with Vita... http://t.co/hPW1ggRp CLICK-1st-LINK! 2WIN
