phrases,tagged_phrases,dummy_labels,POS_TAGS_OF_PHRASE
repairs,repairs nns,1,<NNS>
repalced,repalced vbn,1,<VBN>
replacable,replacable jj,1,<JJ>
replaced,replaced vbn,1,<VBN>
replacement,replacement nn,1,<NN>
replacing,replacing vbg,1,<VBG>
report,report nn,1,<NN>
reported,reported vbd,1,<VBD>
reporting,reporting nn,1,<NN>
reports,reports nns,1,<NNS>
repositioned,repositioned vbn,1,<VBN>
req,req nn,1,<NN>
reqlabor,reqlabor nn,1,<NN>
reqrental,reqrental nn,1,<NN>
reqs,reqs nn,1,<NN>
request,request nn,1,<NN>
requested,requested vbn,1,<VBN>
required,required vbn,1,<VBN>
requirement,requirement nn,1,<NN>
requirements,requirements nns,1,<NNS>
requirementschecks,requirementschecks nns,1,<NNS>
requiring,requiring vbg,1,<VBG>
requirments,requirments nns,1,<NNS>
requisition,requisition nn,1,<NN>
requred,requred vbn,1,<VBN>
rescheduled,rescheduled vbn,1,<VBN>
reset,reset nn,1,<NN>
resistance,resistance nn,1,<NN>
resistances,resistances nns,1,<NNS>
respective,respective nn,1,<NN>
rest,rest nn,1,<NN>
restored,restored vbn,1,<VBN>
results,results nns,1,<NNS>
resultsthe,resultsthe nn,1,<NN>
resume,resume nn,1,<NN>
resumed,resumed vbd,1,<VBD>
retaped,retaped nn,1,<NN>
retested,retested vbn,1,<VBN>
retightened,retightened vbn,1,<VBN>
return,return nn,1,<NN>
returned,returned vbn,1,<VBN>
returning,returning vbg,1,<VBG>
revealed,revealed vbd,1,<VBD>
review,review nn,1,<NN>
reviewed,reviewed vbn,1,<VBN>
reviewing,reviewing vbg,1,<VBG>
revised,revised vbn,1,<VBN>
rig,rig nn,1,<NN>
rig up,rig nn up rp,1,<NN><RP>
rigged,rigged vbn,1,<VBN>
ring,ring nn,1,<NN>
rio,rio nn,1,<NN>
riser,riser nn,1,<NN>
rmr,rmr nn,1,<NN>
rms,rms nns,1,<NNS>
roger,roger nn,1,<NN>
room,room nn,1,<NN>
roomthis,roomthis nn,1,<NN>
rotated,rotated vbn,1,<VBN>
rotating,rotating vbg,1,<VBG>
rotation,rotation nn,1,<NN>
rpm,rpm nn,1,<NN>
rrkg,rrkg nn,1,<NN>
rtd,rtd nn,1,<NN>
rtds,rtds nn,1,<NN>
rubber,rubber nn,1,<NN>
rubbing,rubbing vbg,1,<VBG>
run,run vb,1,<VB>
runnig,runnig nn,1,<NN>
running,running vbg,1,<VBG>
runningand,runningand nn,1,<NN>
runningthere,runningthere rb,1,<RB>
rust,rust nn,1,<NN>
rusted,rusted vbn,1,<VBN>
s,s nn,1,<NN>
safe,safe jj,1,<JJ>
safety,safety nn,1,<NN>
said,said vbd,1,<VBD>
sailing,sailing vbg,1,<VBG>
same,same jj,1,<JJ>
sampey,sampey nn,1,<NN>
sand,sand nn,1,<NN>
santos,santos nn,1,<NN>
sat,sat nn,1,<NN>
satisfactory,satisfactory nn,1,<NN>
satisfatory,satisfatory nn,1,<NN>
saved,saved vbn,1,<VBN>
saw,saw nn,1,<NN>
schroud,schroud nn,1,<NN>
scope,scope nn,1,<NN>
screen,screen nn,1,<NN>
screens,screens nns,1,<NNS>
screws,screws nns,1,<NNS>
scuerd,scuerd nn,1,<NN>
seal,seal nn,1,<NN>
sealed,sealed vbn,1,<VBN>
seals,seals nns,1,<NNS>
seated,seated vbn,1,<VBN>
secm,secm nn,1,<NN>
secs,secs nn,1,<NN>
section,section nn,1,<NN>
sections,sections nns,1,<NNS>
secuerd,secuerd nn,1,<NN>
secuered,secuered vbn,1,<VBN>
secure,secure nn,1,<NN>
secure carried,secure nn carried vbd,1,<NN><VBD>
secured,secured vbn,1,<VBN>
securely fastened,securely rb fastened vbn,1,<RB><VBN>
securing,securing vbg,1,<VBG>
see,see vb,1,<VB>
see attached,see vb attached jj,1,<VB><JJ>
seeking,seeking vbg,1,<VBG>
seelan,seelan nn,1,<NN>
seen,seen vbn,1,<VBN>
seepage,seepage nn,1,<NN>
selected,selected vbn,1,<VBN>
send,send nn,1,<NN>
senior,senior jj,1,<JJ>
sense,sense nn,1,<NN>
sensor,sensor nn,1,<NN>
sensors,sensors nns,1,<NNS>
sent,sent nn,1,<NN>
separate,separate jj,1,<JJ>
separated,separated vbn,1,<VBN>
separator,separator nn,1,<NN>
seperator,seperator nn,1,<NN>
sequence,sequence nn,1,<NN>
serial,serial jj,1,<JJ>
servicable,servicable jj,1,<JJ>
service,service nn,1,<NN>
serviced,serviced vbn,1,<VBN>
services,services nns,1,<NNS>
set,set nn,1,<NN>
sethascope,sethascope nn,1,<NN>
setting,setting vbg,1,<VBG>
settings,settings nns,1,<NNS>
setup,setup nn,1,<NN>
several,several jj,1,<JJ>
shack,shack nn,1,<NN>
shackles,shackles nns,1,<NNS>
shaft,shaft nn,1,<NN>
shall be pleased,shall md be vb pleased jj,1,<MD><VB><JJ>
shape,shape nn,1,<NN>
sharing,sharing vbg,1,<VBG>
sheared,sheared vbn,1,<VBN>
shield,shield nn,1,<NN>
shifted,shifted vbn,1,<VBN>
shipping,shipping nn,1,<NN>
shooting,shooting vbg,1,<VBG>
shop,shop nn,1,<NN>
short,short jj,1,<JJ>
shots,shots nns,1,<NNS>
should be included,should md be vb included vbn,1,<MD><VB><VBN>
should be installed,should md be vb installed vbn,1,<MD><VB><VBN>
should be paid,should md be vb paid vbn,1,<MD><VB><VBN>
should be programmed,should md be vb programmed vbn,1,<MD><VB><VBN>
should be shopped,should md be vb shopped vbn,1,<MD><VB><VBN>
show,show nn,1,<NN>
showing,showing vbg,1,<VBG>
shown,shown vbn,1,<VBN>
shows,shows nns,1,<NNS>
shrink,shrink nn,1,<NN>
shrinked,shrinked vbn,1,<VBN>
shroud,shroud nn,1,<NN>
shrouds,shrouds nns,1,<NNS>
shut,shut nn,1,<NN>
shutdown,shutdown nn,1,<NN>
shuts down,shuts nns down rp,1,<NNS><RP>
shutting,shutting vbg,1,<VBG>
side,side nn,1,<NN>
siemens,siemens nns,1,<NNS>
sign,sign nn,1,<NN>
signal,signal nn,1,<NN>
significantly reduced,significantly rb reduced vbn,1,<RB><VBN>
signs,signs nns,1,<NNS>
silva,silva nn,1,<NN>
simon,simon nn,1,<NN>
since hrs,since in_pos hrs nn,1,<IN><NN>
singapore,singapore nn,1,<NN>
singh,singh nn,1,<NN>
sistem,sistem nn,1,<NN>
sitting,sitting vbg,1,<VBG>
size,size nn,1,<NN>
sized,sized vbn,1,<VBN>
sketch,sketch nn,1,<NN>
skid,skid nn,1,<NN>
skt,skt nn,1,<NN>
slack,slack nn,1,<NN>
slackened,slackened vbn,1,<VBN>
slided,slided vbd,1,<VBD>
slightly different,slightly rb different jj,1,<RB><JJ>
slitter,slitter nn,1,<NN>
small,small jj,1,<JJ>
smart,smart nn,1,<NN>
snapped,snapped vbd,1,<VBD>
snapping,snapping vbg,1,<VBG>
snr,snr nn,1,<NN>
so close,so rb close rb,1,<RB><RB>
so decided,so rb decided vbd,1,<RB><VBD>
so farthis,so rb farthis jj,1,<RB><JJ>
so greased,so rb greased jj,1,<RB><JJ>
so i,so rb i jj,1,<RB><JJ>
so new,so rb new jj,1,<RB><JJ>
so opened,so rb opened jj,1,<RB><JJ>
so replaced,so rb replaced jj,1,<RB><JJ>
so step,so rb step nn,1,<RB><NN>
so switched,so rb switched jj,1,<RB><JJ>
so that belt,so rb that in_pos belt nn,1,<RB><IN><NN>
socket,socket nn,1,<NN>
soft,soft jj,1,<JJ>
software,software nn,1,<NN>
solidly attached,solidly rb attached vbd,1,<RB><VBD>
solution,solution nn,1,<NN>
some areas,some dt areas nns,1,<DT><NNS>
some bolts,some dt bolts nns,1,<DT><NNS>
some dirt,some dt dirt nn,1,<DT><NN>
some fittingsthexact,some dt fittingsthexact nn,1,<DT><NN>
some motor,some dt motor nn,1,<DT><NN>
some places,some dt places nns,1,<DT><NNS>
some play,some dt play nn,1,<DT><NN>
some reason,some dt reason nn,1,<DT><NN>
some step,some dt step nn,1,<DT><NN>
some support,some dt support nn,1,<DT><NN>
some vibrating,some dt vibrating nn,1,<DT><NN>
some vibration,some dt vibration nn,1,<DT><NN>
somewhat overgreased,somewhat rb overgreased vbd,1,<RB><VBD>
sonya,sonya nn,1,<NN>
soon as cemetn unit,soon rb as in_pos cemetn nn unit nn,1,<RB><IN><NN><NN>
sound,sound nn,1,<NN>
sounds,sounds nns,1,<NNS>
sourced,sourced vbn,1,<VBN>
space,space nn,1,<NN>
spare,spare nn,1,<NN>
spares,spares nns,1,<NNS>
spark,spark nn,1,<NN>
specifications,specifications nns,1,<NNS>
specs,specs nn,1,<NN>
speed,speed nn,1,<NN>
split,split nn,1,<NN>
spot,spot nn,1,<NN>
spots,spots nns,1,<NNS>
spr,spr nn,1,<NN>
spring,spring nn,1,<NN>
spte,spte nn,1,<NN>
spudding,spudding vbg,1,<VBG>
spun,spun nn,1,<NN>
sr,sr nn,1,<NN>
ss,ss nn,1,<NN>
ssirclip,ssirclip nn,1,<NN>
stack,stack nn,1,<NN>
stacking,stacking vbg,1,<VBG>
stainless,stainless nn,1,<NN>
staitons,staitons nns,1,<NNS>
stand,stand nn,1,<NN>
standards,standards nns,1,<NNS>
standpipe,standpipe nn,1,<NN>
starboard,starboard nn,1,<NN>
start,start nn,1,<NN>
start recorded,start nn recorded vbd,1,<NN><VBD>
starte,starte nn,1,<NN>
started,started vbn,1,<VBN>
starter,starter nn,1,<NN>
starters,starters nns,1,<NNS>
starting,starting vbg,1,<VBG>
startingwith,startingwith nn,1,<NN>
starts,starts nns,1,<NNS>
state,state nn,1,<NN>
stated,stated vbn,1,<VBN>
station,station nn,1,<NN>
stations,stations nns,1,<NNS>
stattion,stattion nn,1,<NN>
statues,statues nns,1,<NNS>
stbd,stbd nn,1,<NN>
std,std nn,1,<NN>
steel,steel nn,1,<NN>
step,step nn,1,<NN>
step done,step nn done vbn,1,<NN><VBN>
steps,steps nns,1,<NNS>
stethoscope,stethoscope nn,1,<NN>
still abit,still rb abit vb,1,<RB><VB>
still activated,still rb activated vbn,1,<RB><VBN>
still faulted,still rb faulted vbn,1,<RB><VBN>
still havent,still rb havent nn,1,<RB><NN>
still in good condition,still rb in in_pos good jj condition nn,1,<RB><IN><JJ><NN>
still low,still rb low jj,1,<RB><JJ>
still ok,still rb ok jj,1,<RB><JJ>
still operational,still rb operational jj,1,<RB><JJ>
still secure,still rb secure vb,1,<RB><VB>
still serviceable,still rb serviceable jj,1,<RB><JJ>
stock,stock nn,1,<NN>
stop,stop nn,1,<NN>
stoped,stoped vbd,1,<VBD>
stopped,stopped vbd,1,<VBD>
stopper,stopper nn,1,<NN>
stopping,stopping vbg,1,<VBG>
stops,stops nns,1,<NNS>
stored,stored vbn,1,<VBN>
straps,straps nns,1,<NNS>
stretched,stretched vbn,1,<VBN>
strip,strip nn,1,<NN>
stripped,stripped vbd,1,<VBD>
stripping,stripping vbg,1,<VBG>
strips,strips nns,1,<NNS>
stroke,stroke nn,1,<NN>
strong,strong jj,1,<JJ>
strut,strut nn,1,<NN>
stub,stub nn,1,<NN>
stud,stud nn,1,<NN>
studs,studs nns,1,<NNS>
stuffing,stuffing vbg,1,<VBG>
sty,sty nn,1,<NN>
style,style nn,1,<NN>
submitted,submitted vbn,1,<VBN>
subsided,subsided vbd,1,<VBD>
successfull,successfull nn,1,<NN>
successfully completed,successfully rb completed vbn,1,<RB><VBN>
suction,suction nn,1,<NN>
suiatble,suiatble jj,1,<JJ>
suitable,suitable jj,1,<JJ>
sup,sup nn,1,<NN>
supervisor,supervisor nn,1,<NN>
supplied,supplied vbn,1,<VBN>
supplies,supplies nns,1,<NNS>
supply,supply nn,1,<NN>
supplying,supplying vbg,1,<VBG>
supports cableing,supports nns cableing vbg,1,<NNS><VBG>
supt,supt nn,1,<NN>
sure,sure nn,1,<NN>
surface,surface nn,1,<NN>
surfaceremoved,surfaceremoved vbn,1,<VBN>
survery,survery nn,1,<NN>
survey,survey nn,1,<NN>
suspect,suspect nn,1,<NN>
suspected,suspected vbn,1,<VBN>
sustem,sustem nn,1,<NN>
swapped,swapped vbd,1,<VBD>
swbd,swbd nn,1,<NN>
swict,swict nn,1,<NN>
switch,switch nn,1,<NN>
switches,switches nns,1,<NNS>
switches found,switches nns found vbd,1,<NNS><VBD>
switchgear,switchgear nn,1,<NN>
swivel,swivel nn,1,<NN>
system,system nn,1,<NN>
systemconfirmed,systemconfirmed vbn,1,<VBN>
systems,systems nns,1,<NNS>
t loose,t nn loose nn,1,<NN><NN>
tab,tab nn,1,<NN>
tag,tag nn,1,<NN>
tags,tags nns,1,<NNS>
taken,taken vbn,1,<VBN>
taking,taking vbg,1,<VBG>
talking,talking vbg,1,<VBG>
tank,tank nn,1,<NN>
tap,tap nn,1,<NN>
tapped,tapped nns,1,<NNS>
taranjeet,taranjeet nn,1,<NN>
task,task nn,1,<NN>
tasks,tasks nns,1,<NNS>
tc,tc nn,1,<NN>
tco,tco nn,1,<NN>
team,team nn,1,<NN>
tear,tear nn,1,<NN>
tech,tech nn,1,<NN>
technician,technician jj,1,<JJ>
technicians,technicians nns,1,<NNS>
temos,temos nn,1,<NN>
temp,temp nn,1,<NN>
temperature,temperature nn,1,<NN>
temperaturede,temperaturede nn,1,<NN>
temperatures,temperatures nns,1,<NNS>
tempertures,tempertures nns,1,<NNS>
temps,temps nns,1,<NNS>
temps above normal range,temps nns above in_pos normal jj range nn,1,<NNS><IN><JJ><NN>
tension,tension nn,1,<NN>
tensioned,tensioned vbn,1,<VBN>
teodoro,teodoro nn,1,<NN>
teps,teps nns,1,<NNS>
term,term nn,1,<NN>
terminal,terminal nn,1,<NN>
terminals,terminals nns,1,<NNS>
termination,termination nn,1,<NN>
terminations,terminations nns,1,<NNS>
test,test nn,1,<NN>
tested,tested vbn,1,<VBN>
tester,tester nn,1,<NN>
testing,testing vbg,1,<VBG>
tests,tests nns,1,<NNS>
testt,testt nn,1,<NN>
tewac,tewac nn,1,<NN>
tfs,tfs nn,1,<NN>
th,th nn,1,<NN>
tha,tha nn,1,<NN>
than b,than in_pos b nn,1,<IN><NN>
than g,than in_pos g nn,1,<IN><NN>
than normal vibration,than in_pos normal jj vibration nn,1,<IN><JJ><NN>
thank,thank nn,1,<NN>
thanks,thanks nns,1,<NNS>
that ac,that dt ac nn,1,<DT><NN>
that ac motor,that dt ac vbz motor nn,1,<DT><VBZ><NN>
that applied,that dt applied vbd,1,<DT><VBD>
that barite surge,that dt barite nn surge nn,1,<DT><NN><NN>
that blower,that dt blower nn,1,<DT><NN>
that drive,that dt drive nn,1,<DT><NN>
that fault,that dt fault nn,1,<DT><NN>
that i,that in_pos i nn,1,<IN><NN>
that intermittent,that dt intermittent nn,1,<DT><NN>
that job,that dt job nn,1,<DT><NN>
that jobwe,that dt jobwe nn,1,<DT><NN>
that motor,that dt motor nn,1,<DT><NN>
that mud,that dt mud nn,1,<DT><NN>
that original converter,that dt original jj converter nn,1,<DT><JJ><NN>
that pi test,that dt pi vbz test nn,1,<DT><VBZ><NN>
that pump,that dt pump nn,1,<DT><NN>
that time,that dt time nn,1,<DT><NN>
that water,that dt water nn,1,<DT><NN>
thaw,thaw nn,1,<NN>
the abnormal,the dt abnormal nn,1,<DT><NN>
the above,the dt above nn,1,<DT><NN>
the ac,the dt ac nn,1,<DT><NN>
the access,the dt access nn,1,<DT><NN>
the actions,the dt actions nns,1,<DT><NNS>
the active,the dt active jj,1,<DT><JJ>
the acuracy,the dt acuracy nn,1,<DT><NN>
the adjustment,the dt adjustment nn,1,<DT><NN>
the admin,the dt admin nn,1,<DT><NN>
the aft,the dt aft nn,1,<DT><NN>
the air,the dt air nn,1,<DT><NN>
the aircure,the dt aircure nn,1,<DT><NN>
the airflow,the dt airflow nn,1,<DT><NN>
the alarm,the dt alarm nn,1,<DT><NN>
the aluminium,the dt aluminium nn,1,<DT><NN>
the annual,the dt annual jj,1,<DT><JJ>
the applicable,the dt applicable jj,1,<DT><JJ>
the appropriate,the dt appropriate nn,1,<DT><NN>
the area,the dt area nn,1,<DT><NN>
the assembly,the dt assembly nn,1,<DT><NN>
the assemilation,the dt assemilation nn,1,<DT><NN>
the assistance,the dt assistance nn,1,<DT><NN>
the attach,the dt attach nn,1,<DT><NN>
the attached,the dt attached jj,1,<DT><JJ>
the aux,the dt aux nn,1,<DT><NN>
the auxiliaries,the dt auxiliaries nns,1,<DT><NNS>
the availability,the dt availability nn,1,<DT><NN>
the available,the dt available jj,1,<DT><JJ>
the awb,the dt awb nn,1,<DT><NN>
the b,the dt b nn,1,<DT><NN>
the back,the dt back nn,1,<DT><NN>
the bad,the dt bad jj,1,<DT><JJ>
the ball,the dt ball nn,1,<DT><NN>
the barrier,the dt barrier nn,1,<DT><NN>
the base,the dt base nn,1,<DT><NN>
the baylor,the dt baylor nn,1,<DT><NN>
the bearing,the dt bearing nn,1,<DT><NN>
the bearings,the dt bearings nns,1,<DT><NNS>
the below,the dt below nn,1,<DT><NN>
the belt,the dt belt nn,1,<DT><NN>
the belts,the dt belts nns,1,<DT><NNS>
the bender,the dt bender nn,1,<DT><NN>
the bladder,the dt bladder nn,1,<DT><NN>
the blades,the dt blades nns,1,<DT><NNS>
the block,the dt block nn,1,<DT><NN>
the blower,the dt blower nn,1,<DT><NN>
the blowers,the dt blowers nns,1,<DT><NNS>
the boat,the dt boat nn,1,<DT><NN>
the bolt,the dt bolt nn,1,<DT><NN>
the bolts,the dt bolts nns,1,<DT><NNS>
the bottom,the dt bottom nn,1,<DT><NN>
the box,the dt box nn,1,<DT><NN>
the breaker,the dt breaker nn,1,<DT><NN>
the bucket,the dt bucket nn,1,<DT><NN>
the bulk,the dt bulk nn,1,<DT><NN>
the bulletin,the dt bulletin nn,1,<DT><NN>
the bus,the dt bus nn,1,<DT><NN>
the busbar,the dt busbar nn,1,<DT><NN>
the cabinet,the dt cabinet nn,1,<DT><NN>
the cable,the dt cable nn,1,<DT><NN>
the cables,the dt cables nns,1,<DT><NNS>
the cabling,the dt cabling nn,1,<DT><NN>
the cause,the dt cause nn,1,<DT><NN>
the center,the dt center nn,1,<DT><NN>
the checks,the dt checks nns,1,<DT><NNS>
the choke,the dt choke nn,1,<DT><NN>
the circuit,the dt circuit nn,1,<DT><NN>
the cleanes,the dt cleanes nns,1,<DT><NNS>
the closed,the dt closed jj,1,<DT><JJ>
the cm,the dt cm nn,1,<DT><NN>
the coiled,the dt coiled jj,1,<DT><JJ>
the combination,the dt combination nn,1,<DT><NN>
the company,the dt company nn,1,<DT><NN>
the complete,the dt complete jj,1,<DT><JJ>
the components,the dt components nns,1,<DT><NNS>
the conditions,the dt conditions nns,1,<DT><NNS>
the configuration,the dt configuration nn,1,<DT><NN>
the connection,the dt connection nn,1,<DT><NN>
the connections,the dt connections nns,1,<DT><NNS>
the consistent,the dt consistent nn,1,<DT><NN>
the contactors,the dt contactors nns,1,<DT><NNS>
the control,the dt control nn,1,<DT><NN>
the cooling,the dt cooling nn,1,<DT><NN>
the correct,the dt correct nn,1,<DT><NN>
the corrective,the dt corrective nn,1,<DT><NN>
the cover,the dt cover nn,1,<DT><NN>
the covers,the dt covers nns,1,<DT><NNS>
the craft,the dt craft nn,1,<DT><NN>
the crane,the dt crane nn,1,<DT><NN>
the crimps,the dt crimps nns,1,<DT><NNS>
the cubicle,the dt cubicle nn,1,<DT><NN>
the cyber,the dt cyber nn,1,<DT><NN>
the damage,the dt damage nn,1,<DT><NN>
the data,the dt data nn,1,<DT><NN>
the day,the dt day nn,1,<DT><NN>
the de,the dt de nn,1,<DT><NN>
the deck,the dt deck nn,1,<DT><NN>
the defective,the dt defective jj,1,<DT><JJ>
the demister,the dt demister nn,1,<DT><NN>
the derrick,the dt derrick nn,1,<DT><NN>
the details,the dt details nns,1,<DT><NNS>
the difference,the dt difference nn,1,<DT><NN>
the direct,the dt direct jj,1,<DT><JJ>
the dirt,the dt dirt nn,1,<DT><NN>
the documents,the dt documents nns,1,<DT><NNS>
the door,the dt door nn,1,<DT><NN>
the draw,the dt draw nn,1,<DT><NN>
the drawing,the dt drawing nn,1,<DT><NN>
the drill,the dt drill nn,1,<DT><NN>
the driller,the dt driller nn,1,<DT><NN>
the drillfloor,the dt drillfloor nn,1,<DT><NN>
the drilling,the dt drilling nn,1,<DT><NN>
the drive,the dt drive nn,1,<DT><NN>
the drives,the dt drives nns,1,<DT><NNS>
the dsgr,the dt dsgr nn,1,<DT><NN>
the duct,the dt duct nn,1,<DT><NN>
the ducting,the dt ducting nn,1,<DT><NN>
the ducts,the dt ducts nns,1,<DT><NNS>
the eadge,the dt eadge nn,1,<DT><NN>
the earth,the dt earth nn,1,<DT><NN>
the electric,the dt electric jj,1,<DT><JJ>
the electrical,the dt electrical jj,1,<DT><JJ>
the elements,the dt elements nns,1,<DT><NNS>
the empellor,the dt empellor nn,1,<DT><NN>
the encoder,the dt encoder nn,1,<DT><NN>
the encoders,the dt encoders nns,1,<DT><NNS>
the engineering,the dt engineering nn,1,<DT><NN>
the engineers,the dt engineers nns,1,<DT><NNS>
the environment,the dt environment nn,1,<DT><NN>
the equipment,the dt equipment nn,1,<DT><NN>
the estop,the dt estop nn,1,<DT><NN>
the ets,the dt ets nns,1,<DT><NNS>
the exceptable,the dt exceptable jj,1,<DT><JJ>
the exception,the dt exception nn,1,<DT><NN>
the exterior,the dt exterior nn,1,<DT><NN>
the external,the dt external jj,1,<DT><JJ>
the eyebolt,the dt eyebolt nn,1,<DT><NN>
the face,the dt face nn,1,<DT><NN>
the fact,the dt fact nn,1,<DT><NN>
the fan,the dt fan nn,1,<DT><NN>
the fault,the dt fault nn,1,<DT><NN>
the faulty,the dt faulty nn,1,<DT><NN>
the field,the dt field nn,1,<DT><NN>
the file,the dt file nn,1,<DT><NN>
the filter,the dt filter nn,1,<DT><NN>
the filters,the dt filters nns,1,<DT><NNS>
the final,the dt final jj,1,<DT><JJ>
the first,the dt first jj,1,<DT><JJ>
the fiscal,the dt fiscal jj,1,<DT><JJ>
the flages,the dt flages nns,1,<DT><NNS>
the floor,the dt floor nn,1,<DT><NN>
the foam,the dt foam nn,1,<DT><NN>
the following,the dt following nn,1,<DT><NN>
the foundation,the dt foundation nn,1,<DT><NN>
the fourth,the dt fourth jj,1,<DT><JJ>
the frame,the dt frame nn,1,<DT><NN>
the front,the dt front nn,1,<DT><NN>
the function,the dt function nn,1,<DT><NN>
the fundation,the dt fundation nn,1,<DT><NN>
the fuse,the dt fuse nn,1,<DT><NN>
the future,the dt future nn,1,<DT><NN>
the gaskets,the dt gaskets nns,1,<DT><NNS>
the gauges,the dt gauges nns,1,<DT><NNS>
the ge,the dt ge nn,1,<DT><NN>
the gland,the dt gland nn,1,<DT><NN>
the glands,the dt glands nns,1,<DT><NNS>
the global,the dt global jj,1,<DT><JJ>
the gom,the dt gom nn,1,<DT><NN>
the good,the dt good jj,1,<DT><JJ>
the ground,the dt ground nn,1,<DT><NN>
the guages,the dt guages nns,1,<DT><NNS>
the guys,the dt guys nns,1,<DT><NNS>
the handover,the dt handover nn,1,<DT><NN>
the heat,the dt heat nn,1,<DT><NN>
the heater,the dt heater nn,1,<DT><NN>
the heaters,the dt heaters nns,1,<DT><NNS>
the high,the dt high jj,1,<DT><JJ>
the hmi,the dt hmi nn,1,<DT><NN>
the holes,the dt holes nns,1,<DT><NNS>
the hose,the dt hose nn,1,<DT><NN>
the hot,the dt hot jj,1,<DT><JJ>
the hour,the dt hour nn,1,<DT><NN>
the hours,the dt hours nns,1,<DT><NNS>
the housing,the dt housing nn,1,<DT><NN>
the hp,the dt hp nn,1,<DT><NN>
the hub,the dt hub nn,1,<DT><NN>
the ibop,the dt ibop nn,1,<DT><NN>
the id,the dt id nn,1,<DT><NN>
the impeller,the dt impeller nn,1,<DT><NN>
the impellers,the dt impellers nns,1,<DT><NNS>
the impellor,the dt impellor nn,1,<DT><NN>
the impellors,the dt impellors nns,1,<DT><NNS>
the impller,the dt impller nn,1,<DT><NN>
the imppler,the dt imppler nn,1,<DT><NN>
the incorrect,the dt incorrect nn,1,<DT><NN>
the indicator,the dt indicator nn,1,<DT><NN>
the initial,the dt initial jj,1,<DT><JJ>
the inlet,the dt inlet nn,1,<DT><NN>
the inputs,the dt inputs nns,1,<DT><NNS>
the inside,the dt inside nn,1,<DT><NN>
the inspection,the dt inspection nn,1,<DT><NN>
the instrumentation,the dt instrumentation nn,1,<DT><NN>
the insulation,the dt insulation nn,1,<DT><NN>
the interior,the dt interior nn,1,<DT><NN>
the internal,the dt internal jj,1,<DT><JJ>
the intrusiveness,the dt intrusiveness nn,1,<DT><NN>
the ir,the dt ir nn,1,<DT><NN>
the isolation,the dt isolation nn,1,<DT><NN>
the issue,the dt issue nn,1,<DT><NN>
the item,the dt item nn,1,<DT><NN>
the items,the dt items nns,1,<DT><NNS>
the jbox,the dt jbox nn,1,<DT><NN>
the jboxes,the dt jboxes nns,1,<DT><NNS>
the job,the dt job nn,1,<DT><NN>
the junction,the dt junction nn,1,<DT><NN>
the lack,the dt lack nn,1,<DT><NN>
the last,the dt last jj,1,<DT><JJ>
the lead,the dt lead nn,1,<DT><NN>
the leads,the dt leads nns,1,<DT><NNS>
the lift,the dt lift nn,1,<DT><NN>
the lifting,the dt lifting nn,1,<DT><NN>
the list,the dt list nn,1,<DT><NN>
the lo,the dt lo nn,1,<DT><NN>
the local,the dt local jj,1,<DT><JJ>
the location,the dt location nn,1,<DT><NN>
the loose,the dt loose jj,1,<DT><JJ>
the louver,the dt louver nn,1,<DT><NN>
the louvers,the dt louvers nns,1,<DT><NNS>
the louvres,the dt louvres nns,1,<DT><NNS>
the low,the dt low jj,1,<DT><JJ>
the main,the dt main jj,1,<DT><JJ>
the mains,the dt mains nns,1,<DT><NNS>
the maintenance,the dt maintenance nn,1,<DT><NN>
the manifold,the dt manifold nn,1,<DT><NN>
the manual,the dt manual jj,1,<DT><JJ>
the manufacturers,the dt manufacturers nns,1,<DT><NNS>
the marcelo,the dt marcelo nn,1,<DT><NN>
the maximum,the dt maximum nn,1,<DT><NN>
the mcc,the dt mcc nn,1,<DT><NN>
the meaurement,the dt meaurement nn,1,<DT><NN>
the mech,the dt mech nn,1,<DT><NN>
the mechanic,the dt mechanic nn,1,<DT><NN>
the mechanical,the dt mechanical jj,1,<DT><JJ>
the mechanics,the dt mechanics nns,1,<DT><NNS>
the megger,the dt megger nn,1,<DT><NN>
the men,the dt men nns,1,<DT><NNS>
the mge,the dt mge nn,1,<DT><NN>
the min,the dt min nn,1,<DT><NN>
the module,the dt module nn,1,<DT><NN>
the moment,the dt moment nn,1,<DT><NN>
the moonpool,the dt moonpool nn,1,<DT><NN>
the motor,the dt motor nn,1,<DT><NN>
the motors,the dt motors nns,1,<DT><NNS>
the motr,the dt motr nn,1,<DT><NN>
the mounting,the dt mounting nn,1,<DT><NN>
the mp,the dt mp nn,1,<DT><NN>
the mud,the dt mud nn,1,<DT><NN>
the mudpumps,the dt mudpumps nns,1,<DT><NNS>
the name,the dt name nn,1,<DT><NN>
the nameplate,the dt nameplate nn,1,<DT><NN>
the napro,the dt napro nn,1,<DT><NN>
the nd,the dt nd nn,1,<DT><NN>
the nde,the dt nde nn,1,<DT><NN>
the need,the dt need nn,1,<DT><NN>
the new,the dt new jj,1,<DT><JJ>
the next,the dt next jj,1,<DT><JJ>
the nitrogen,the dt nitrogen nn,1,<DT><NN>
the noise,the dt noise nn,1,<DT><NN>
the normal,the dt normal jj,1,<DT><JJ>
the notes,the dt notes nns,1,<DT><NNS>
the nov,the dt nov nn,1,<DT><NN>
the oem,the dt oem nn,1,<DT><NN>
the old,the dt old jj,1,<DT><JJ>
the open,the dt open jj,1,<DT><JJ>
the operation,the dt operation nn,1,<DT><NN>
